	Greedy			ACO			
FILE	DISTANCE	OVERSPENT TIME	TW OVERRUN	DISTANCE	OVERSPENT TIME	TW OVERRUN	
xml/results/10missions/2vehicles/1_300_0_0.d2cts	00:18:31.00	00:18:30.00	-0,09%	+0,09%	
xml/results/10missions/3vehicles/1_100_0_0.d2cts	00:04:03.00	00:05:24.00	+33,333%	-25%	
xml/results/10missions/3vehicles/1_200_0_0.d2cts	00:04:03.00	00:04:11.00	+3,292%	-3,187%	
xml/results/10missions/3vehicles/1_300_0_0.d2cts	00:04:03.00	00:05:26.00	+34,156%	-25,46%	
xml/results/10missions/2vehicles/1_100_0,75_0,5.d2cts	00:17:04.00	00:48:36.00	+184,766%	-64,883%	
xml/results/10missions/2vehicles/1_200_0,75_0,5.d2cts	00:17:04.00	00:48:36.00	+184,766%	-64,883%	
xml/results/10missions/2vehicles/1_300_0,75_0,5.d2cts	00:17:04.00	00:22:19.00	+30,762%	-23,525%	
					

TIME WINDOWS OVERRUN
FILE	Greedy	ACO	Greedy->ACO	ACO->Greedy	
xml/results/10missions/3vehicles/1_100_0,75_0,5.d2cts	7	4	-42,857%	+75%	
xml/results/10missions/3vehicles/1_200_0,75_0,5.d2cts	7	4	-42,857%	+75%	
xml/results/10missions/3vehicles/1_300_0,75_0,5.d2cts	7	4	-42,857%	+75%	
xml/results/10missions/3vehicles/1_100_0,75_1.d2cts	5	2	-60%	+150%	
xml/results/10missions/3vehicles/1_200_0,75_1.d2cts	5	3	-40%	+66,667%	
xml/results/10missions/3vehicles/1_300_0,75_1.d2cts	5	2	-60%	+150%	
xml/results/10missions/2vehicles/1_100_0,75_1.d2cts	9	13	+44,444%	-30,769%	
xml/results/10missions/2vehicles/1_200_0,75_1.d2cts	9	13	+44,444%	-30,769%	
xml/results/10missions/2vehicles/1_300_0,75_1.d2cts	9	13	+44,444%	-30,769%	
xml/results/10missions/2vehicles/1_100_0_0.d2cts	6	7	+16,667%	-14,286%	
xml/results/10missions/2vehicles/1_200_0_0.d2cts	6	6	+0%	+0%	
xml/results/10missions/2vehicles/1_300_0_0.d2cts	6	6	+0%	+0%	
xml/results/10missions/3vehicles/1_100_0_0.d2cts	5	4	-20%	+25%	
xml/results/10missions/3vehicles/1_200_0_0.d2cts	5	4	-20%	+25%	
xml/results/10missions/3vehicles/1_300_0_0.d2cts	5	4	-20%	+25%	
xml/results/10missions/2vehicles/1_100_0,75_0,5.d2cts	7	11	+57,143%	-36,364%	
xml/results/10missions/2vehicles/1_200_0,75_0,5.d2cts	7	11	+57,143%	-36,364%	
xml/results/10missions/2vehicles/1_300_0,75_0,5.d2cts	7	10	+42,857%	-30%	
					

MISSION SCHEDULER COMPUTING TIME
FILE	Greedy	ACO	Greedy->ACO	ACO->Greedy	
xml/results/10missions/3vehicles/1_100_0,75_0,5.d2cts	00:00:44.96	00:04:00.10	+434,03%	-81,274%	
xml/results/10missions/3vehicles/1_200_0,75_0,5.d2cts	00:00:42.75	00:04:39.33	+553,404%	-84,696%	
xml/results/10missions/3vehicles/1_300_0,75_0,5.d2cts	00:00:43.21	00:05:14.98	+628,952%	-86,282%	
xml/results/10missions/3vehicles/1_100_0,75_1.d2cts	00:00:36.30	00:01:40.84	+177,796%	-64,002%	
xml/results/10missions/3vehicles/1_200_0,75_1.d2cts	00:00:32.23	00:01:02.26	+93,174%	-48,233%	
