							ACO_F1=1_F2=50_Sync=100					ACO_F1=1_F2=50_Sync=1000					ACO_F1=1_F2=5_Sync=100					ACO_F1=1_F2=5_Sync=1000					ACO_F1=50_F2=1_Sync=100					ACO_F1=50_F2=1_Sync=1000					ACO_F1=5_F2=1_Sync=100					ACO_F1=5_F2=1_Sync=1000					ACO_F1=F2=1_Sync=100					ACO_F1=F2=1_Sync=1000					
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	
	10	3	42	400	0.0	0.0	13033.832	12905.673	13490.426	13410.291	12204.388	12890.512	12841.805	12204.388	13490.426	13410.291	-0.983279514420622	3.5031447390145827	2.8883217153635163	-6.3637769767172045	-1.0995998720867333	-1.4732965715685153	-6.3637769767172045	3.5031447390145827	2.8883217153635163	0.9930439117742998	4.530976416340309	3.910047930084689	-5.433928164769089	-0.11747546989606863	-0.4948831417005559	-5.433928164769089	4.530976416340309	3.910047930084689	-3.3845780704034043	-4.334577722008177	-0.5940138584207809	-9.532968047117258	-4.446961126357306	-4.808009769298606	-9.532968047117258	0.0	-0.5940138584207809	-2.80723960427107	-3.7629161067421926	0.5975634682349564	-8.992370113370384	-3.8759710732600707	-4.239177210994146	-8.992370113370384	0.5975634682349564	0.0	6.796276880086076	5.746170967360262	10.53750503507426	9.880896936413349	5.621945156119256	5.222850994248949	0.0	10.53750503507426	9.880896936413349	1.1118255039055058	0.11761363706887715	4.653919099567176	4.032260316735274	-5.322705568250507	-0.37785155469387355	-5.322705568250507	4.653919099567176	4.032260316735274	1.4953271755800686	0.4973444153684034	5.050855389877039	4.426838750471596	-4.963609087663295	0.37928468778337887	-4.963609087663295	5.050855389877039	4.426838750471596	6.796276880086076	5.746170967360262	10.53750503507426	9.880896936413349	0.0	5.621945156119256	5.222850994248949	10.53750503507426	9.880896936413349	-3.3845780704034043	-4.334577722008177	0.0	-0.5940138584207809	-9.532968047117258	-4.446961126357306	-4.808009769298606	-9.532968047117258	-0.5940138584207809	-2.80723960427107	-3.7629161067421926	0.5975634682349564	0.0	-8.992370113370384	-3.8759710732600707	-4.239177210994146	-8.992370113370384	0.5975634682349564	
	10	3	42	300	0.0	0.0	13190.777	12974.849	12786.852	13516.243	12204.388	11803.592	12367.301	12204.388	12786.852	13516.243	-1.6369619469724934	-3.062177459295986	2.467375500321174	-7.47786881697719	-10.516325156584783	-6.242816476997531	-7.47786881697719	-3.062177459295986	2.467375500321174	1.6642043387171588	-1.4489340107156499	4.172642009167122	-5.938111495555742	-9.027133957397112	-4.682505360948714	-5.938111495555742	-1.4489340107156499	4.172642009167122	3.1589088541886556	1.4702367713335494	5.704226497655558	-4.555179022952639	-7.689617428902753	-3.2811125052514982	-4.555179022952639	0.0	5.704226497655558	-2.4079620350122464	-4.005506559774045	-5.396403423643683	-9.705766609848606	-12.671058074348027	-8.500453861328188	-9.705766609848606	-5.396403423643683	0.0	8.082248778062441	6.312983494133416	4.772578518480401	10.749043704608535	-3.2840319399874884	1.3348723426360964	0.0	4.772578518480401	10.749043704608535	11.752227626979986	9.922886185832242	8.330176102325463	14.509574712511238	3.3955426449846815	4.775741147271092	3.3955426449846815	8.330176102325463	14.509574712511238	6.658494040049649	4.912535079400111	3.3924216771306956	9.290159591005354	-1.3172882264286983	-4.558060000318574	-1.3172882264286983	3.3924216771306956	9.290159591005354	8.082248778062441	6.312983494133416	4.772578518480401	10.749043704608535	0.0	-3.2840319399874884	1.3348723426360964	4.772578518480401	10.749043704608535	3.1589088541886556	1.4702367713335494	0.0	5.704226497655558	-4.555179022952639	-7.689617428902753	-3.2811125052514982	-4.555179022952639	5.704226497655558	-2.4079620350122464	-4.005506559774045	-5.396403423643683	0.0	-9.705766609848606	-12.671058074348027	-8.500453861328188	-9.705766609848606	-5.396403423643683	
	10	2	42	100	0.0	0.0	13247.325	12988.953	12676.069	12311.425	12197.781	12095.673	11602.793	12197.781	12676.069	12311.425	-1.9503711126586023	-4.312236621355641	-7.064822520773071	-7.922686278173139	-8.693468303978351	-12.41406850062183	-7.922686278173139	-4.312236621355641	-7.064822520773071	1.9891672562061102	-2.408846964031666	-5.216186400859256	-6.091114503224384	-6.877228672703634	-10.671837830193088	-6.091114503224384	-2.408846964031666	-5.216186400859256	4.506570609547812	2.4683046455490265	-2.876633126563134	-3.7731571199241554	-4.578674981967981	-8.466946653572176	-3.7731571199241554	0.0	-2.876633126563134	7.601881991727209	5.503245968683562	2.9618342312120673	-0.9230775478874169	-1.7524535137077843	-5.755889346684073	-0.9230775478874169	2.9618342312120673	0.0	8.604384682755	6.486196136821924	3.921106634067283	0.9316776551407048	-0.8371030763710232	-4.877838026441048	0.0	3.921106634067283	0.9316776551407048	9.521189932961978	7.385120282269525	4.798377072528323	1.7837122415594284	0.8441696464512571	-4.074845608012064	0.8441696464512571	4.798377072528323	1.7837122415594284	14.173587342289059	11.946778676479015	9.250152096999402	6.107426030956509	5.127972204623501	4.247942715172123	5.127972204623501	9.250152096999402	6.107426030956509	8.604384682755	6.486196136821924	3.921106634067283	0.9316776551407048	0.0	-0.8371030763710232	-4.877838026441048	3.921106634067283	0.9316776551407048	4.506570609547812	2.4683046455490265	0.0	-2.876633126563134	-3.7731571199241554	-4.578674981967981	-8.466946653572176	-3.7731571199241554	-2.876633126563134	7.601881991727209	5.503245968683562	2.9618342312120673	0.0	-0.9230775478874169	-1.7524535137077843	-5.755889346684073	-0.9230775478874169	2.9618342312120673	
	10	2	42	200	0.0	0.0	13330.57	12988.953	12743.368	12311.425	12168.429	11712.738	11602.793	12168.429	12743.368	12311.425	-2.5626586109971305	-4.404927921311687	-7.645171961889105	-8.717864277371483	-12.136255238898265	-12.961013670083124	-8.717864277371483	-4.404927921311687	-7.645171961889105	2.63005801930302	-1.8907220620476426	-5.216186400859256	-6.317091146607424	-9.825387773748972	-10.671837830193088	-6.317091146607424	-1.8907220620476426	-5.216186400859256	4.607902714572782	1.9271592878742818	-3.389551333681968	-4.511672267488471	-8.087579358926158	-8.950341856250253	-4.511672267488471	0.0	-3.389551333681968	8.278042549907914	5.503245968683562	3.508472820977272	-1.1614902417876014	-4.862857061631776	-5.755889346684073	-1.1614902417876014	3.508472820977272	0.0	9.550460457960511	6.743056149647579	4.72484163732229	1.175139370908103	-3.744863038605893	-4.64838969763476	0.0	4.72484163732229	1.175139370908103	13.812585921413085	10.895957887899483	8.799223546193904	5.111418013448264	3.8905591502174874	-0.9386788981363685	3.8905591502174874	8.799223546193904	5.111418013448264	14.891043906411156	11.946778676479015	9.830176234291182	6.107426030956509	4.874998631794951	0.9475735712944263	4.874998631794951	9.830176234291182	6.107426030956509	9.550460457960511	6.743056149647579	4.72484163732229	1.175139370908103	0.0	-3.744863038605893	-4.64838969763476	4.72484163732229	1.175139370908103	4.607902714572782	1.9271592878742818	0.0	-3.389551333681968	-4.511672267488471	-8.087579358926158	-8.950341856250253	-4.511672267488471	-3.389551333681968	8.278042549907914	5.503245968683562	3.508472820977272	0.0	-1.1614902417876014	-4.862857061631776	-5.755889346684073	-1.1614902417876014	3.508472820977272	
	10	2	42	500	0.0	0.0	13247.325	13076.637	12212.253	12311.425	11539.638	11712.738	12192.315	11539.638	12212.253	12311.425	-1.2884714461221425	-7.813441581602324	-7.064822520773071	-12.890806257112283	-11.584127361561682	-7.963947438445121	-12.890806257112283	-7.813441581602324	-7.064822520773071	1.3052897316030114	-6.610139900648767	-5.851749192089688	-11.753778895904198	-10.43004405490495	-6.762610294986395	-11.753778895904198	-6.610139900648767	-5.851749192089688	8.47568421649961	7.078005999384389	0.8120696484096641	-5.507706071926284	-4.09027719946517	-0.1632622579961298	-5.507706071926284	0.0	0.8120696484096641	7.601881991727209	6.21546246677376	-0.8055281984010678	-6.268868144832937	-4.862857061631776	-0.9674753328716925	-6.268868144832937	-0.8055281984010678	0.0	14.79844515053245	13.319299964175649	5.828735702107811	6.688138744040311	1.5000470552022387	5.655957318591793	0.0	5.828735702107811	6.688138744040311	13.101863970661698	11.644578748367813	4.264715901610719	5.111418013448264	-1.4778781869789843	4.094490972136499	-1.4778781869789843	4.264715901610719	5.111418013448264	8.65307367796846	7.253109848293783	0.1635292395250623	0.9769268592551845	-5.353183542255918	-3.93343675913886	-5.353183542255918	0.1635292395250623	0.9769268592551845	14.79844515053245	13.319299964175649	5.828735702107811	6.688138744040311	0.0	1.5000470552022387	5.655957318591793	5.828735702107811	6.688138744040311	8.47568421649961	7.078005999384389	0.0	0.8120696484096641	-5.507706071926284	-4.09027719946517	-0.1632622579961298	-5.507706071926284	0.8120696484096641	7.601881991727209	6.21546246677376	-0.8055281984010678	0.0	-6.268868144832937	-4.862857061631776	-0.9674753328716925	-6.268868144832937	-0.8055281984010678	
	10	2	42	400	0.0	0.0	12991.768	12988.953	12212.253	12311.425	11602.793	11666.139	11602.793	11602.793	12212.253	12311.425	-0.021667566723793937	-6.000068658861514	-5.236723746914206	-10.69119306933437	-10.203607392003928	-10.69119306933437	-10.69119306933437	-6.000068658861514	-5.236723746914206	0.021672262575748093	-5.97969674692024	-5.216186400859256	-10.671837830193088	-10.184146482014372	-10.671837830193088	-10.671837830193088	-5.97969674692024	-5.216186400859256	6.383056427016369	6.360005807282235	0.8120696484096641	-4.990561528654876	-4.471852982410382	-4.990561528654876	-4.990561528654876	0.0	0.8120696484096641	5.526110909175833	5.503245968683562	-0.8055281984010678	-5.755889346684073	-5.241359144047095	-5.755889346684073	-5.755889346684073	-0.8055281984010678	0.0	11.971040076298873	11.946778676479015	5.252700793679599	6.107426030956509	0.545954754169962	0.0	0.0	5.252700793679599	6.107426030956509	11.363048220152365	11.338918557373614	4.6811888663421675	5.531273028720128	-0.5429902729600561	-0.5429902729600561	-0.5429902729600561	4.6811888663421675	5.531273028720128	11.971040076298873	11.946778676479015	5.252700793679599	6.107426030956509	0.0	0.545954754169962	0.0	5.252700793679599	6.107426030956509	11.971040076298873	11.946778676479015	5.252700793679599	6.107426030956509	0.0	0.545954754169962	0.0	5.252700793679599	6.107426030956509	6.383056427016369	6.360005807282235	0.0	0.8120696484096641	-4.990561528654876	-4.471852982410382	-4.990561528654876	-4.990561528654876	0.8120696484096641	5.526110909175833	5.503245968683562	-0.8055281984010678	0.0	-5.755889346684073	-5.241359144047095	-5.755889346684073	-5.755889346684073	-0.8055281984010678	
	10	2	42	300	0.0	0.0	13330.57	12988.953	12212.253	12311.425	11539.638	11712.738	11602.793	11539.638	12212.253	12311.425	-2.5626586109971305	-8.389116144320905	-7.645171961889105	-13.434774356985477	-12.136255238898265	-12.961013670083124	-13.434774356985477	-8.389116144320905	-7.645171961889105	2.63005801930302	-5.97969674692024	-5.216186400859256	-11.158058698033619	-9.825387773748972	-10.671837830193088	-11.158058698033619	-5.97969674692024	-5.216186400859256	9.157335669347818	6.360005807282235	0.8120696484096641	-5.507706071926284	-4.09027719946517	-4.990561528654876	-5.507706071926284	0.0	0.8120696484096641	8.278042549907914	5.503245968683562	-0.8055281984010678	-6.268868144832937	-4.862857061631776	-5.755889346684073	-6.268868144832937	-0.8055281984010678	0.0	15.51982826497676	12.559449438535234	5.828735702107811	6.688138744040311	1.5000470552022387	0.547287531896571	0.0	5.828735702107811	6.688138744040311	13.812585921413085	10.895957887899483	4.264715901610719	5.111418013448264	-1.4778781869789843	-0.9386788981363685	-1.4778781869789843	4.264715901610719	5.111418013448264	14.891043906411156	11.946778676479015	5.252700793679599	6.107426030956509	-0.5443085988002961	0.9475735712944263	-0.5443085988002961	5.252700793679599	6.107426030956509	15.51982826497676	12.559449438535234	5.828735702107811	6.688138744040311	0.0	1.5000470552022387	0.547287531896571	5.828735702107811	6.688138744040311	9.157335669347818	6.360005807282235	0.0	0.8120696484096641	-5.507706071926284	-4.09027719946517	-4.990561528654876	-5.507706071926284	0.8120696484096641	8.278042549907914	5.503245968683562	-0.8055281984010678	0.0	-6.268868144832937	-4.862857061631776	-5.755889346684073	-6.268868144832937	-0.8055281984010678	
	10	4	42	100	1.0	0.66	13890.155	13900.512	13871.587	13871.587	13167.626	12339.529	13172.204	13167.626	13871.587	13871.587	0.07456360278197019	-0.13367741396695085	-0.13367741396695085	-5.201734609872967	-11.163489536293872	-5.168776014378536	-5.201734609872967	-0.13367741396695085	-0.13367741396695085	-0.07450804689784067	-0.2080858604345012	-0.2080858604345012	-5.272366945908182	-11.229679885172576	-5.239432907219539	-5.272366945908182	-0.2080858604345012	-0.2080858604345012	0.13385634967362509	0.20851976057246435	0.0	-5.074841112267828	-11.044576226209728	-5.041838399600564	-5.074841112267828	0.0	0.0	0.13385634967362509	0.20851976057246435	0.0	-5.074841112267828	-11.044576226209728	-5.041838399600564	-5.074841112267828	0.0	0.0	5.487162226509171	5.565817255137717	5.346149715977651	5.346149715977651	-6.288886090780522	0.034767087096789655	0.0	5.346149715977651	5.346149715977651	12.56633053011991	12.650264041682629	12.415854770469755	12.415854770469755	6.710928755870664	6.74802903741301	6.710928755870664	12.415854770469755	12.415854770469755	5.450500159274795	5.529127851345158	5.309536657646661	5.309536657646661	-0.03475500379434998	-6.3214553919754	-0.03475500379434998	5.309536657646661	5.309536657646661	5.487162226509171	5.565817255137717	5.346149715977651	5.346149715977651	0.0	-6.288886090780522	0.034767087096789655	5.346149715977651	5.346149715977651	0.13385634967362509	0.20851976057246435	0.0	0.0	-5.074841112267828	-11.044576226209728	-5.041838399600564	-5.074841112267828	0.0	0.13385634967362509	0.20851976057246435	0.0	0.0	-5.074841112267828	-11.044576226209728	-5.041838399600564	-5.074841112267828	0.0	
	10	4	42	200	1.0	0.66	13890.155	13927.767	13172.204	13857.457	13179.534	13179.534	13129.212	13179.534	13172.204	13857.457	0.2707817155388055	-5.168776014378536	-0.235404140558549	-5.11600482500016	-5.11600482500016	-5.47829019906546	-5.11600482500016	-5.168776014378536	-0.235404140558549	-0.27005046824806284	-5.424868178797076	-0.5048188988227581	-5.372239498262717	-5.372239498262717	-5.73354651897896	-5.372239498262717	-5.424868178797076	-0.5048188988227581	5.450500159274795	5.736040832650331	5.202265315660163	0.055647483139495316	0.055647483139495316	-0.32638425581626423	0.055647483139495316	0.0	5.202265315660163	0.2359595992251704	0.5073802502147363	-4.94501263832174	-4.8921169302564005	-4.8921169302564005	-5.255257151438397	-4.8921169302564005	-4.94501263832174	0.0	5.391852246065764	5.677234111615784	-0.05561653393814931	5.143755462067177	0.0	-0.38181926614400874	0.0	-0.05561653393814931	5.143755462067177	5.391852246065764	5.677234111615784	-0.05561653393814931	5.143755462067177	0.0	-0.38181926614400874	0.0	-0.05561653393814931	5.143755462067177	5.795800997043853	6.082276681951669	0.32745301088900225	5.546753300959729	0.3832827133875218	0.3832827133875218	0.3832827133875218	0.32745301088900225	5.546753300959729	5.391852246065764	5.677234111615784	-0.05561653393814931	5.143755462067177	0.0	0.0	-0.38181926614400874	-0.05561653393814931	5.143755462067177	5.450500159274795	5.736040832650331	0.0	5.202265315660163	0.055647483139495316	0.055647483139495316	-0.32638425581626423	0.055647483139495316	5.202265315660163	0.2359595992251704	0.5073802502147363	-4.94501263832174	0.0	-4.8921169302564005	-4.8921169302564005	-5.255257151438397	-4.8921169302564005	-4.94501263832174	
	10	4	42	500	1.0	0.66	13924.766	13892.413	13927.827	13871.587	12332.282	12332.483	13196.478	12332.282	13927.827	13871.587	-0.2323414267787276	0.021982416077941234	-0.3819022883400704	-11.43634298773854	-11.434899516444293	-5.230163293228773	-11.43634298773854	0.021982416077941234	-0.3819022883400704	0.23288250932360816	0.25491611860372165	-0.14990916264871285	-11.230093720939632	-11.228646888053214	-5.009460919424158	-11.230093720939632	0.25491611860372165	-0.14990916264871285	-0.021977584873790396	-0.25426794861825075	-0.40379594031430593	-11.455807140625742	-11.454363986571625	-5.250991414525756	-11.455807140625742	0.0	-0.40379594031430593	0.3833663732924004	0.15013422761217537	0.4054330625616217	-11.096819707795513	-11.095370702717716	-4.866847607270894	-11.096819707795513	0.4054330625616217	0.0	12.913133189785967	12.65078920511225	12.937954224530385	12.481915350297701	0.0016298686650283486	7.007591944459265	0.0	12.937954224530385	12.481915350297701	12.911292884003972	12.648953175122967	12.936113514204717	12.480082072685601	-0.0016298421007426593	7.005847889674764	-0.0016298421007426593	12.936113514204717	12.480082072685601	5.518805851076329	5.2736419520420625	5.542001434018987	5.1158271169019525	-6.548686702618683	-6.547163568946192	-6.548686702618683	5.542001434018987	5.1158271169019525	12.913133189785967	12.65078920511225	12.937954224530385	12.481915350297701	0.0	0.0016298686650283486	7.007591944459265	12.937954224530385	12.481915350297701	-0.021977584873790396	-0.25426794861825075	0.0	-0.40379594031430593	-11.455807140625742	-11.454363986571625	-5.250991414525756	-11.455807140625742	-0.40379594031430593	0.3833663732924004	0.15013422761217537	0.4054330625616217	0.0	-11.096819707795513	-11.095370702717716	-4.866847607270894	-11.096819707795513	0.4054330625616217	
	10	4	42	400	1.0	0.66	13890.155	13892.413	13877.799	13871.753	11948.407	13233.397	13231.138	11948.407	13877.799	13871.753	0.016256118092273345	-0.08895509085391608	-0.1324823229114437	-13.979311245986825	-4.728226574865434	-4.7444898923014165	-13.979311245986825	-0.08895509085391608	-0.1324823229114437	-0.016253475908035636	-0.10519410846769081	-0.1487142658370425	-13.993292597909385	-4.743711549606246	-4.759972223687847	-13.993292597909385	-0.10519410846769081	-0.1487142658370425	0.08903429138871204	0.10530488300053616	-0.04356598622015116	-13.902723335306998	-4.643402026502906	-4.659679823868324	-13.902723335306998	0.0	-0.04356598622015116	0.13265807140597186	0.1489357545509919	0.043584974444111545	-13.865197859275618	-4.601840877645383	-4.618125769684623	-13.865197859275618	0.043584974444111545	0.0	16.251103598998608	16.270001515683234	16.147692324173438	16.097091436540463	10.754488025056409	10.73558173905527	0.0	16.147692324173438	16.097091436540463	4.962882924165275	4.9799458143664825	4.869513096297194	4.823825658672522	-9.710205172564548	-0.017070446839915814	-9.710205172564548	4.869513096297194	4.823825658672522	4.9808036164387355	4.997869419848842	4.887417847202561	4.841722609196577	-9.694789669641429	0.017073361338986976	-9.694789669641429	4.887417847202561	4.841722609196577	16.251103598998608	16.270001515683234	16.147692324173438	16.097091436540463	0.0	10.754488025056409	10.73558173905527	16.147692324173438	16.097091436540463	0.08903429138871204	0.10530488300053616	0.0	-0.04356598622015116	-13.902723335306998	-4.643402026502906	-4.659679823868324	-13.902723335306998	-0.04356598622015116	0.13265807140597186	0.1489357545509919	0.043584974444111545	0.0	-13.865197859275618	-4.601840877645383	-4.618125769684623	-13.865197859275618	0.043584974444111545	
	10	4	42	300	1.0	0.66	13799.701	13892.413	13129.212	13877.799	12312.775	13169.884	13226.925	12312.775	13129.212	13877.799	0.6718406435038075	-4.85872121432196	0.5659397982608593	-10.775059546580028	-4.563990190801954	-4.150640655185209	-10.775059546580028	-4.85872121432196	0.5659397982608593	-0.6673570674871337	-5.493653262395819	-0.10519410846769081	-11.370508492657112	-5.200889147191352	-4.79029812891397	-11.370508492657112	-5.493653262395819	-0.10519410846769081	5.106848758326087	5.812999287390599	5.7016902461473045	-6.218476782917359	0.30978249113503903	0.744241162378974	-6.218476782917359	0.0	5.7016902461473045	-0.5627549440657108	0.10530488300053616	-5.394133464535704	-11.277177310321335	-5.101061054422253	-4.690037663753464	-11.277177310321335	-5.394133464535704	0.0	12.076286621009476	12.829260666259238	6.6308123067302045	12.71057093141068	6.961135893411521	7.4244027036959555	0.0	6.6308123067302045	12.71057093141068	4.782251688777206	5.486221442800867	-0.3088258028696417	5.375256152597858	-6.508098324935895	0.4331169507643291	-6.508098324935895	-0.3088258028696417	5.375256152597858	4.330379131959997	5.031313022490119	-0.738743131907074	4.920826269144201	-6.911281344681395	-0.4312491376491457	-6.911281344681395	-0.738743131907074	4.920826269144201	12.076286621009476	12.829260666259238	6.6308123067302045	12.71057093141068	0.0	6.961135893411521	7.4244027036959555	6.6308123067302045	12.71057093141068	5.106848758326087	5.812999287390599	0.0	5.7016902461473045	-6.218476782917359	0.30978249113503903	0.744241162378974	-6.218476782917359	5.7016902461473045	-0.5627549440657108	0.10530488300053616	-5.394133464535704	0.0	-11.277177310321335	-5.101061054422253	-4.690037663753464	-11.277177310321335	-5.394133464535704	

AVG DISTANCES
