							ACO_F1=1_F2=50_Sync=100					ACO_F1=1_F2=50_Sync=1000					ACO_F1=1_F2=5_Sync=100					ACO_F1=1_F2=5_Sync=1000					ACO_F1=50_F2=1_Sync=100					ACO_F1=50_F2=1_Sync=1000					ACO_F1=5_F2=1_Sync=100					ACO_F1=5_F2=1_Sync=1000					ACO_F1=F2=1_Sync=100					ACO_F1=F2=1_Sync=1000					
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	
	10	4	42	100	0.0	0.0	00:00:24.97	00:34:07.41	00:00:24.42	01:01:34.07	00:00:27.28	00:48:58.33	00:00:25.20	00:00:31.76	00:00:29.23	01:01:31.64	8099.479375250301	-2.202643171806156	14694.032839407291	9.251101321585912	11667.440929114939	0.9211053263916716	27.19263115738888	17.060472567080502	14684.301161393674	-98.78041037212869	-98.80727357979106	80.42649005328684	-98.66758489994676	43.51448903736915	-98.76917666710624	-98.44877186298787	-98.57234261823474	80.30780351761493	2.2522522522522403	8284.152334152333	15027.231777231777	11.71171171171171	11932.473382473381	3.194103194103184	30.057330057330056	19.696969696969692	15017.280917280917	-99.32405179111387	-44.575766025007646	-99.33894051818184	-99.26151913742835	-20.45819380791377	-99.31782559615817	-99.14024368785648	-99.20873183236918	-0.0657811032276132	-8.467741935483879	7405.168621700879	-10.483870967741932	13441.312316715543	10671.004398826977	-7.624633431085051	16.42228739002933	7.1480938416422255	13432.404692082111	-99.15019756119973	-30.32062430019773	-99.16891567659181	25.720051866196115	-99.071581476553	-99.14236998567215	-98.91911391845026	-99.00521724925383	25.6373518291002	-0.9126984126984145	8024.642857142858	-3.0952380952380856	14559.007936507938	8.253968253968262	11560.039682539682	26.03174603174604	15.992063492063496	14549.36507936508	-21.379093198992454	6346.505037783376	-23.110831234256928	11531.202770780856	-14.105793450881613	9151.668765743072	-20.654911838790937	-7.965994962216628	11523.551637279596	-14.574067738624704	6904.481696886761	-16.45569620253164	12537.940472117689	-6.67122819021553	9952.446117003079	-13.787204926445437	8.65549093397195	12529.62709544988	-99.32360685223912	-44.5392833537398	-99.33850537972283	0.06582440324626158	-99.26103303680749	-20.405835888656533	-99.31737655892773	-99.13967775839464	-99.20821098481976	
	10	4	42	200	0.0	0.0	00:00:30.51	00:35:45.16	00:00:28.87	01:05:25.43	00:00:31.71	00:57:28.41	00:00:29.66	00:00:31.68	00:00:28.67	01:05:34.07	6931.006227466403	-5.375286791215996	12766.043920026219	3.933136676499506	11202.556538839723	-2.7859718125204895	3.8348082595870143	-6.030809570632579	12794.362504097016	-98.5777284678066	-98.65417964161182	82.99007999403308	-98.52178858453449	60.7530440619814	-98.61735255179102	-98.5231870816163	-98.6635029554905	83.3928471535923	5.680637339799101	7330.4121925874615	13496.917215102181	9.83720124696917	11844.61378593696	2.7364045722202945	9.733287149289914	-0.6927606511950096	13526.844475233807	-99.22276030906167	-45.35222892778626	-99.26453917150478	-99.19219040971308	-12.152044489393518	-99.24441398776695	-99.1929546571968	-99.26963415472954	0.2201032753099744	-3.78429517502365	6664.932198044779	-8.956165247555974	12279.154840744244	10774.834437086092	-6.464837590665408	-0.09460737937559488	-9.586881110059915	12306.401766004416	-99.11524441699217	-37.79277986086341	-99.16280256698015	13.833041894670298	-99.08044577065952	-99.13989345814448	-99.08131573681784	-99.16860234136891	14.083592148265442	2.865812542144307	7132.501685772084	-2.6635198921105836	13134.760620364128	6.911665542818614	11526.466621712743	6.810519217801751	-3.3378287255562995	13163.890761968983	-3.693181818181812	6671.338383838383	-8.86994949494949	12290.877525252527	0.09469696969697329	10785.132575757576	-6.3762626262626245	-9.501262626262621	12318.150252525254	6.417858388559469	7382.246250435995	0.6975933031042877	13591.768399023369	10.603418207185207	11927.938611789325	3.4530868503662306	10.49877921171956	13621.904429717475	-99.22446728197515	-45.47224629963372	-99.26615438972871	-0.21961988475040678	-99.19396452020428	-12.3449760680415	-99.24607340489621	-99.19472708924854	-99.27123818335718	
	10	4	42	500	0.0	0.0	00:00:26.99	00:36:28.63	00:00:28.57	00:33:34.82	00:00:31.32	00:52:01.92	00:00:30.03	00:00:31.84	00:00:30.05	00:33:47.29	8009.040385327901	5.854020007410159	7365.061133753243	16.042978881067068	11466.950722489813	11.263430900333468	17.969618377176737	11.337532419414607	7411.263430900334	-98.76680846008692	-98.6946171806107	-7.941497649214356	-98.56896780177553	42.64265773566112	-98.62790878312002	-98.54520864650489	-98.62699496945578	-7.3717348295509115	-5.530276513825698	7560.58802940147	6952.222611130557	9.625481274063704	10827.266363318166	5.110255512775642	11.445572278613929	5.180259012950649	6995.8697934896745	-98.66042624155011	8.626577063956093	-98.58200732571645	-98.44551870638568	54.947836531303054	-98.50954427690812	-98.41970994927587	-98.50855163240388	0.6189138483834798	-13.825031928480211	6887.9629629629635	-8.780332056194124	6333.0140485312895	9867.816091954024	-4.11877394636015	1.6602809706257968	-4.054916985951467	6372.828863346105	-99.13546791717917	-29.894744259942595	-99.08485803608036	-35.46215149651497	-98.99677121771218	-99.03809194341943	-98.980114801148	-99.03745131201312	-35.06271781467815	-10.123210123210132	7188.1451881451885	-4.861804861804864	6609.357309357309	4.295704295704293	10296.003996003996	6.0273060273060235	0.06660006660006518	6650.88245088245	-15.232412060301511	6773.837939698493	-10.270100502512562	6227.952261306533	-1.6331658291457274	9705.02512562814	-5.684673366834167	-5.621859296482409	6267.116834170854	-10.18302828618969	7183.294509151413	-4.925124792013313	6604.891846921797	4.226289517470881	10289.084858569051	-0.0665557404326109	5.956738768718799	6646.3893510815315	-98.66866605172422	7.95840752926321	-98.59072949602673	-0.6151068668024815	-98.45508042756586	53.99474174883713	-98.51871217240749	-98.42943042189327	-98.51772563372778	
	10	4	42	400	0.0	0.0	00:00:27.80	00:35:56.53	00:00:40.81	00:32:50.77	00:00:34.82	00:50:17.30	00:00:28.97	00:00:30.10	00:00:40.63	00:32:46.94	7657.302158273382	46.79856115107914	6989.100719424461	25.25179856115108	10753.597122302157	4.208633093525173	8.27338129496403	46.151079136690655	6975.323741007194	-98.71089203488937	-98.10760805553366	-8.613837971185202	-98.38536908830389	39.91458500461389	-98.65663821045848	-98.60423921763203	-98.11595479775379	-8.791438097313746	-31.87944131340358	5184.31756922323	4729.135015927469	-14.67777505513355	7293.530997304581	-29.012496937025244	-26.243567753001717	-0.44106836559666673	4719.750061259495	-98.58938384489312	9.425757445059556	-97.92923578093841	-98.23317789493447	53.102594417410465	-98.53001618656667	-98.47267819177277	-97.93836926683478	-0.19434028323954228	-20.160827110855827	6093.365881677198	17.202757036186107	5559.879379666858	8565.422171165997	-16.80068925904653	-13.55542791499138	16.685812751292367	5548.879954049397	-99.0786464720114	-28.527822888012462	-98.64746627779803	-34.68432041891758	-98.84598813508767	-99.03987008252412	-99.00241938156631	-98.65343187618069	-34.81125509561529	-4.038660683465648	7344.011045909563	40.869865377977234	6702.795995857784	20.193303417328277	10315.257162581984	3.90058681394547	40.24853296513636	6689.575422851226	-7.641196013289038	7064.551495016612	35.581395348837205	6447.408637873754	15.681063122923582	9924.252491694353	-3.7541528239202737	34.98338870431894	6434.68438538206	-31.577651981294615	5207.7282795963565	0.44302239724341547	4750.529165641152	-14.299778488801381	7326.285995569777	-28.69800639921241	-25.916810238739846	4741.102633522028	-98.58663711145232	9.638829857545229	-97.92520361576867	0.19471870011286196	-98.22973756189818	53.40071379909911	-98.52715385319328	-98.46970421060124	-97.93435488627004	
	10	4	42	300	0.0	0.0	00:00:29.41	00:34:15.56	00:00:30.19	00:33:17.66	00:00:34.36	00:56:54.07	00:00:27.61	00:00:31.68	00:00:30.21	00:33:16.95	6889.323359401564	2.6521591295477767	6692.451547092825	16.831009860591635	11508.534512070724	-6.120367222033325	7.718463107786466	2.72016320979259	6690.037402244134	-98.56924633676468	-98.53130047286383	-2.816750666485039	-98.32843604662477	66.08953277938859	-98.65681371499738	-98.45881414310456	-98.53032750199459	-2.851291132343493	-2.5836369658827465	6708.744617422987	6516.959258032461	13.812520702219272	11208.61212321961	-8.545876117919846	4.9354090758529265	0.06624710168929968	6514.607485922491	-98.52777749967461	2.898391117607594	-98.48873181622498	-98.27998758547501	70.90345704474234	-98.61788292301993	-98.41414454912247	-98.48773064485448	-0.035541583652875686	-14.406286379511057	5882.4214202561125	-12.136204889406281	5713.911525029104	9836.175785797439	-19.644935972060537	-7.799767171129219	-12.077997671711287	5711.845168800932	-99.13856482145944	-39.79150984016145	-99.11571818972664	-41.487432888019285	-98.99357658161667	-99.1912878177659	-99.07207526500629	-99.11513237865655	-41.50822918100683	6.519377037305326	7344.983701557408	9.344440420137639	7135.2770735240865	24.447663889894965	12265.338645418327	14.741035856573706	9.416877942774363	7132.705541470483	-7.165404040404039	6388.510101010101	-4.703282828282823	6205.74494949495	8.459595959595958	10676.736111111113	-12.847222222222223	-4.640151515151512	6203.503787878788	-2.648129758358162	6704.237007613372	-0.06620324395895257	6512.578616352201	13.737173121482948	11201.125455147303	-8.606421714664023	4.865938430983114	6510.228401191658	-98.52725406244522	2.9349758381531785	-98.48819449660733	0.03555422018578514	-98.27937604847394	70.96422043616516	-98.61739152207116	-98.41358071058363	-98.48719296927814	
	10	2	42	100	0.5	0.66	00:00:06.98	00:01:59.09	00:00:09.76	00:02:28.20	00:00:13.72	00:03:23.12	00:00:10.46	00:00:13.38	00:00:08.60	00:02:27.48	1606.160458452722	39.828080229226344	2023.2091690544412	96.56160458452722	2810.028653295129	49.856733524355306	91.69054441260744	23.209169054441247	2012.8939828080227	-94.13888655638593	-91.80451759173734	24.443698043496504	-88.47930136871274	70.56008061130238	-91.21672684524309	-88.76479973129567	-92.77857082878495	23.83911327567385	-28.483606557377044	1120.1844262295083	1418.4426229508197	40.57377049180329	1981.1475409836066	7.172131147540995	37.09016393442624	-11.885245901639346	1411.065573770492	-95.29014844804318	-19.64237516869095	-93.41430499325237	-90.74224021592443	37.05802968960865	-92.94197031039135	-90.97165991902834	-94.1970310391363	-0.4858299595141693	-49.12536443148688	768.0029154518951	-28.86297376093295	980.1749271137024	1380.466472303207	-23.76093294460641	-2.478134110787171	-37.31778425655977	974.9271137026237	-96.56360771957463	-41.369633714060654	-95.19495864513588	-27.038204017329665	-93.24537219377707	-94.85033477747145	-93.41276092949981	-95.76604962583694	-27.392674281213083	-33.269598470363285	1038.5277246653918	-6.692160611854694	1316.8260038240915	31.166347992351813	1841.873804971319	27.91586998087954	-17.78202676864246	1309.9426386233267	-47.832585949177876	790.0597907324366	-27.055306427503744	1007.6233183856502	2.541106128550074	1418.0866965620328	-21.823617339312403	-35.724962630792234	1002.2421524663675	-18.837209302325572	1284.7674418604652	13.488372093023257	1623.2558139534883	59.534883720930246	2261.8604651162796	21.627906976744203	55.581395348837226	1614.8837209302326	-95.26715486845674	-19.250067805804168	-93.38215351234066	0.4882017900732295	-90.69704366693789	37.72714944399242	-92.90751288310278	-90.92758340113915	-94.16870084079197	
	10	2	42	200	0.5	0.66	00:00:10.24	00:01:58.65	00:00:08.05	00:02:07.35	00:00:13.41	00:04:55.56	00:00:12.80	00:00:12.61	00:00:09.44	00:02:07.78	1058.69140625	-21.386718749999993	1143.65234375	30.95703125	2786.328125	25.000000000000007	23.144531249999993	-7.812500000000007	1147.8515625	-91.36957437842395	-93.21533923303835	7.332490518331217	-88.69785082174462	149.102402022756	-89.21196797302993	-89.37210282343025	-92.04382638010958	7.694900969237247	27.204968944099374	1373.913043478261	1481.9875776397514	66.583850931677	3571.552795031055	59.00621118012421	56.64596273291923	17.267080745341598	1487.3291925465837	-91.9591676482136	-6.831566548881028	-93.67883784844916	-89.46996466431095	132.08480565371025	-89.94895956026699	-90.09815469179426	-92.58735767569691	0.3376521397722865	-23.639075316927666	784.7874720357942	-39.97017151379567	849.6644295302013	2104.026845637584	-4.548844146159578	-5.9656972408650315	-29.604772557792696	852.8709917971662	-96.53539044525647	-59.85586682907024	-97.27635674651509	-56.91230207064556	-95.462850182704	-95.66923805657058	-95.73352280416836	-96.80606306672081	-56.766815536608476	-20.000000000000004	826.953125	-37.109375	894.921875	4.765624999999996	2209.0625	-1.48437500000001	-26.250000000000007	898.28125	-18.794607454401262	840.9199048374306	-36.16177636796193	909.9127676447264	6.344171292624908	2243.8540840602695	1.5067406819984241	-25.13877874702617	913.3227597145125	8.474576271186448	1156.8855932203392	-14.724576271186429	1249.0466101694915	42.05508474576272	3030.9322033898306	35.593220338983066	33.58050847457627	1253.6016949152543	-91.98622632649868	-7.145093128815147	-93.70010956331194	-0.336515886680237	-89.50539990608858	131.30380341211458	-89.98278290812334	-90.13147597433088	-92.61230239474096	
	10	2	42	500	0.5	0.66	00:00:10.21	00:01:58.49	00:00:09.79	00:02:17.05	00:00:12.88	00:03:28.78	00:00:11.12	00:00:13.44	00:00:09.66	00:02:20.06	1060.5288932419196	-4.113614103819801	1242.311459353575	26.150832517140053	1944.857982370225	8.912830558276182	31.635651322233088	-5.386875612144962	1271.7923604309499	-91.38323909190649	-91.73769938391426	15.66376909443835	-89.12988437842856	76.20052325090724	-90.61524179255633	-88.65727065575155	-91.84741328382142	18.20406785382732	4.2900919305413865	1110.3166496424926	1299.897854954035	31.56281920326866	2032.5842696629215	13.585291113381004	37.282941777323806	-1.3278855975485087	1330.6435137895814	-92.55016417365924	-13.542502736227654	-92.85662167092302	-90.60197008391098	52.33856256840568	-91.88617292958774	-90.19336008755928	-92.95147756293323	2.1962787303903615	-20.72981366459627	819.9534161490684	-23.990683229813676	964.052795031056	1520.9627329192547	-13.664596273291938	4.347826086956511	-25.000000000000007	987.4223602484471	-95.10968483571223	-43.24647954784941	-95.31085353003161	-34.356739151259696	-93.83082670753905	-94.67381933135357	-93.56260178177986	-95.37312003065428	-32.91503017530415	-8.183453237410058	965.5575539568347	-11.960431654676261	1132.4640287769785	15.827338129496418	1777.517985611511	20.863309352517987	-13.129496402877692	1159.5323741007196	-24.032738095238084	781.6220238095239	-27.1577380952381	919.717261904762	-4.166666666666657	1453.4226190476193	-17.261904761904763	-28.124999999999993	942.1130952380953	5.6935817805383095	1126.6045548654245	1.3457556935817703	1318.737060041408	33.333333333333336	2061.2836438923396	15.113871635610757	39.13043478260869	1349.8964803312629	-92.71026702841638	-15.400542624589455	-93.01013851206626	-2.1490789661573544	-90.80394116807084	49.06468656290161	-92.06054548050835	-90.40411252320433	-93.10295587605312	
	10	2	42	400	0.5	0.66	00:00:09.37	00:02:20.75	00:00:10.54	00:01:56.11	00:00:11.17	00:05:17.25	00:00:13.44	00:00:10.74	00:00:09.87	00:01:56.56	1402.1344717182496	12.48665955176094	1139.1675560298827	19.210245464247606	3285.80576307364	43.43649946638208	14.621131270010684	5.3361792956243335	1143.9701173959445	-93.34280639431616	-92.51154529307283	-17.506216696269984	-92.06394316163411	125.39964476021315	-90.45115452930729	-92.36944937833037	-92.98756660746004	-17.186500888099467	-11.10056925996205	1235.3889943074005	1001.6129032258063	5.977229601518035	2909.9620493358634	27.514231499051238	1.89753320683113	-6.35673624288425	1005.8823529411766	-91.93006631642407	21.221255705796228	-90.92240117130306	-90.37981224700715	173.2322797347343	-88.42476961502024	-90.75015071914564	-91.49944018603048	0.3875635173542355	-16.114592658907796	1160.0716204118175	-5.640107430617733	939.480752014324	2740.1969561324977	20.32229185317815	-3.8495971351835245	-11.638316920322298	943.509400179051	-97.04649330181245	-55.63435776201734	-96.67769897557132	-63.40110323089046	-96.47911741528762	-95.76359338061465	-96.61465721040189	-96.88888888888889	-63.25925925925926	-30.2827380952381	947.2470238095239	-21.577380952380956	763.9136904761905	-16.88988095238095	2260.4910714285716	-20.089285714285708	-26.562500000000007	767.2619047619048	-12.756052141527011	1210.5214152700185	-1.8621973929236597	981.0986964618249	4.003724394785844	2853.9106145251394	25.139664804469263	-8.100558659217887	985.2886405959032	-5.065856129685917	1326.0385005065857	6.788247213779129	1076.3931104356636	13.171225937183392	3114.2857142857147	36.17021276595745	8.814589665653507	1080.952380952381	-91.96122168840081	20.753260123541523	-90.95744680851064	-0.38606726149622755	-90.41695264241592	172.1774193548387	-88.46945778997942	-90.78586135895677	-91.53225806451613	
	10	2	42	300	0.5	0.66	00:00:08.82	00:01:56.89	00:00:10.38	00:02:34.96	00:00:12.73	00:03:27.63	00:00:12.79	00:00:12.72	00:00:10.36	00:02:33.00	1225.283446712018	17.68707482993198	1656.9160997732429	44.33106575963719	2254.081632653061	45.01133786848071	44.21768707482994	17.46031746031745	1634.6938775510203	-92.45444434938831	-91.11985627513047	32.56908204294637	-89.10941911198562	77.6285396526649	-89.05808880143724	-89.1179741637437	-91.13696637864659	30.892291898365986	-15.02890173410405	1026.107899807322	1392.8709055876686	22.639691714836218	1900.2890173410403	23.217726396917133	22.543352601156066	-0.19267822736032128	1373.9884393063583	-94.30820856995355	-24.567630356220963	-93.30149716055757	-91.78497676819826	33.9894166236448	-91.7462570986061	-91.7914300464636	-93.3144037170883	-1.2648425400103303	-30.71484681853888	818.2246661429692	-18.460329929300862	1117.2820109976435	1531.029065200314	0.47132757266299075	-0.0785545954438318	-18.61743912018854	1101.8853102906521	-95.75205895101864	-43.70274045176516	-95.00072243895391	-25.367239801570097	-93.8689014111641	-93.84000385300776	-93.87371767085682	-95.01035495833935	-26.311226701343738	-31.03987490226739	813.9171227521501	-18.84284597341672	1111.571540265833	-0.46911649726347715	1523.3776387802973	-0.5473025801407233	-18.999218139171226	1096.2470680218923	-30.660377358490564	818.9465408805031	-18.39622641509434	1118.2389937106918	0.07861635220125618	1532.311320754717	0.5503144654087933	-18.553459119496864	1102.830188679245	-14.864864864864858	1028.2818532818533	0.1930501930502061	1395.7528957528962	22.876447876447887	1904.1505791505792	23.45559845559845	22.779922779922792	1376.8339768339767	-94.23529411764706	-23.601307189542485	-93.2156862745098	1.2810457516339921	-91.6797385620915	35.705882352941174	-91.640522875817	-91.68627450980392	-93.22875816993464	
	10	2	42	100	1.0	0.33	00:00:12.53	00:03:50.39	00:00:09.32	00:04:22.75	00:00:11.88	00:07:11.14	00:00:10.91	00:00:12.83	00:00:09.57	00:04:13.99	1738.707102952913	-25.618515562649634	1996.9672785315242	-5.1875498802873	3340.861931364725	-12.928970470869908	2.3942537909018413	-23.623304070231438	1927.0550678371908	-94.56139589391901	-95.95468553322627	14.045748513390343	-94.8435261947133	87.13485828377968	-95.26455141282175	-94.431181908937	-95.84617387907461	10.243500151916326	34.4420600858369	2371.9957081545062	2719.206008583691	27.467811158798288	4525.965665236051	17.06008583690987	37.66094420600858	2.682403433476395	2625.214592274678	-95.23120837297812	-12.31588962892484	-96.45290199809705	-95.47859181731684	64.08753568030447	-95.84776403425309	-95.11703139866793	-96.35775451950524	-3.333967649857275	5.471380471380459	1839.309764309764	-21.54882154882155	2111.7003367003367	3529.1245791245783	-8.16498316498317	7.996632996632991	-19.444444444444446	2037.962962962963	-97.09375144964514	-46.562601475158885	-97.83828918680707	-39.05691886626153	-97.24451454283991	-97.46949946653058	-97.02416848355523	-97.78030338173215	-41.088741476086646	14.8487626031164	2011.7323556370302	-14.573785517873509	2308.340971585701	8.89092575618699	3851.787351054078	17.598533455545372	-12.282309807516038	2228.0476626947757	-2.3382696804364826	1695.7131722525328	-27.35775526110678	1947.9345284489475	-7.404520654715505	3260.4053000779422	-14.96492595479345	-25.409197194076384	1879.6570537802027	30.929989550679192	2307.419017763845	-2.612330198537095	2645.559038662487	24.13793103448276	4405.120167189133	14.00208986415883	34.06478578892372	2554.022988505747	-95.06673491082326	-9.291704397810946	-96.33056419544077	3.4489546832552427	-95.3226504980511	69.74684042678845	-95.70455529745266	-94.9486200244104	-96.23213512343007	
	10	2	42	200	1.0	0.33	00:00:12.12	00:06:24.74	00:00:10.62	00:05:51.14	00:00:13.82	00:06:59.37	00:00:14.18	00:00:13.61	00:00:11.39	00:05:47.26	3074.422442244225	-12.376237623762378	2797.1947194719473	14.026402640264035	3360.1485148514853	16.996699669967004	12.293729372937296	-6.023102310231012	2765.1815181518155	-96.84982065810678	-97.23969433903416	-8.733170452773308	-96.40796381972241	9.000883713676767	-96.31439413629984	-96.46254613505224	-97.03955918282476	-9.741643707438795	14.124293785310735	3522.7871939736347	3206.403013182674	30.13182674199625	3848.870056497175	33.52165725047082	28.154425612052737	7.250470809792857	3169.868173258004	-96.54838525944068	9.568832944124857	-96.9755653015891	-96.06424787833913	19.430996183858294	-95.9617246682235	-96.1240530842399	-96.75627954661958	-1.1049723756906065	-12.301013024602033	2683.9363241678725	-23.154848046309702	2440.8104196816207	2934.5151953690306	2.6049204052098367	-1.51953690303908	-17.583212735166423	2412.73516642547	-97.10995064024608	-8.257624532036148	-97.46763001645326	-16.269642559076715	-96.70458068054462	-96.6187376302549	-96.75465579321363	-97.28402127000024	-17.194839878865924	-14.527503526093094	2613.2581100141047	-25.10578279266573	2376.304654442877	-2.538787023977429	2857.475317348378	-4.0197461212976044	-19.6755994358251	2348.9421720733426	-10.947832476120501	2726.891991182954	-21.969140337986776	2480.014695077149	1.5429831006612846	2981.337252020573	4.188096987509186	-16.31153563556208	2451.5062454077884	6.409130816505694	3277.875329236172	-6.76031606672521	2982.8797190517994	21.334503950834062	3581.9139596136965	24.495171202809473	19.490781387181727	2948.814749780509	-96.5098197316132	10.793065714450274	-96.94177273512642	1.1173184357541885	-96.02027299429821	20.765420722225425	-95.91660427345504	-96.08074641479007	-96.72003685998963	
	10	2	42	500	1.0	0.33	00:00:10.54	00:04:40.78	00:00:11.17	00:04:41.56	00:00:12.85	00:06:41.61	00:00:12.60	00:00:14.18	00:00:11.13	00:04:51.29	2563.9468690702083	5.977229601518035	2571.3472485768502	21.916508538899436	3710.34155597723	19.544592030360537	34.535104364326386	5.597722960151819	2663.6622390891844	-96.2461713797279	-96.02179642424673	0.2777975639290653	-95.42346320963031	43.03369185839449	-95.5125008903768	-94.94978274805898	-96.03604245316617	3.7431440985825377	-5.640107430617733	2413.697403760071	2420.680393912265	15.040286481647266	3495.434198746643	12.80214861235452	26.947179946284688	-0.3581020590868321	2507.7887197851387	-96.25657053558744	-0.2770279869299721	-96.03281716152861	-95.43614149737178	42.637448501207565	-95.52493251882369	-94.96377326324762	-96.04702372496094	3.455746554908374	-17.97665369649806	2085.0583657587545	-13.073929961089492	2091.128404669261	3025.3696498054474	-1.9455252918287937	10.350194552529183	-13.385214007782093	2166.8482490272377	-97.37556335748612	-30.086402231020156	-97.21869475361669	-29.89218395956276	-96.80037847663155	-96.8626279226115	-96.46921142401833	-97.22865466497348	-27.46943552202385	-16.349206349206355	2128.4126984126983	-11.349206349206348	2134.6031746031745	1.984126984126984	3087.3809523809523	12.53968253968254	-11.666666666666659	2211.8253968253966	-25.669957686882938	1880.1128349788432	-21.227080394922424	1885.6135401974611	-9.379407616361073	2732.228490832158	-11.142454160789846	-21.509167842031022	1954.2313117066292	-5.300988319856258	2422.7313566936205	0.35938903863431393	2429.73944294699	15.45372866127582	3508.3557951482476	13.20754716981131	27.403414195867015	2517.160826594789	-96.38161282570633	-3.6080881595660843	-96.16533351642693	-3.3403137766487068	-95.58858869168182	37.87291015826152	-95.67441381441175	-95.13199903875862	-96.17906553606372	
	10	2	42	400	1.0	0.33	00:00:11.00	00:05:41.88	00:00:12.21	00:04:49.94	00:00:13.67	00:07:01.40	00:00:13.13	00:00:13.87	00:00:12.60	00:04:54.27	3008.0	11.000000000000009	2535.818181818182	24.27272727272727	3730.9090909090905	19.36363636363637	26.090909090909083	14.545454545454541	2575.181818181818	-96.78249678249678	-96.42857142857143	-15.192465192465193	-96.001521001521	23.259623259623254	-96.15947115947117	-95.94302094302094	-96.31449631449631	-13.92593892593893	-9.909909909909915	2700.0	2274.6109746109746	11.95741195741195	3351.2694512694507	7.534807534807533	13.59541359541358	3.194103194103184	2310.07371007371	-96.20611160929847	17.91405118300338	-95.78878388632131	-95.28523142719183	45.3404152583293	-95.47147685728082	-95.21625163827	-95.6542732979237	1.4934124301579583	-19.531821506949523	2400.9509875640088	-10.680321872713966	2020.9948792977323	2982.662765179224	-3.950256035113381	1.4630577907827307	-7.827359180687639	2052.6700804681786	-97.38965353583295	-18.8704318936877	-97.10251542477457	-31.19601328903654	-96.75605125771239	-96.88419553868059	-96.70859041290934	-97.00996677740864	-30.16848599905078	-16.22239146991623	2503.8080731150035	-7.006854531607005	2108.225437928408	4.112718964204106	3109.444021325209	5.6359482102056235	-4.036557501904045	2141.203351104341	-20.692141312184567	2364.888248017304	-11.968276856524863	1990.4109589041095	-1.4419610670511844	2938.2119682768566	-5.335255948089391	-9.156452775775053	2021.6294160057678	-12.698412698412694	2613.3333333333335	-3.0952380952380856	2201.111111111111	8.492063492063496	3244.4444444444443	4.206349206349215	10.079365079365077	2235.47619047619	-96.2619363169878	16.17901926801917	-95.85074931185646	-1.4714377952220696	-95.35460631392938	43.20182145648554	-95.53811125836816	-95.2866415196928	-95.71821796309511	
	10	2	42	300	1.0	0.33	00:00:13.00	00:05:22.22	00:00:12.31	00:04:42.03	00:00:13.61	00:06:37.77	00:00:14.36	00:00:14.50	00:00:11.45	00:04:41.15	2378.6153846153848	-5.307692307692304	2069.461538461538	4.692307692307688	2959.7692307692305	10.461538461538456	11.538461538461538	-11.923076923076929	2062.692307692307	-95.9654894171684	-96.17962882502637	-12.47284464030788	-95.77617776674322	23.446713425609815	-95.54341754081062	-95.49996896530321	-96.4465272174291	-12.745949972068788	5.605199025182774	2517.5467099918765	2191.0641754670996	10.56051990251827	3131.27538586515	16.653127538586507	17.79041429731925	-6.986190089358255	2183.9155158407793	-95.39056128780626	14.250257064851276	-95.63521611176115	-95.17427224054178	41.038187426869484	-94.90834308406907	-94.85870297486083	-95.94014821118321	-0.3120235435946515	-4.481998530492281	2267.5238795003675	-9.551800146950765	1972.2263041880967	2822.6304188096988	5.510653930933137	6.539309331373993	-15.870683321087437	1965.7604702424685	-96.73177967166956	-18.993388138874213	-96.90524675063479	-29.09721698468965	-96.57842471780174	-96.38987354501344	-96.35467732609297	-97.12145209543203	-29.318450360761243	-9.470752089136486	2143.8718662952647	-14.275766016713085	1863.9972144846795	-5.222841225626741	2669.986072423398	0.9749303621169957	-20.264623955431755	1857.869080779944	-10.344827586206897	2122.2068965517246	-15.103448275862066	1845.0344827586202	-6.1379310344827624	2643.2413793103447	-0.9655172413793143	-21.034482758620694	1838.9655172413793	13.537117903930138	2714.148471615721	7.510917030567697	2363.1441048034935	18.864628820960704	3373.9737991266375	25.41484716157206	26.637554585152845	2355.4585152838426	-95.37613373643963	14.607860572648072	-95.6215543304286	0.31300017784100853	-95.15916770407256	41.479637204339326	-94.89240618886716	-94.84261070602881	-95.92744086786414	
