							Greedy					
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	
	10	3	42	400	0.0	0.0	1	
	10	3	42	300	0.0	0.0	1	
	10	2	42	100	0.0	0.0	4	
	10	2	42	200	0.0	0.0	4	
	10	2	42	500	0.0	0.0	4	
	10	2	42	400	0.0	0.0	4	
	10	2	42	300	0.0	0.0	4	
	10	4	42	100	1.0	0.66	0	
	10	4	42	200	1.0	0.66	0	
	10	4	42	500	1.0	0.66	0	
	10	4	42	400	1.0	0.66	0	
	10	4	42	300	1.0	0.66	0	

AVG TIME WINDOWS OVERRUN
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	Greedy	
	10	3	42		1.0	0.66	0.0	
	10	4	42		1.0	1.0	0.0	
	10	3	42		0.5	1.0	3.0	
	10	3	42		1.0	1.0	3.0	
	10	2	42		0.5	1.0	8.0	
	10	4	42		1.0	0.33	0.0	
	10	2	42		1.0	1.0	8.0	
	10	4	42		0.0	0.0	0.0	
	10	2	42		0.5	0.66	11.0	
	10	2	42		1.0	0.33	4.0	
	10	2	42		0.5	0.33	4.0	
	10	3	42		1.0	0.33	0.0	
	10	4	42		0.5	0.33	0.0	
	10	3	42		0.5	0.33	2.0	
	10	2	42		1.0	0.66	4.0	
	10	4	42		0.5	1.0	3.0	
	10	4	42		0.5	0.66	0.0	
	10	3	42		0.5	0.66	6.0	
	10	3	42		0.0	0.0	1.0	
	10	2	42		0.0	0.0	4.0	
	10	4	42		1.0	0.66	0.0	

MISSION SCHEDULER COMPUTING TIME
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	Greedy	
	10	3	42	100	1.0	0.66	00:00:32.85	
	10	3	42	200	1.0	0.66	00:00:34.31	
	10	3	42	500	1.0	0.66	00:00:33.84	
	10	3	42	400	1.0	0.66	00:00:33.44	
	10	3	42	300	1.0	0.66	00:00:33.65	
	10	4	42	100	1.0	1.0	00:00:32.07	
	10	4	42	200	1.0	1.0	00:00:28.69	
	10	4	42	500	1.0	1.0	00:00:26.90	
	10	4	42	400	1.0	1.0	00:00:26.61	
	10	4	42	300	1.0	1.0	00:00:29.57	
	10	3	42	100	0.5	1.0	00:00:36.82	
	10	3	42	200	0.5	1.0	00:00:36.94	
	10	3	42	500	0.5	1.0	00:00:38.03	
	10	3	42	400	0.5	1.0	00:00:37.94	
	10	3	42	300	0.5	1.0	00:00:36.54	
	10	3	42	100	1.0	1.0	00:00:30.58	
	10	3	42	200	1.0	1.0	00:00:22.90	
	10	3	42	500	1.0	1.0	00:00:22.92	
	10	3	42	400	1.0	1.0	00:00:21.99	
	10	3	42	300	1.0	1.0	00:00:22.30	
	10	2	42	100	0.5	1.0	00:00:40.34	
	10	2	42	200	0.5	1.0	00:00:40.53	
	10	2	42	500	0.5	1.0	00:00:40.65	
	10	2	42	400	0.5	1.0	00:00:39.80	
	10	2	42	300	0.5	1.0	00:00:39.49	
	10	4	42	100	1.0	0.33	00:00:37.24	
	10	4	42	200	1.0	0.33	00:00:37.36	
	10	4	42	500	1.0	0.33	00:00:40.36	
	10	4	42	400	1.0	0.33	00:00:39.51	
	10	4	42	300	1.0	0.33	00:00:37.52	
	10	2	42	100	1.0	1.0	00:00:26.06	
	10	2	42	200	1.0	1.0	00:00:23.57	
	10	2	42	500	1.0	1.0	00:00:27.81	
	10	2	42	400	1.0	1.0	00:00:26.16	
	10	2	42	300	1.0	1.0	00:00:24.53	
	10	4	42	100	0.0	0.0	00:00:53.56	
	10	4	42	200	0.0	0.0	00:00:53.64	
	10	4	42	500	0.0	0.0	00:00:53.10	
	10	4	42	400	0.0	0.0	00:00:53.41	
	10	4	42	300	0.0	0.0	00:00:52.61	
	10	2	42	100	0.5	0.66	00:00:51.10	
	10	2	42	200	0.5	0.66	00:00:53.07	
	10	2	42	500	0.5	0.66	00:00:56.43	
	10	2	42	400	0.5	0.66	00:00:48.70	
	10	2	42	300	0.5	0.66	00:00:46.61	
	10	2	42	100	1.0	0.33	00:00:41.33	
	10	2	42	200	1.0	0.33	00:00:39.37	
	10	2	42	500	1.0	0.33	00:00:39.10	
	10	2	42	400	1.0	0.33	00:00:44.05	
	10	2	42	300	1.0	0.33	00:00:39.52	
	10	2	42	100	0.5	0.33	00:00:45.60	
	10	2	42	200	0.5	0.33	00:00:45.49	
	10	2	42	500	0.5	0.33	00:00:44.95	
	10	2	42	400	0.5	0.33	00:00:45.10	
	10	2	42	300	0.5	0.33	00:00:45.58	
	10	3	42	100	1.0	0.33	00:00:37.36	
	10	3	42	200	1.0	0.33	00:00:37.99	
	10	3	42	500	1.0	0.33	00:00:36.12	
	10	3	42	400	1.0	0.33	00:00:38.82	
	10	3	42	300	1.0	0.33	00:00:38.24	
	10	4	42	100	0.5	0.33	00:00:41.29	
	10	4	42	200	0.5	0.33	00:00:41.91	
	10	4	42	500	0.5	0.33	00:00:42.88	
	10	4	42	400	0.5	0.33	00:00:42.24	
	10	4	42	300	0.5	0.33	00:00:43.16	
	10	3	42	100	0.5	0.33	00:00:48.14	
	10	3	42	200	0.5	0.33	00:00:47.73	
	10	3	42	500	0.5	0.33	00:00:42.39	
	10	3	42	400	0.5	0.33	00:00:48.72	
	10	3	42	300	0.5	0.33	00:00:49.05	
	10	2	42	100	1.0	0.66	00:00:35.51	
	10	2	42	200	1.0	0.66	00:00:36.29	
	10	2	42	500	1.0	0.66	00:00:34.80	
	10	2	42	400	1.0	0.66	00:00:35.89	
	10	2	42	300	1.0	0.66	00:00:34.99	
	10	4	42	100	0.5	1.0	00:00:35.79	
	10	4	42	200	0.5	1.0	00:00:38.32	
	10	4	42	500	0.5	1.0	00:00:40.54	
	10	4	42	400	0.5	1.0	00:00:36.72	
	10	4	42	300	0.5	1.0	00:00:36.14	
	10	4	42	100	0.5	0.66	00:00:40.41	
	10	4	42	200	0.5	0.66	00:00:41.58	
	10	4	42	500	0.5	0.66	00:00:39.76	
	10	4	42	400	0.5	0.66	00:00:43.80	
	10	4	42	300	0.5	0.66	00:00:40.80	
	10	3	42	100	0.5	0.66	00:00:40.97	
	10	3	42	200	0.5	0.66	00:00:41.46	
	10	3	42	500	0.5	0.66	00:00:41.85	
	10	3	42	400	0.5	0.66	00:00:40.32	
	10	3	42	300	0.5	0.66	00:00:42.08	
	10	3	42	100	0.0	0.0	00:00:56.00	
	10	3	42	200	0.0	0.0	00:00:56.60	
	10	3	42	500	0.0	0.0	00:00:54.06	
	10	3	42	400	0.0	0.0	00:00:52.85	
	10	3	42	300	0.0	0.0	00:01:00.06	
	10	2	42	100	0.0	0.0	00:04:19.93	
	10	2	42	200	0.0	0.0	00:01:02.65	
	10	2	42	500	0.0	0.0	00:01:01.75	
	10	2	42	400	0.0	0.0	00:01:03.93	
	10	2	42	300	0.0	0.0	00:01:08.17	
	10	4	42	100	1.0	0.66	00:00:36.55	
	10	4	42	200	1.0	0.66	00:00:35.54	
	10	4	42	500	1.0	0.66	00:00:36.77	
	10	4	42	400	1.0	0.66	00:00:36.58	
	10	4	42	300	1.0	0.66	00:00:34.34	

AVG MISSION SCHEDULER COMPUTING TIME
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	Greedy	
	10	3	42		1.0	0.66	00:00:33.62	
	10	4	42		1.0	1.0	00:00:28.77	
	10	3	42		0.5	1.0	00:00:37.25	
	10	3	42		1.0	1.0	00:00:24.14	
	10	2	42		0.5	1.0	00:00:40.16	
	10	4	42		1.0	0.33	00:00:38.40	
	10	2	42		1.0	1.0	00:00:25.63	
	10	4	42		0.0	0.0	00:00:53.26	
	10	2	42		0.5	0.66	00:00:51.18	
	10	2	42		1.0	0.33	00:00:40.67	
	10	2	42		0.5	0.33	00:00:45.34	
	10	3	42		1.0	0.33	00:00:37.71	
	10	4	42		0.5	0.33	00:00:42.30	
	10	3	42		0.5	0.33	00:00:47.21	
	10	2	42		1.0	0.66	00:00:35.50	
	10	4	42		0.5	1.0	00:00:37.50	
	10	4	42		0.5	0.66	00:00:41.27	
	10	3	42		0.5	0.66	00:00:41.34	
	10	3	42		0.0	0.0	00:00:55.91	
	10	2	42		0.0	0.0	00:01:43.29	
	10	4	42		1.0	0.66	00:00:35.96	

OVERALL EXECUTION TIME
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	Greedy	
	10	3	42	100	1.0	0.66	00:01:03.82	
	10	3	42	200	1.0	0.66	00:01:05.76	
	10	3	42	500	1.0	0.66	00:01:04.26	
	10	3	42	400	1.0	0.66	00:01:03.78	
	10	3	42	300	1.0	0.66	00:01:04.02	
	10	4	42	100	1.0	1.0	00:01:05.73	
	10	4	42	200	1.0	1.0	00:00:59.61	
	10	4	42	500	1.0	1.0	00:00:56.24	
	10	4	42	400	1.0	1.0	00:00:55.93	
	10	4	42	300	1.0	1.0	00:01:01.17	
	10	3	42	100	0.5	1.0	00:01:03.15	
	10	3	42	200	0.5	1.0	00:01:03.10	
	10	3	42	500	0.5	1.0	00:01:04.70	
	10	3	42	400	0.5	1.0	00:01:04.92	
	10	3	42	300	0.5	1.0	00:01:02.69	
	10	3	42	100	1.0	1.0	00:01:03.96	
	10	3	42	200	1.0	1.0	00:00:45.70	
	10	3	42	500	1.0	1.0	00:00:51.58	
	10	3	42	400	1.0	1.0	00:00:43.99	
	10	3	42	300	1.0	1.0	00:00:51.07	
	10	2	42	100	0.5	1.0	00:01:06.72	
	10	2	42	200	0.5	1.0	00:01:07.00	
	10	2	42	500	0.5	1.0	00:01:07.10	
	10	2	42	400	0.5	1.0	00:01:05.84	
	10	2	42	300	0.5	1.0	00:01:05.23	
	10	4	42	100	1.0	0.33	00:01:07.52	
	10	4	42	200	1.0	0.33	00:01:07.80	
	10	4	42	500	1.0	0.33	00:01:10.87	
	10	4	42	400	1.0	0.33	00:01:10.96	
	10	4	42	300	1.0	0.33	00:01:08.04	
	10	2	42	100	1.0	1.0	00:00:54.62	
	10	2	42	200	1.0	1.0	00:00:50.72	
	10	2	42	500	1.0	1.0	00:00:57.87	
	10	2	42	400	1.0	1.0	00:00:55.06	
	10	2	42	300	1.0	1.0	00:00:52.45	
	10	4	42	100	0.0	0.0	00:01:21.48	
	10	4	42	200	0.0	0.0	00:01:21.25	
	10	4	42	500	0.0	0.0	00:01:20.55	
	10	4	42	400	0.0	0.0	00:01:21.13	
	10	4	42	300	0.0	0.0	00:01:19.98	
	10	2	42	100	0.5	0.66	00:01:18.78	
	10	2	42	200	0.5	0.66	00:01:21.18	
	10	2	42	500	0.5	0.66	00:01:25.89	
	10	2	42	400	0.5	0.66	00:01:15.50	
	10	2	42	300	0.5	0.66	00:01:12.90	
	10	2	42	100	1.0	0.33	00:01:09.40	
	10	2	42	200	1.0	0.33	00:01:06.66	
	10	2	42	500	1.0	0.33	00:01:05.99	
	10	2	42	400	1.0	0.33	00:01:13.28	
	10	2	42	300	1.0	0.33	00:01:06.86	
	10	2	42	100	0.5	0.33	00:01:13.03	
	10	2	42	200	0.5	0.33	00:01:12.82	
	10	2	42	500	0.5	0.33	00:01:11.83	
	10	2	42	400	0.5	0.33	00:01:12.20	
	10	2	42	300	0.5	0.33	00:01:12.80	
	10	3	42	100	1.0	0.33	00:01:07.05	
	10	3	42	200	1.0	0.33	00:01:08.43	
	10	3	42	500	1.0	0.33	00:01:05.12	
	10	3	42	400	1.0	0.33	00:01:09.52	
	10	3	42	300	1.0	0.33	00:01:08.35	
	10	4	42	100	0.5	0.33	00:01:08.06	
	10	4	42	200	0.5	0.33	00:01:08.94	
	10	4	42	500	0.5	0.33	00:01:05.36	
	10	4	42	400	0.5	0.33	00:01:09.54	
	10	4	42	300	0.5	0.33	00:01:10.63	
	10	3	42	100	0.5	0.33	00:01:15.96	
	10	3	42	200	0.5	0.33	00:01:15.61	
	10	3	42	500	0.5	0.33	00:01:08.25	
	10	3	42	400	0.5	0.33	00:01:17.09	
	10	3	42	300	0.5	0.33	00:01:17.12	
	10	2	42	100	1.0	0.66	00:01:03.13	
	10	2	42	200	1.0	0.66	00:01:03.36	
	10	2	42	500	1.0	0.66	00:01:03.43	
	10	2	42	400	1.0	0.66	00:01:03.23	
	10	2	42	300	1.0	0.66	00:01:01.84	
	10	4	42	100	0.5	1.0	00:01:03.34	
	10	4	42	200	0.5	1.0	00:01:07.10	
	10	4	42	500	0.5	1.0	00:01:10.40	
	10	4	42	400	0.5	1.0	00:01:04.77	
	10	4	42	300	0.5	1.0	00:01:03.86	
	10	4	42	100	0.5	0.66	00:01:08.46	
	10	4	42	200	0.5	0.66	00:01:09.97	
	10	4	42	500	0.5	0.66	00:01:07.55	
	10	4	42	400	0.5	0.66	00:01:13.41	
	10	4	42	300	0.5	0.66	00:01:09.03	
	10	3	42	100	0.5	0.66	00:01:06.77	
	10	3	42	200	0.5	0.66	00:01:07.39	
	10	3	42	500	0.5	0.66	00:01:07.86	
	10	3	42	400	0.5	0.66	00:01:05.82	
	10	3	42	300	0.5	0.66	00:01:08.34	
	10	3	42	100	0.0	0.0	00:01:23.27	
	10	3	42	200	0.0	0.0	00:01:23.86	
	10	3	42	500	0.0	0.0	00:01:20.65	
	10	3	42	400	0.0	0.0	00:01:19.02	
	10	3	42	300	0.0	0.0	00:01:28.24	
	10	2	42	100	0.0	0.0	00:05:36.01	
	10	2	42	200	0.0	0.0	00:01:29.19	
	10	2	42	500	0.0	0.0	00:01:27.61	
	10	2	42	400	0.0	0.0	00:01:30.53	
	10	2	42	300	0.0	0.0	00:01:35.49	
	10	4	42	100	1.0	0.66	00:01:07.12	
	10	4	42	200	1.0	0.66	00:01:06.12	
	10	4	42	500	1.0	0.66	00:01:07.38	
	10	4	42	400	1.0	0.66	00:01:07.31	
	10	4	42	300	1.0	0.66	00:01:04.85	

AVG OVERALL EXECUTION TIME
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	Greedy	
	10	3	42		1.0	0.66	00:01:04.33	
	10	4	42		1.0	1.0	00:00:59.73	
	10	3	42		0.5	1.0	00:01:03.71	
	10	3	42		1.0	1.0	00:00:51.26	
	10	2	42		0.5	1.0	00:01:06.38	
	10	4	42		1.0	0.33	00:01:09.04	
	10	2	42		1.0	1.0	00:00:54.14	
	10	4	42		0.0	0.0	00:01:20.88	
	10	2	42		0.5	0.66	00:01:18.85	
	10	2	42		1.0	0.33	00:01:08.44	
	10	2	42		0.5	0.33	00:01:12.54	
	10	3	42		1.0	0.33	00:01:07.69	
	10	4	42		0.5	0.33	00:01:08.51	
	10	3	42		0.5	0.33	00:01:14.81	
	10	2	42		1.0	0.66	00:01:03.00	
	10	4	42		0.5	1.0	00:01:05.90	
	10	4	42		0.5	0.66	00:01:09.68	
	10	3	42		0.5	0.66	00:01:07.23	
	10	3	42		0.0	0.0	00:01:23.01	
	10	2	42		0.0	0.0	00:02:19.77	
	10	4	42		1.0	0.66	00:01:06.56	
