							ACO_F1=1_F2=50_Sync=100					ACO_F1=1_F2=50_Sync=1000					ACO_F1=1_F2=5_Sync=100					ACO_F1=1_F2=5_Sync=1000					ACO_F1=50_F2=1_Sync=100					ACO_F1=50_F2=1_Sync=1000					ACO_F1=5_F2=1_Sync=100					ACO_F1=5_F2=1_Sync=1000					ACO_F1=F2=1_Sync=100					ACO_F1=F2=1_Sync=1000					
	10	4	21		1.0	0.33	7982.0552	7960.9928	7944.5052	7874.193000000001	6673.010400000001	6781.3276	7407.8006	6673.010400000001	7944.5052	7874.193000000001	-0.26387189103878433	-0.4704302220310378	-1.3513086203663294	-16.399846495674435	-15.042837588995875	-7.194320079370038	-16.399846495674435	-0.4704302220310378	-1.3513086203663294	0.2645700169456203	-0.20710482240356232	-1.0903137608665998	-16.178665555381478	-14.818066410008562	-6.94878407627753	-16.178665555381478	-0.20710482240356232	-1.0903137608665998	0.4726537280131682	0.2075346366442102	-0.885041902924286	-16.00470725351151	-14.641284393646062	-6.755670573417212	-16.00470725351151	0.0	-0.885041902924286	1.369819104002135	1.1023326453898097	0.8929448389187163	-15.254675621997075	-13.87907814807182	-5.923050146218175	-15.254675621997075	0.8929448389187163	0.0	19.617005242491437	19.301369588754113	19.054290699142307	18.000610339225606	1.623213415042769	11.011375015989765	0.0	19.054290699142307	18.000610339225606	17.706379500084907	17.395785450624746	17.152653117657962	16.115803047179153	-1.597286053545019	9.2382058050108	-1.597286053545019	17.152653117657962	16.115803047179153	7.752025614728349	7.467698307106168	7.245127521386041	6.2959632039771884	-9.919141182066898	-8.456936597348472	-9.919141182066898	7.245127521386041	6.2959632039771884	19.617005242491437	19.301369588754113	19.054290699142307	18.000610339225606	0.0	1.623213415042769	11.011375015989765	19.054290699142307	18.000610339225606	0.4726537280131682	0.2075346366442102	0.0	-0.885041902924286	-16.00470725351151	-14.641284393646062	-6.755670573417212	-16.00470725351151	-0.885041902924286	1.369819104002135	1.1023326453898097	0.8929448389187163	0.0	-15.254675621997075	-13.87907814807182	-5.923050146218175	-15.254675621997075	0.8929448389187163	
	10	4	21		0.5	0.33	7945.5456	7930.5292	7952.3644	7997.916	6756.0648	6764.142	7726.5414	6756.0648	7952.3644	7997.916	-0.1889914268442488	0.08581915381618935	0.6591164740153249	-14.970410590809527	-14.86875363222383	-2.756314179356042	-14.970410590809527	0.08581915381618935	0.6591164740153249	0.1893492807516607	0.27533093251834817	0.8497137870698492	-14.809407674837136	-14.70755822953152	-2.572183959678248	-14.809407674837136	0.27533093251834817	0.8497137870698492	-0.08574556769555812	-0.2745749427679634	0.5728057431573473	-15.043319694957638	-14.941749902708182	-2.839696329811038	-15.043319694957638	0.0	0.5728057431573473	-0.6548005755499281	-0.8425544854434608	-0.5695433660468593	-15.527184831648647	-15.426193523412854	-3.3930663937955825	-15.527184831648647	-0.5695433660468593	0.0	17.60611887559161	17.383853393472485	17.7070474516467	18.38128017955068	0.11955480355960647	14.364524745233354	0.0	17.7070474516467	18.38128017955068	17.465683009020225	17.243682938649137	17.56649106420297	18.239918677047296	-0.11941204072888655	14.227959732365179	-0.11941204072888655	17.56649106420297	18.239918677047296	2.8344402580952988	2.640091982164228	2.922691904556411	3.5122389947978525	-12.560297677302296	-12.45575931295729	-12.560297677302296	2.922691904556411	3.5122389947978525	17.60611887559161	17.383853393472485	17.7070474516467	18.38128017955068	0.0	0.11955480355960647	14.364524745233354	17.7070474516467	18.38128017955068	-0.08574556769555812	-0.2745749427679634	0.0	0.5728057431573473	-15.043319694957638	-14.941749902708182	-2.839696329811038	-15.043319694957638	0.5728057431573473	-0.6548005755499281	-0.8425544854434608	-0.5695433660468593	0.0	-15.527184831648647	-15.426193523412854	-3.3930663937955825	-15.527184831648647	-0.5695433660468593	
	10	4	21		1.0	1.0	8987.791	8987.791	8980.3342	8987.791	7295.327	7255.722	8552.804199999999	7295.327	8980.3342	8987.791	0.0	-0.08296588116034219	0.0	-18.830700446861734	-19.27135377313512	-4.839752059210102	-18.830700446861734	-0.08296588116034219	0.0	0.0	-0.08296588116034219	0.0	-18.830700446861734	-19.27135377313512	-4.839752059210102	-18.830700446861734	-0.08296588116034219	0.0	0.08303477169034457	0.08303477169034457	0.08303477169034457	-18.76330170429513	-19.204320926051942	-4.760735964592501	-18.76330170429513	0.0	0.08303477169034457	0.0	0.0	-0.08296588116034219	-18.830700446861734	-19.27135377313512	-4.839752059210102	-18.830700446861734	-0.08296588116034219	0.0	23.19928907915983	23.19928907915983	23.09707570339203	23.19928907915983	-0.5428817652724859	17.236748949018985	0.0	23.09707570339203	23.19928907915983	23.87176631078201	23.87176631078201	23.768995008353393	23.87176631078201	0.5458450585620602	17.876679949976012	0.5458450585620602	23.768995008353393	23.87176631078201	5.0858968570799306	5.0858968570799306	4.998711416777206	5.0858968570799306	-14.702513591974881	-15.165578091919826	-14.702513591974881	4.998711416777206	5.0858968570799306	23.19928907915983	23.19928907915983	23.09707570339203	23.19928907915983	0.0	-0.5428817652724859	17.236748949018985	23.09707570339203	23.19928907915983	0.08303477169034457	0.08303477169034457	0.0	0.08303477169034457	-18.76330170429513	-19.204320926051942	-4.760735964592501	-18.76330170429513	0.08303477169034457	0.0	0.0	-0.08296588116034219	0.0	-18.830700446861734	-19.27135377313512	-4.839752059210102	-18.830700446861734	-0.08296588116034219	
	10	4	21		0.5	1.0	8413.342	8399.482800000002	8413.342	8399.482800000002	7164.548199999999	7173.186199999999	8028.457799999999	7164.548199999999	8413.342	8399.482800000002	-0.16472883189581997	0.0	-0.16472883189581997	-14.843017198159805	-14.740346939420764	-4.574688631461812	-14.843017198159805	0.0	-0.16472883189581997	0.16500063551532504	0.16500063551532504	0.0	-14.702507635351095	-14.599667970032648	-4.417236261261246	-14.702507635351095	0.16500063551532504	0.0	0.0	-0.16472883189581997	-0.16472883189581997	-14.843017198159805	-14.740346939420764	-4.574688631461812	-14.843017198159805	0.0	-0.16472883189581997	0.16500063551532504	0.0	0.16500063551532504	-14.702507635351095	-14.599667970032648	-4.417236261261246	-14.702507635351095	0.16500063551532504	0.0	17.430182129279313	17.236740761964615	17.430182129279313	17.236740761964615	0.12056587182985895	12.05811693750627	0.0	17.430182129279313	17.236740761964615	17.288771898880892	17.09556347498691	17.288771898880892	17.09556347498691	-0.12042068558042543	11.923175784841611	-0.12042068558042543	17.288771898880892	17.09556347498691	4.7939991663156265	4.621373235592039	4.7939991663156265	4.621373235592039	-10.760592152580045	-10.652999882493	-10.760592152580045	4.7939991663156265	4.621373235592039	17.430182129279313	17.236740761964615	17.430182129279313	17.236740761964615	0.0	0.12056587182985895	12.05811693750627	17.430182129279313	17.236740761964615	0.0	-0.16472883189581997	0.0	-0.16472883189581997	-14.843017198159805	-14.740346939420764	-4.574688631461812	-14.843017198159805	-0.16472883189581997	0.16500063551532504	0.0	0.16500063551532504	0.0	-14.702507635351095	-14.599667970032648	-4.417236261261246	-14.702507635351095	0.16500063551532504	
	10	4	21		0.0	0.0	7984.32	7973.5022	7955.2462	7868.9118	6675.607399999999	6599.8171999999995	7375.489200000001	6675.607399999999	7955.2462	7868.9118	-0.13548805659091806	-0.36413620696564963	-1.4454355536852168	-16.391033926495936	-17.340271932988667	-7.625330648070205	-16.391033926495936	-0.36413620696564963	-1.4454355536852168	0.13567187577875114	-0.2289583616092784	-1.3117247274353234	-16.277600073904793	-17.228125929406538	-7.500004201416023	-16.277600073904793	-0.2289583616092784	-1.3117247274353234	0.3654670046541081	0.2294837839211031	-1.0852511390533675	-16.085470742564834	-17.03817790076693	-7.287731710930571	-16.085470742564834	0.0	-1.0852511390533675	1.4666348147401969	1.3291596431415014	1.0971580593901145	-15.164795721817606	-16.127955583388303	-6.27053158735366	-15.164795721817606	1.0971580593901145	0.0	19.60439734667441	19.44234767311212	19.168874430812107	17.875592863654642	-1.1353303970512136	10.484166579358778	0.0	19.168874430812107	17.875592863654642	20.977896175669848	20.813985575236853	20.537371853268922	19.229238652246327	1.148368169954771	11.752931581195941	1.148368169954771	20.537371853268922	19.229238652246327	8.254785323256916	8.108113018455764	7.8605904541220015	6.690032167628955	-9.489293266133469	-10.516888832268936	-9.489293266133469	7.8605904541220015	6.690032167628955	19.60439734667441	19.44234767311212	19.168874430812107	17.875592863654642	0.0	-1.1353303970512136	10.484166579358778	19.168874430812107	17.875592863654642	0.3654670046541081	0.2294837839211031	0.0	-1.0852511390533675	-16.085470742564834	-17.03817790076693	-7.287731710930571	-16.085470742564834	-1.0852511390533675	1.4666348147401969	1.3291596431415014	1.0971580593901145	0.0	-15.164795721817606	-16.127955583388303	-6.27053158735366	-15.164795721817606	1.0971580593901145	
	10	4	21		1.0	0.66	7796.449799999999	7897.6546	7834.0746	7881.994199999999	6813.049799999999	6746.0606	7468.8532000000005	6813.049799999999	7834.0746	7881.994199999999	1.2980882657642583	0.4825888829554279	1.0972224819558296	-12.613433360399501	-13.472660338299097	-4.2018689070504704	-12.613433360399501	0.4825888829554279	1.0972224819558296	-1.2814538635305852	-0.8050491344607588	-0.19829178146130452	-13.73325189480939	-14.581468275404196	-5.429477759131167	-13.73325189480939	-0.8050491344607588	-0.19829178146130452	-0.48027114778815977	0.8115827745628091	0.611681691159791	-13.033125827012174	-13.888226185642907	-4.6619596908101855	-13.033125827012174	0.0	0.611681691159791	-1.085314170873157	0.1986857589923203	-0.6079628934515028	-13.561852151578599	-14.411753817327089	-5.241579599233896	-13.561852151578599	-0.6079628934515028	0.0	14.43406446258473	15.91951962541065	14.986310535995212	15.689660744884037	-0.9832483537695449	9.625695088857292	0.0	14.986310535995212	15.689660744884037	15.570408602614677	17.070614515381024	16.12813854651706	16.83847310829078	0.9930121291824632	10.714291537790228	0.9930121291824632	16.12813854651706	16.83847310829078	4.38617002138961	5.7411946455179965	4.889926073255787	5.531518546916933	-8.78050997173169	-9.677424105751612	-8.78050997173169	4.889926073255787	5.531518546916933	14.43406446258473	15.91951962541065	14.986310535995212	15.689660744884037	0.0	-0.9832483537695449	9.625695088857292	14.986310535995212	15.689660744884037	-0.48027114778815977	0.8115827745628091	0.0	0.611681691159791	-13.033125827012174	-13.888226185642907	-4.6619596908101855	-13.033125827012174	0.611681691159791	-1.085314170873157	0.1986857589923203	-0.6079628934515028	0.0	-13.561852151578599	-14.411753817327089	-5.241579599233896	-13.561852151578599	-0.6079628934515028	

OVERSPENT TIME
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	ACO_F1=1_F2=50_Sync=100	ACO_F1=1_F2=50_Sync=1000	ACO_F1=1_F2=5_Sync=100	ACO_F1=1_F2=5_Sync=1000	ACO_F1=50_F2=1_Sync=100	ACO_F1=50_F2=1_Sync=1000	ACO_F1=5_F2=1_Sync=100	ACO_F1=5_F2=1_Sync=1000	ACO_F1=F2=1_Sync=100	ACO_F1=F2=1_Sync=1000	ACO_F1=1_F2=50_Sync=100->ACO_F1=1_F2=50_Sync=1000	ACO_F1=1_F2=50_Sync=100->ACO_F1=1_F2=5_Sync=100	ACO_F1=1_F2=50_Sync=100->ACO_F1=1_F2=5_Sync=1000	ACO_F1=1_F2=50_Sync=100->ACO_F1=50_F2=1_Sync=100	ACO_F1=1_F2=50_Sync=100->ACO_F1=50_F2=1_Sync=1000	ACO_F1=1_F2=50_Sync=100->ACO_F1=5_F2=1_Sync=100	ACO_F1=1_F2=50_Sync=100->ACO_F1=5_F2=1_Sync=1000	ACO_F1=1_F2=50_Sync=100->ACO_F1=F2=1_Sync=100	ACO_F1=1_F2=50_Sync=100->ACO_F1=F2=1_Sync=1000	ACO_F1=1_F2=50_Sync=1000->ACO_F1=1_F2=50_Sync=100	ACO_F1=1_F2=50_Sync=1000->ACO_F1=1_F2=5_Sync=100	ACO_F1=1_F2=50_Sync=1000->ACO_F1=1_F2=5_Sync=1000	ACO_F1=1_F2=50_Sync=1000->ACO_F1=50_F2=1_Sync=100	ACO_F1=1_F2=50_Sync=1000->ACO_F1=50_F2=1_Sync=1000	ACO_F1=1_F2=50_Sync=1000->ACO_F1=5_F2=1_Sync=100	ACO_F1=1_F2=50_Sync=1000->ACO_F1=5_F2=1_Sync=1000	ACO_F1=1_F2=50_Sync=1000->ACO_F1=F2=1_Sync=100	ACO_F1=1_F2=50_Sync=1000->ACO_F1=F2=1_Sync=1000	ACO_F1=1_F2=5_Sync=100->ACO_F1=1_F2=50_Sync=100	ACO_F1=1_F2=5_Sync=100->ACO_F1=1_F2=50_Sync=1000	ACO_F1=1_F2=5_Sync=100->ACO_F1=1_F2=5_Sync=1000	ACO_F1=1_F2=5_Sync=100->ACO_F1=50_F2=1_Sync=100	ACO_F1=1_F2=5_Sync=100->ACO_F1=50_F2=1_Sync=1000	ACO_F1=1_F2=5_Sync=100->ACO_F1=5_F2=1_Sync=100	ACO_F1=1_F2=5_Sync=100->ACO_F1=5_F2=1_Sync=1000	ACO_F1=1_F2=5_Sync=100->ACO_F1=F2=1_Sync=100	ACO_F1=1_F2=5_Sync=100->ACO_F1=F2=1_Sync=1000	ACO_F1=1_F2=5_Sync=1000->ACO_F1=1_F2=50_Sync=100	ACO_F1=1_F2=5_Sync=1000->ACO_F1=1_F2=50_Sync=1000	ACO_F1=1_F2=5_Sync=1000->ACO_F1=1_F2=5_Sync=100	ACO_F1=1_F2=5_Sync=1000->ACO_F1=50_F2=1_Sync=100	ACO_F1=1_F2=5_Sync=1000->ACO_F1=50_F2=1_Sync=1000	ACO_F1=1_F2=5_Sync=1000->ACO_F1=5_F2=1_Sync=100	ACO_F1=1_F2=5_Sync=1000->ACO_F1=5_F2=1_Sync=1000	ACO_F1=1_F2=5_Sync=1000->ACO_F1=F2=1_Sync=100	ACO_F1=1_F2=5_Sync=1000->ACO_F1=F2=1_Sync=1000	ACO_F1=50_F2=1_Sync=100->ACO_F1=1_F2=50_Sync=100	ACO_F1=50_F2=1_Sync=100->ACO_F1=1_F2=50_Sync=1000	ACO_F1=50_F2=1_Sync=100->ACO_F1=1_F2=5_Sync=100	ACO_F1=50_F2=1_Sync=100->ACO_F1=1_F2=5_Sync=1000	ACO_F1=50_F2=1_Sync=100->ACO_F1=50_F2=1_Sync=1000	ACO_F1=50_F2=1_Sync=100->ACO_F1=5_F2=1_Sync=100	ACO_F1=50_F2=1_Sync=100->ACO_F1=5_F2=1_Sync=1000	ACO_F1=50_F2=1_Sync=100->ACO_F1=F2=1_Sync=100	ACO_F1=50_F2=1_Sync=100->ACO_F1=F2=1_Sync=1000	ACO_F1=50_F2=1_Sync=1000->ACO_F1=1_F2=50_Sync=100	ACO_F1=50_F2=1_Sync=1000->ACO_F1=1_F2=50_Sync=1000	ACO_F1=50_F2=1_Sync=1000->ACO_F1=1_F2=5_Sync=100	ACO_F1=50_F2=1_Sync=1000->ACO_F1=1_F2=5_Sync=1000	ACO_F1=50_F2=1_Sync=1000->ACO_F1=50_F2=1_Sync=100	ACO_F1=50_F2=1_Sync=1000->ACO_F1=5_F2=1_Sync=100	ACO_F1=50_F2=1_Sync=1000->ACO_F1=5_F2=1_Sync=1000	ACO_F1=50_F2=1_Sync=1000->ACO_F1=F2=1_Sync=100	ACO_F1=50_F2=1_Sync=1000->ACO_F1=F2=1_Sync=1000	ACO_F1=5_F2=1_Sync=100->ACO_F1=1_F2=50_Sync=100	ACO_F1=5_F2=1_Sync=100->ACO_F1=1_F2=50_Sync=1000	ACO_F1=5_F2=1_Sync=100->ACO_F1=1_F2=5_Sync=100	ACO_F1=5_F2=1_Sync=100->ACO_F1=1_F2=5_Sync=1000	ACO_F1=5_F2=1_Sync=100->ACO_F1=50_F2=1_Sync=100	ACO_F1=5_F2=1_Sync=100->ACO_F1=50_F2=1_Sync=1000	ACO_F1=5_F2=1_Sync=100->ACO_F1=5_F2=1_Sync=1000	ACO_F1=5_F2=1_Sync=100->ACO_F1=F2=1_Sync=100	ACO_F1=5_F2=1_Sync=100->ACO_F1=F2=1_Sync=1000	ACO_F1=5_F2=1_Sync=1000->ACO_F1=1_F2=50_Sync=100	ACO_F1=5_F2=1_Sync=1000->ACO_F1=1_F2=50_Sync=1000	ACO_F1=5_F2=1_Sync=1000->ACO_F1=1_F2=5_Sync=100	ACO_F1=5_F2=1_Sync=1000->ACO_F1=1_F2=5_Sync=1000	ACO_F1=5_F2=1_Sync=1000->ACO_F1=50_F2=1_Sync=100	ACO_F1=5_F2=1_Sync=1000->ACO_F1=50_F2=1_Sync=1000	ACO_F1=5_F2=1_Sync=1000->ACO_F1=5_F2=1_Sync=100	ACO_F1=5_F2=1_Sync=1000->ACO_F1=F2=1_Sync=100	ACO_F1=5_F2=1_Sync=1000->ACO_F1=F2=1_Sync=1000	ACO_F1=F2=1_Sync=100->ACO_F1=1_F2=50_Sync=100	ACO_F1=F2=1_Sync=100->ACO_F1=1_F2=50_Sync=1000	ACO_F1=F2=1_Sync=100->ACO_F1=1_F2=5_Sync=100	ACO_F1=F2=1_Sync=100->ACO_F1=1_F2=5_Sync=1000	ACO_F1=F2=1_Sync=100->ACO_F1=50_F2=1_Sync=100	ACO_F1=F2=1_Sync=100->ACO_F1=50_F2=1_Sync=1000	ACO_F1=F2=1_Sync=100->ACO_F1=5_F2=1_Sync=100	ACO_F1=F2=1_Sync=100->ACO_F1=5_F2=1_Sync=1000	ACO_F1=F2=1_Sync=100->ACO_F1=F2=1_Sync=1000	ACO_F1=F2=1_Sync=1000->ACO_F1=1_F2=50_Sync=100	ACO_F1=F2=1_Sync=1000->ACO_F1=1_F2=50_Sync=1000	ACO_F1=F2=1_Sync=1000->ACO_F1=1_F2=5_Sync=100	ACO_F1=F2=1_Sync=1000->ACO_F1=1_F2=5_Sync=1000	ACO_F1=F2=1_Sync=1000->ACO_F1=50_F2=1_Sync=100	ACO_F1=F2=1_Sync=1000->ACO_F1=50_F2=1_Sync=1000	ACO_F1=F2=1_Sync=1000->ACO_F1=5_F2=1_Sync=100	ACO_F1=F2=1_Sync=1000->ACO_F1=5_F2=1_Sync=1000	ACO_F1=F2=1_Sync=1000->ACO_F1=F2=1_Sync=100	
	10	4	21	100	0.5	0.66	00:07:43.00	00:07:25.00	00:07:25.00	00:07:25.00	00:00:06.00	00:00:06.00	00:06:23.00	00:00:06.00	00:07:25.00	00:07:25.00	-3.8876889848812093	-3.8876889848812093	-3.8876889848812093	-98.70410367170626	-98.70410367170626	-17.278617710583152	-98.70410367170626	-3.8876889848812093	-3.8876889848812093	4.044943820224719	0.0	0.0	-98.65168539325843	-98.65168539325843	-13.93258426966292	-98.65168539325843	0.0	0.0	4.044943820224719	0.0	0.0	-98.65168539325843	-98.65168539325843	-13.93258426966292	-98.65168539325843	0.0	0.0	4.044943820224719	0.0	0.0	-98.65168539325843	-98.65168539325843	-13.93258426966292	-98.65168539325843	0.0	0.0	7616.666666666667	7316.666666666667	7316.666666666667	7316.666666666667	0.0	6283.333333333334	0.0	7316.666666666667	7316.666666666667	7616.666666666667	7316.666666666667	7316.666666666667	7316.666666666667	0.0	6283.333333333334	0.0	7316.666666666667	7316.666666666667	20.887728459530024	16.187989556135772	16.187989556135772	16.187989556135772	-98.43342036553526	-98.43342036553526	-98.43342036553526	16.187989556135772	16.187989556135772	7616.666666666667	7316.666666666667	7316.666666666667	7316.666666666667	0.0	0.0	6283.333333333334	7316.666666666667	7316.666666666667	4.044943820224719	0.0	0.0	0.0	-98.65168539325843	-98.65168539325843	-13.93258426966292	-98.65168539325843	0.0	4.044943820224719	0.0	0.0	0.0	-98.65168539325843	-98.65168539325843	-13.93258426966292	-98.65168539325843	0.0	
	10	4	21	200	0.5	0.66	00:07:43.00	00:07:25.00	00:07:25.00	00:07:25.00	00:07:11.00	00:00:06.00	00:06:23.00	00:07:11.00	00:07:25.00	00:07:25.00	-3.8876889848812093	-3.8876889848812093	-3.8876889848812093	-6.911447084233262	-98.70410367170626	-17.278617710583152	-6.911447084233262	-3.8876889848812093	-3.8876889848812093	4.044943820224719	0.0	0.0	-3.146067415730337	-98.65168539325843	-13.93258426966292	-3.146067415730337	0.0	0.0	4.044943820224719	0.0	0.0	-3.146067415730337	-98.65168539325843	-13.93258426966292	-3.146067415730337	0.0	0.0	4.044943820224719	0.0	0.0	-3.146067415730337	-98.65168539325843	-13.93258426966292	-3.146067415730337	0.0	0.0	7.424593967517401	3.248259860788863	3.248259860788863	3.248259860788863	-98.60788863109049	-11.1368909512761	0.0	3.248259860788863	3.248259860788863	7616.666666666667	7316.666666666667	7316.666666666667	7316.666666666667	7083.333333333333	6283.333333333334	7083.333333333333	7316.666666666667	7316.666666666667	20.887728459530024	16.187989556135772	16.187989556135772	16.187989556135772	12.532637075718014	-98.43342036553526	12.532637075718014	16.187989556135772	16.187989556135772	7.424593967517401	3.248259860788863	3.248259860788863	3.248259860788863	0.0	-98.60788863109049	-11.1368909512761	3.248259860788863	3.248259860788863	4.044943820224719	0.0	0.0	0.0	-3.146067415730337	-98.65168539325843	-13.93258426966292	-3.146067415730337	0.0	4.044943820224719	0.0	0.0	0.0	-3.146067415730337	-98.65168539325843	-13.93258426966292	-3.146067415730337	0.0	
	10	4	21	500	0.5	0.66	00:07:43.00	00:00:39.00	00:07:25.00	00:00:00.00	00:00:06.00	00:01:26.00	00:02:19.00	00:00:06.00	00:07:25.00	00:00:00.00	-91.5766738660907	-3.8876889848812093	-100.0	-98.70410367170626	-81.42548596112312	-69.97840172786177	-98.70410367170626	-3.8876889848812093	-100.0	1087.1794871794873	1041.025641025641	-100.0	-84.61538461538461	120.51282051282051	256.4102564102564	-84.61538461538461	1041.025641025641	-100.0	4.044943820224719	-91.23595505617978	-100.0	-98.65168539325843	-80.67415730337079	-68.76404494382022	-98.65168539325843	0.0	-100.0	Infinity	Infinity	Infinity	Infinity	Infinity	Infinity	Infinity	Infinity	NaN	7616.666666666667	550.0	7316.666666666667	-100.0	1333.3333333333335	2216.666666666667	0.0	7316.666666666667	-100.0	438.3720930232558	-54.65116279069767	417.4418604651163	-100.0	-93.02325581395348	61.627906976744185	-93.02325581395348	417.4418604651163	-100.0	233.09352517985613	-71.94244604316546	220.14388489208633	-100.0	-95.68345323741008	-38.1294964028777	-95.68345323741008	220.14388489208633	-100.0	7616.666666666667	550.0	7316.666666666667	-100.0	0.0	1333.3333333333335	2216.666666666667	7316.666666666667	-100.0	4.044943820224719	-91.23595505617978	0.0	-100.0	-98.65168539325843	-80.67415730337079	-68.76404494382022	-98.65168539325843	-100.0	Infinity	Infinity	Infinity	NaN	Infinity	Infinity	Infinity	Infinity	Infinity	
	10	4	21	400	0.5	0.66	00:05:15.00	00:07:25.00	00:07:25.00	00:07:25.00	00:00:06.00	00:01:27.00	00:06:23.00	00:00:06.00	00:07:25.00	00:07:25.00	41.269841269841265	41.269841269841265	41.269841269841265	-98.09523809523809	-72.38095238095238	21.58730158730159	-98.09523809523809	41.269841269841265	41.269841269841265	-29.213483146067414	0.0	0.0	-98.65168539325843	-80.4494382022472	-13.93258426966292	-98.65168539325843	0.0	0.0	-29.213483146067414	0.0	0.0	-98.65168539325843	-80.4494382022472	-13.93258426966292	-98.65168539325843	0.0	0.0	-29.213483146067414	0.0	0.0	-98.65168539325843	-80.4494382022472	-13.93258426966292	-98.65168539325843	0.0	0.0	5150.0	7316.666666666667	7316.666666666667	7316.666666666667	1350.0	6283.333333333334	0.0	7316.666666666667	7316.666666666667	262.0689655172414	411.49425287356325	411.49425287356325	411.49425287356325	-93.10344827586206	340.2298850574712	-93.10344827586206	411.49425287356325	411.49425287356325	-17.75456919060052	16.187989556135772	16.187989556135772	16.187989556135772	-98.43342036553526	-77.28459530026109	-98.43342036553526	16.187989556135772	16.187989556135772	5150.0	7316.666666666667	7316.666666666667	7316.666666666667	0.0	1350.0	6283.333333333334	7316.666666666667	7316.666666666667	-29.213483146067414	0.0	0.0	0.0	-98.65168539325843	-80.4494382022472	-13.93258426966292	-98.65168539325843	0.0	-29.213483146067414	0.0	0.0	0.0	-98.65168539325843	-80.4494382022472	-13.93258426966292	-98.65168539325843	0.0	
	10	4	21	300	0.5	0.66	00:07:43.00	00:07:25.00	00:07:25.00	00:07:25.00	00:00:06.00	00:00:06.00	00:00:06.00	00:00:06.00	00:07:25.00	00:07:25.00	-3.8876889848812093	-3.8876889848812093	-3.8876889848812093	-98.70410367170626	-98.70410367170626	-98.70410367170626	-98.70410367170626	-3.8876889848812093	-3.8876889848812093	4.044943820224719	0.0	0.0	-98.65168539325843	-98.65168539325843	-98.65168539325843	-98.65168539325843	0.0	0.0	4.044943820224719	0.0	0.0	-98.65168539325843	-98.65168539325843	-98.65168539325843	-98.65168539325843	0.0	0.0	4.044943820224719	0.0	0.0	-98.65168539325843	-98.65168539325843	-98.65168539325843	-98.65168539325843	0.0	0.0	7616.666666666667	7316.666666666667	7316.666666666667	7316.666666666667	0.0	0.0	0.0	7316.666666666667	7316.666666666667	7616.666666666667	7316.666666666667	7316.666666666667	7316.666666666667	0.0	0.0	0.0	7316.666666666667	7316.666666666667	7616.666666666667	7316.666666666667	7316.666666666667	7316.666666666667	0.0	0.0	0.0	7316.666666666667	7316.666666666667	7616.666666666667	7316.666666666667	7316.666666666667	7316.666666666667	0.0	0.0	0.0	7316.666666666667	7316.666666666667	4.044943820224719	0.0	0.0	0.0	-98.65168539325843	-98.65168539325843	-98.65168539325843	-98.65168539325843	0.0	4.044943820224719	0.0	0.0	0.0	-98.65168539325843	-98.65168539325843	-98.65168539325843	-98.65168539325843	0.0	
	10	4	21	100	1.0	0.33	00:01:11.00	00:00:46.00	00:00:00.00	00:00:00.00	00:15:23.00	00:15:55.00	00:00:00.00	00:15:23.00	00:00:00.00	00:00:00.00	-35.2112676056338	-100.0	-100.0	1200.0	1245.0704225352113	-100.0	1200.0	-100.0	-100.0	54.347826086956516	-100.0	-100.0	1906.5217391304348	1976.086956521739	-100.0	1906.5217391304348	-100.0	-100.0	Infinity	Infinity	NaN	Infinity	Infinity	NaN	Infinity	NaN	NaN	Infinity	Infinity	NaN	Infinity	Infinity	NaN	Infinity	NaN	NaN	-92.3076923076923	-95.01625135427952	-100.0	-100.0	3.4669555796316356	-100.0	0.0	-100.0	-100.0	-92.56544502617801	-95.18324607329843	-100.0	-100.0	-3.3507853403141366	-100.0	-3.3507853403141366	-100.0	-100.0	Infinity	Infinity	NaN	NaN	Infinity	Infinity	Infinity	NaN	NaN	-92.3076923076923	-95.01625135427952	-100.0	-100.0	0.0	3.4669555796316356	-100.0	-100.0	-100.0	Infinity	Infinity	NaN	NaN	Infinity	Infinity	NaN	Infinity	NaN	Infinity	Infinity	NaN	NaN	Infinity	Infinity	NaN	Infinity	NaN	
	10	4	21	200	1.0	0.33	00:01:06.00	00:00:46.00	00:00:00.00	00:00:00.00	00:15:26.00	00:01:14.00	00:00:00.00	00:15:26.00	00:00:00.00	00:00:00.00	-30.303030303030305	-100.0	-100.0	1303.030303030303	12.121212121212121	-100.0	1303.030303030303	-100.0	-100.0	43.47826086956522	-100.0	-100.0	1913.0434782608695	60.86956521739131	-100.0	1913.0434782608695	-100.0	-100.0	Infinity	Infinity	NaN	Infinity	Infinity	NaN	Infinity	NaN	NaN	Infinity	Infinity	NaN	Infinity	Infinity	NaN	Infinity	NaN	NaN	-92.87257019438445	-95.03239740820734	-100.0	-100.0	-92.0086393088553	-100.0	0.0	-100.0	-100.0	-10.81081081081081	-37.83783783783784	-100.0	-100.0	1151.3513513513515	-100.0	1151.3513513513515	-100.0	-100.0	Infinity	Infinity	NaN	NaN	Infinity	Infinity	Infinity	NaN	NaN	-92.87257019438445	-95.03239740820734	-100.0	-100.0	0.0	-92.0086393088553	-100.0	-100.0	-100.0	Infinity	Infinity	NaN	NaN	Infinity	Infinity	NaN	Infinity	NaN	Infinity	Infinity	NaN	NaN	Infinity	Infinity	NaN	Infinity	NaN	
