							ACO_F1=1_F2=50_Sync=100					ACO_F1=1_F2=50_Sync=1000					ACO_F1=1_F2=5_Sync=100					ACO_F1=1_F2=5_Sync=1000					ACO_F1=50_F2=1_Sync=100					ACO_F1=50_F2=1_Sync=1000					ACO_F1=5_F2=1_Sync=100					ACO_F1=5_F2=1_Sync=1000					ACO_F1=F2=1_Sync=100					ACO_F1=F2=1_Sync=1000					
	10	4	21	100	1.0	0.33	7992.167	00:01:11.00	2	00:00:12.59	00:00:31.52	7958.87	00:00:46.00	2	00:07:11.68	00:07:31.64	7899.016	00:00:00.00	0	00:00:14.94	00:00:37.39	7874.193	00:00:00.00	0	00:06:12.40	00:06:34.00	6591.357	00:15:23.00	9	00:00:17.42	00:00:35.12	6911.403	00:15:55.00	8	00:19:44.10	00:20:00.63	7375.955	00:00:00.00	0	00:00:18.48	00:00:40.02	6591.357	00:15:23.00	9	00:00:18.53	00:00:37.01	7899.016	00:00:00.00	0	00:00:11.70	00:00:29.85	7874.193	00:00:00.00	0	00:06:01.55	00:06:22.92	
	10	4	21	200	0.5	0.66	7808.216	00:07:43.00	2	00:00:15.14	00:00:36.77	7754.179	00:07:25.00	2	00:05:42.72	00:06:01.25	7754.179	00:07:25.00	2	00:00:13.98	00:00:35.32	7754.179	00:07:25.00	2	00:05:39.07	00:05:58.04	6302.158	00:07:11.00	3	00:00:13.63	00:00:32.00	6972.578	00:00:06.00	1	00:06:50.38	00:07:07.30	7227.298	00:06:23.00	2	00:00:19.37	00:00:40.40	6302.158	00:07:11.00	3	00:00:13.82	00:00:32.42	7754.179	00:07:25.00	2	00:00:14.06	00:00:35.26	7754.179	00:07:25.00	2	00:05:38.51	00:05:56.46	
	10	4	21	100	0.0	0.0	7990.869	00:01:11.00	2	00:00:09.50	00:00:27.48	8000.147	00:04:27.00	2	00:06:04.24	00:06:26.15	7882.629	00:00:00.00	0	00:00:09.31	00:00:28.09	7874.193	00:00:00.00	0	00:05:55.09	00:06:15.23	6911.403	00:15:55.00	8	00:00:19.20	00:00:36.81	6591.357	00:16:01.00	9	00:12:57.88	00:13:16.08	7367.519	00:00:00.00	0	00:00:13.15	00:00:30.99	6911.403	00:15:55.00	8	00:00:20.58	00:00:39.43	7882.629	00:00:00.00	0	00:00:33.86	00:01:40.39	7874.193	00:00:00.00	0	00:05:54.25	00:06:16.30	
	10	4	21	200	0.5	1.0	8413.342	00:00:49.00	2	00:00:06.95	00:00:29.16	8396.018	00:00:49.00	2	00:00:40.73	00:00:59.34	8413.342	00:00:49.00	2	00:00:07.04	00:00:29.41	8396.018	00:00:49.00	2	00:00:42.70	00:01:05.60	7095.263	00:16:01.00	9	00:00:10.09	00:00:29.54	7095.263	00:16:01.00	9	00:02:55.62	00:03:11.92	8037.6	00:00:00.00	0	00:00:07.65	00:00:28.85	7095.263	00:16:01.00	9	00:00:09.51	00:00:28.03	8413.342	00:00:49.00	2	00:00:06.70	00:00:28.30	8396.018	00:00:49.00	2	00:00:42.67	00:01:03.25	
	10	4	21	100	0.5	0.66	7794.372	00:07:43.00	2	00:00:13.02	00:00:32.11	7754.179	00:07:25.00	2	00:05:26.54	00:05:48.19	7754.179	00:07:25.00	2	00:00:11.87	00:00:30.41	7754.179	00:07:25.00	2	00:05:22.80	00:05:40.83	6983.05	00:00:06.00	1	00:00:14.61	00:00:34.01	6980.655	00:00:06.00	1	00:06:30.02	00:06:49.95	7197.683	00:06:23.00	2	00:00:16.29	00:00:35.15	6983.05	00:00:06.00	1	00:00:15.22	00:00:35.48	7754.179	00:07:25.00	2	00:00:11.48	00:00:29.48	7754.179	00:07:25.00	2	00:05:22.21	00:05:43.35	
	10	4	21	400	0.5	1.0	8413.342	00:00:49.00	2	00:00:06.59	00:00:27.75	8413.342	00:00:49.00	2	00:00:44.14	00:01:06.78	8413.342	00:00:49.00	2	00:00:06.95	00:00:29.06	8413.342	00:00:49.00	2	00:00:43.36	00:01:04.41	7095.263	00:16:01.00	9	00:00:10.37	00:00:30.41	7095.263	00:16:01.00	9	00:02:55.84	00:03:11.94	8020.276	00:00:00.00	0	00:00:07.12	00:00:27.61	7095.263	00:16:01.00	9	00:00:10.24	00:00:29.58	8413.342	00:00:49.00	2	00:00:06.83	00:00:28.93	8413.342	00:00:49.00	2	00:00:45.61	00:01:09.10	
	10	4	21	500	0.0	0.0	7971.776	00:01:06.00	2	00:00:11.84	00:00:34.01	8003.31	00:01:05.00	3	00:06:46.83	00:07:04.77	7977.217	00:01:01.00	2	00:00:10.91	00:00:32.07	7874.193	00:00:00.00	0	00:06:38.45	00:06:57.01	6661.809	00:15:01.00	9	00:00:14.94	00:00:32.98	6593.815	00:16:04.00	9	00:13:22.25	00:13:37.75	7375.955	00:00:00.00	0	00:00:13.43	00:00:31.88	6661.809	00:15:01.00	9	00:00:15.61	00:00:34.48	7977.217	00:01:01.00	2	00:00:10.77	00:00:31.84	7874.193	00:00:00.00	0	00:06:21.16	00:06:39.81	
	10	4	21	300	1.0	0.66	7865.034	00:01:06.00	2	00:00:06.71	00:00:27.91	7852.129	00:00:46.00	2	00:00:59.39	00:01:19.87	7759.831	00:00:00.00	0	00:00:07.98	00:00:29.65	7747.792	00:00:00.00	0	00:02:40.99	00:02:59.07	7010.034	00:15:26.00	8	00:00:15.04	00:00:35.12	7010.443	00:15:26.00	8	00:08:24.19	00:08:44.89	7477.053	00:00:00.00	0	00:00:08.28	00:00:28.20	7010.034	00:15:26.00	8	00:00:13.64	00:00:31.98	7759.831	00:00:00.00	0	00:00:08.22	00:00:30.25	7747.792	00:00:00.00	0	00:02:42.49	00:03:03.31	
	10	4	21	300	0.5	1.0	8413.342	00:00:49.00	2	00:00:07.02	00:00:29.48	8396.018	00:00:49.00	2	00:00:41.82	00:01:02.40	8413.342	00:00:49.00	2	00:00:07.08	00:00:29.67	8396.018	00:00:49.00	2	00:00:42.82	00:01:05.66	7423.381	00:15:58.00	8	00:00:11.71	00:00:31.78	7095.263	00:16:01.00	9	00:02:58.16	00:03:17.46	8020.276	00:00:00.00	0	00:00:07.49	00:00:28.94	7423.381	00:15:58.00	8	00:00:11.69	00:00:32.06	8413.342	00:00:49.00	2	00:00:06.97	00:00:29.34	8396.018	00:00:49.00	2	00:00:43.78	00:01:06.94	
	10	4	21	500	0.5	0.66	7794.372	00:07:43.00	2	00:00:15.10	00:00:36.57	7556.255	00:00:39.00	2	00:05:01.22	00:05:18.93	7754.179	00:07:25.00	2	00:00:11.46	00:00:29.49	7449.751	00:00:00.00	0	00:04:37.50	00:04:56.20	6983.05	00:00:06.00	1	00:00:14.68	00:00:34.41	7018.594	00:01:26.00	2	00:06:22.45	00:06:39.10	7197.683	00:02:19.00	2	00:00:17.60	00:00:37.41	6983.05	00:00:06.00	1	00:00:15.13	00:00:35.25	7754.179	00:07:25.00	2	00:00:14.26	00:00:35.83	7449.751	00:00:00.00	0	00:04:36.76	00:04:54.59	
	10	4	21	500	1.0	0.33	7982.39	00:01:06.00	2	00:00:16.15	00:00:38.99	7958.87	00:00:46.00	2	00:07:29.23	00:07:47.91	7982.39	00:01:06.00	2	00:00:15.08	00:00:37.17	7874.193	00:00:00.00	0	00:06:33.67	00:06:56.54	6591.357	00:15:23.00	9	00:00:17.58	00:00:35.39	6677.12	00:16:01.00	9	00:12:38.80	00:12:54.47	7461.718	00:00:00.00	0	00:00:17.39	00:00:37.76	6591.357	00:15:23.00	9	00:00:17.00	00:00:34.22	7982.39	00:01:06.00	2	00:00:15.12	00:00:37.27	7874.193	00:00:00.00	0	00:06:19.03	00:06:40.57	
	10	4	21	200	1.0	1.0	8987.791	00:00:09.00	1	00:00:03.22	00:00:23.10	8987.791	00:00:09.00	1	00:00:06.20	00:00:25.45	8975.363	00:00:06.00	1	00:00:03.89	00:00:27.12	8987.791	00:00:09.00	1	00:00:06.99	00:00:29.94	7655.653	00:03:29.00	4	00:00:04.15	00:00:23.80	7369.51	00:16:59.00	10	00:01:09.73	00:01:27.19	8551.819	00:00:05.00	1	00:00:03.94	00:00:26.25	7655.653	00:03:29.00	4	00:00:04.22	00:00:24.02	8975.363	00:00:06.00	1	00:00:02.95	00:00:21.83	8987.791	00:00:09.00	1	00:00:06.45	00:00:27.06	
	10	4	21	200	0.5	0.33	7961.223	00:01:01.00	2	00:00:15.86	00:00:38.76	7881.142	00:04:27.00	2	00:08:06.14	00:08:25.33	7961.223	00:01:01.00	2	00:00:16.31	00:00:39.41	7997.916	00:00:00.00	0	00:07:02.51	00:07:24.67	6677.12	00:15:23.00	9	00:00:20.04	00:00:38.71	7019.266	00:16:40.00	8	00:14:49.02	00:15:06.45	7997.916	00:00:00.00	0	00:00:14.46	00:00:35.22	6677.12	00:15:23.00	9	00:00:20.28	00:00:39.26	7961.223	00:01:01.00	2	00:00:13.59	00:00:33.47	7997.916	00:00:00.00	0	00:06:55.34	00:07:17.04	
	10	4	21	400	1.0	0.33	7992.167	00:01:11.00	2	00:00:15.14	00:00:37.15	7969.484	00:00:46.00	2	00:06:39.54	00:07:02.58	7986.715	00:00:49.00	2	00:00:14.65	00:00:36.41	7874.193	00:00:00.00	0	00:06:29.02	00:06:48.43	6911.403	00:15:55.00	8	00:00:25.11	00:00:45.44	6591.357	00:16:01.00	9	00:12:39.50	00:12:55.45	7369.806	00:00:00.00	0	00:00:18.18	00:00:39.07	6911.403	00:15:55.00	8	00:00:25.47	00:00:45.84	7986.715	00:00:49.00	2	00:00:15.03	00:00:37.14	7874.193	00:00:00.00	0	00:06:28.40	00:06:48.36	
	10	4	21	400	0.0	0.0	7977.217	00:01:01.00	2	00:00:10.81	00:00:32.18	7935.7	00:00:46.00	2	00:07:23.13	00:07:42.24	7969.584	00:01:03.00	2	00:00:10.09	00:00:29.61	7846.992	00:00:00.00	0	00:06:54.51	00:07:13.26	6591.357	00:15:23.00	9	00:00:15.00	00:00:33.46	6615.35	00:15:53.00	9	00:21:20.82	00:21:37.08	7376.323	00:00:00.00	0	00:00:15.36	00:00:35.65	6591.357	00:15:23.00	9	00:00:13.63	00:00:30.18	7969.584	00:01:03.00	2	00:00:11.01	00:00:32.60	7846.992	00:00:00.00	0	00:06:20.60	00:06:42.17	
	10	4	21	300	1.0	1.0	8987.791	00:00:09.00	1	00:00:03.96	00:00:26.90	8987.791	00:00:09.00	1	00:00:07.20	00:00:30.58	8987.791	00:00:09.00	1	00:00:03.92	00:00:26.46	8987.791	00:00:09.00	1	00:00:06.67	00:00:28.29	7050.323	00:24:03.00	11	00:00:05.83	00:00:24.16	7077.68	00:24:04.00	11	00:01:01.47	00:01:17.95	8551.819	00:00:05.00	1	00:00:03.96	00:00:26.18	7050.323	00:24:03.00	11	00:00:06.21	00:00:25.76	8987.791	00:00:09.00	1	00:00:03.79	00:00:26.45	8987.791	00:00:09.00	1	00:00:06.08	00:00:25.27	
	10	4	21	100	1.0	1.0	8987.791	00:00:09.00	1	00:00:03.43	00:00:24.03	8987.791	00:00:09.00	1	00:00:06.93	00:00:29.03	8987.791	00:00:07.00	1	00:00:03.79	00:00:26.07	8987.791	00:00:09.00	1	00:00:07.00	00:00:29.97	7050.323	00:24:03.00	11	00:00:05.84	00:00:24.31	7370.371	00:16:58.00	10	00:01:19.63	00:01:38.69	8556.745	00:00:09.00	1	00:00:03.92	00:00:26.10	7050.323	00:24:03.00	11	00:00:06.11	00:00:25.30	8987.791	00:00:07.00	1	00:00:03.55	00:00:25.36	8987.791	00:00:09.00	1	00:00:07.04	00:00:29.59	
	10	4	21	400	1.0	1.0	8987.791	00:00:09.00	1	00:00:04.06	00:00:27.48	8987.791	00:00:09.00	1	00:00:07.21	00:00:30.54	8975.363	00:00:06.00	1	00:00:03.79	00:00:26.19	8987.791	00:00:09.00	1	00:00:06.71	00:00:28.83	7642.656	00:03:28.00	4	00:00:04.07	00:00:23.27	7090.678	00:24:08.00	11	00:00:59.14	00:01:16.24	8551.819	00:00:05.00	1	00:00:03.90	00:00:26.15	7642.656	00:03:28.00	4	00:00:04.38	00:00:24.88	8975.363	00:00:06.00	1	00:00:03.92	00:00:27.19	8987.791	00:00:09.00	1	00:00:06.01	00:00:24.57	
	10	4	21	500	0.5	1.0	8413.342	00:00:49.00	2	00:00:06.76	00:00:28.48	8396.018	00:00:49.00	2	00:00:41.25	00:01:00.50	8413.342	00:00:49.00	2	00:00:07.06	00:00:29.60	8396.018	00:00:49.00	2	00:00:42.25	00:01:03.91	7095.263	00:16:01.00	9	00:00:09.94	00:00:29.11	7415.309	00:15:55.00	8	00:04:01.05	00:04:18.69	8020.276	00:00:00.00	0	00:00:07.70	00:00:29.37	7095.263	00:16:01.00	9	00:00:10.18	00:00:29.71	8413.342	00:00:49.00	2	00:00:06.94	00:00:29.12	8396.018	00:00:49.00	2	00:00:43.41	00:01:06.28	
	10	4	21	300	1.0	0.33	7971.776	00:01:06.00	2	00:00:15.69	00:00:38.44	7958.87	00:00:46.00	2	00:07:32.46	00:07:51.32	7971.776	00:01:06.00	2	00:00:15.04	00:00:37.30	7874.193	00:00:00.00	0	00:06:41.24	00:07:03.72	6677.12	00:15:23.00	9	00:00:19.30	00:00:38.33	6591.357	00:16:01.00	9	00:12:39.60	00:12:56.00	7461.718	00:00:00.00	0	00:00:18.16	00:00:39.28	6677.12	00:15:23.00	9	00:00:17.80	00:00:35.56	7971.776	00:01:06.00	2	00:00:14.93	00:00:37.04	7874.193	00:00:00.00	0	00:06:26.45	00:06:44.52	
	10	4	21	200	1.0	0.66	7868.304	00:01:11.00	2	00:00:07.09	00:00:29.18	8092.959	00:08:14.00	2	00:03:11.51	00:03:34.14	8151.101	00:08:26.00	2	00:00:10.49	00:00:32.58	7747.792	00:00:00.00	0	00:02:08.48	00:02:29.44	6675.97	00:15:37.00	9	00:00:12.13	00:00:30.53	6695.291	00:15:32.00	9	00:04:48.76	00:05:08.02	7511.608	00:06:27.00	2	00:00:12.48	00:00:33.50	6675.97	00:15:37.00	9	00:00:12.78	00:00:32.02	8151.101	00:08:26.00	2	00:00:08.78	00:00:27.68	7747.792	00:00:00.00	0	00:02:08.82	00:02:28.16	
	10	4	21	300	0.5	0.66	7794.372	00:07:43.00	2	00:00:15.33	00:00:37.05	7754.179	00:07:25.00	2	00:05:45.71	00:06:07.90	7754.179	00:07:25.00	2	00:00:13.91	00:00:35.25	7754.179	00:07:25.00	2	00:05:41.86	00:06:04.20	6983.05	00:00:06.00	1	00:00:15.26	00:00:35.52	6972.578	00:00:06.00	1	00:06:50.89	00:07:09.07	6983.05	00:00:06.00	1	00:00:16.21	00:00:36.67	6983.05	00:00:06.00	1	00:00:14.75	00:00:34.53	7754.179	00:07:25.00	2	00:00:14.94	00:00:37.74	7754.179	00:07:25.00	2	00:05:39.61	00:05:55.25	
	10	4	21	200	0.0	0.0	7990.869	00:01:11.00	2	00:00:11.65	00:00:33.27	7958.87	00:01:05.00	3	00:06:35.16	00:06:53.95	7969.584	00:01:03.00	2	00:00:10.42	00:00:30.92	7874.193	00:00:00.00	0	00:06:27.76	00:06:46.04	6622.111	00:15:31.00	9	00:00:19.82	00:00:38.30	6607.207	00:16:09.00	9	00:16:02.94	00:16:18.40	7375.955	00:00:00.00	0	00:00:15.51	00:00:36.94	6622.111	00:15:31.00	9	00:00:17.29	00:00:33.46	7969.584	00:01:03.00	2	00:00:10.23	00:00:30.57	7874.193	00:00:00.00	0	00:06:23.30	00:06:42.54	
	10	4	21	500	1.0	1.0	8987.791	00:00:09.00	1	00:00:03.78	00:00:25.90	8987.791	00:00:09.00	1	00:00:07.27	00:00:30.68	8975.363	00:00:06.00	1	00:00:03.76	00:00:26.14	8987.791	00:00:09.00	1	00:00:06.49	00:00:27.32	7077.68	00:24:04.00	11	00:00:05.85	00:00:24.27	7370.371	00:16:58.00	10	00:00:54.81	00:01:09.52	8551.819	00:00:05.00	1	00:00:03.81	00:00:25.66	7077.68	00:24:04.00	11	00:00:06.17	00:00:25.38	8975.363	00:00:06.00	1	00:00:03.78	00:00:26.09	8987.791	00:00:09.00	1	00:00:06.51	00:00:27.37	
	10	4	21	400	0.5	0.66	7744.204	00:05:15.00	2	00:00:14.50	00:00:36.14	7754.179	00:07:25.00	2	00:05:51.17	00:06:08.87	7768.023	00:07:25.00	2	00:00:14.53	00:00:36.56	7754.179	00:07:25.00	2	00:05:39.03	00:05:58.13	6983.05	00:00:06.00	1	00:00:14.99	00:00:35.13	7022.704	00:01:27.00	2	00:06:32.71	00:06:49.63	7197.683	00:06:23.00	2	00:00:17.76	00:00:38.12	6983.05	00:00:06.00	1	00:00:15.27	00:00:35.55	7768.023	00:07:25.00	2	00:00:14.97	00:00:37.59	7754.179	00:07:25.00	2	00:05:42.25	00:06:01.13	
	10	4	21	200	1.0	0.33	7971.776	00:01:06.00	2	00:00:15.56	00:00:37.51	7958.87	00:00:46.00	2	00:07:01.63	00:07:19.70	7882.629	00:00:00.00	0	00:00:14.05	00:00:35.76	7874.193	00:00:00.00	0	00:06:32.48	00:06:50.44	6593.815	00:15:26.00	9	00:00:19.07	00:00:38.12	7135.401	00:01:14.00	2	00:11:01.07	00:11:18.88	7369.806	00:00:00.00	0	00:00:18.05	00:00:38.80	6593.815	00:15:26.00	9	00:00:19.50	00:00:38.62	7882.629	00:00:00.00	0	00:00:13.99	00:00:35.73	7874.193	00:00:00.00	0	00:06:18.41	00:06:40.43	

DISTANCES
