							ACO_F1=1_F2=5_Sync=100					ACO_F1=1_F2=5_Sync=1000					ACO_F1=5_F2=1_Sync=100					ACO_F1=5_F2=1_Sync=1000					ACO_F1=F2=1_Sync=100					ACO_F1=F2=1_Sync=1000					Greedy					
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	
	10	2	21	200	1.0	0.66	00:21:49.00	00:19:12.00	00:19:12.00	00:19:12.00	00:21:49.00	00:19:12.00	00:18:31.00	-11.9938884644767	-11.9938884644767	-11.9938884644767	0.0	-11.9938884644767	-15.126050420168067	13.628472222222221	0.0	0.0	13.628472222222221	0.0	-3.5590277777777777	13.628472222222221	0.0	0.0	13.628472222222221	0.0	-3.5590277777777777	13.628472222222221	0.0	0.0	13.628472222222221	0.0	-3.5590277777777777	0.0	-11.9938884644767	-11.9938884644767	-11.9938884644767	-11.9938884644767	-15.126050420168067	13.628472222222221	0.0	0.0	0.0	13.628472222222221	-3.5590277777777777	17.82178217821782	3.6903690369036903	3.6903690369036903	3.6903690369036903	17.82178217821782	3.6903690369036903	
	10	2	21	500	1.0	0.66	00:23:19.00	00:21:25.00	00:19:12.00	00:19:12.00	00:23:19.00	00:21:25.00	00:18:31.00	-8.14867762687634	-17.655468191565404	-17.655468191565404	0.0	-8.14867762687634	-20.58613295210865	8.8715953307393	-10.350194552529182	-10.350194552529182	8.8715953307393	0.0	-13.540856031128405	21.44097222222222	11.54513888888889	0.0	21.44097222222222	11.54513888888889	-3.5590277777777777	21.44097222222222	11.54513888888889	0.0	21.44097222222222	11.54513888888889	-3.5590277777777777	0.0	-8.14867762687634	-17.655468191565404	-17.655468191565404	-8.14867762687634	-20.58613295210865	8.8715953307393	0.0	-10.350194552529182	-10.350194552529182	8.8715953307393	-13.540856031128405	25.922592259225922	15.661566156615661	3.6903690369036903	3.6903690369036903	25.922592259225922	15.661566156615661	
	10	2	21	400	1.0	0.66	00:23:19.00	00:21:25.00	00:19:12.00	00:19:12.00	00:23:19.00	00:21:25.00	00:18:31.00	-8.14867762687634	-17.655468191565404	-17.655468191565404	0.0	-8.14867762687634	-20.58613295210865	8.8715953307393	-10.350194552529182	-10.350194552529182	8.8715953307393	0.0	-13.540856031128405	21.44097222222222	11.54513888888889	0.0	21.44097222222222	11.54513888888889	-3.5590277777777777	21.44097222222222	11.54513888888889	0.0	21.44097222222222	11.54513888888889	-3.5590277777777777	0.0	-8.14867762687634	-17.655468191565404	-17.655468191565404	-8.14867762687634	-20.58613295210865	8.8715953307393	0.0	-10.350194552529182	-10.350194552529182	8.8715953307393	-13.540856031128405	25.922592259225922	15.661566156615661	3.6903690369036903	3.6903690369036903	25.922592259225922	15.661566156615661	
	10	2	21	300	1.0	0.66	00:23:19.00	00:20:22.00	00:19:12.00	00:19:12.00	00:23:19.00	00:20:22.00	00:18:31.00	-12.651894210150108	-17.655468191565404	-17.655468191565404	0.0	-12.651894210150108	-20.58613295210865	14.48445171849427	-5.728314238952537	-5.728314238952537	14.48445171849427	0.0	-9.083469721767594	21.44097222222222	6.076388888888888	0.0	21.44097222222222	6.076388888888888	-3.5590277777777777	21.44097222222222	6.076388888888888	0.0	21.44097222222222	6.076388888888888	-3.5590277777777777	0.0	-12.651894210150108	-17.655468191565404	-17.655468191565404	-12.651894210150108	-20.58613295210865	14.48445171849427	0.0	-5.728314238952537	-5.728314238952537	14.48445171849427	-9.083469721767594	25.922592259225922	9.99099909990999	3.6903690369036903	3.6903690369036903	25.922592259225922	9.99099909990999	
	10	3	21	100	1.0	0.66	00:06:55.00	00:06:55.00	00:02:58.00	00:04:08.00	00:06:55.00	00:06:55.00	00:04:14.00	0.0	-57.10843373493976	-40.24096385542168	0.0	0.0	-38.795180722891565	0.0	-57.10843373493976	-40.24096385542168	0.0	0.0	-38.795180722891565	133.14606741573033	133.14606741573033	39.325842696629216	133.14606741573033	133.14606741573033	42.69662921348314	67.33870967741935	67.33870967741935	-28.225806451612907	67.33870967741935	67.33870967741935	2.4193548387096775	0.0	0.0	-57.10843373493976	-40.24096385542168	0.0	-38.795180722891565	0.0	0.0	-57.10843373493976	-40.24096385542168	0.0	-38.795180722891565	63.38582677165354	63.38582677165354	-29.92125984251969	-2.3622047244094486	63.38582677165354	63.38582677165354	
	10	3	21	200	1.0	0.66	00:07:02.00	00:07:02.00	00:04:08.00	00:04:08.00	00:07:02.00	00:07:02.00	00:04:14.00	0.0	-41.23222748815166	-41.23222748815166	0.0	0.0	-39.81042654028436	0.0	-41.23222748815166	-41.23222748815166	0.0	0.0	-39.81042654028436	70.16129032258065	70.16129032258065	0.0	70.16129032258065	70.16129032258065	2.4193548387096775	70.16129032258065	70.16129032258065	0.0	70.16129032258065	70.16129032258065	2.4193548387096775	0.0	0.0	-41.23222748815166	-41.23222748815166	0.0	-39.81042654028436	0.0	0.0	-41.23222748815166	-41.23222748815166	0.0	-39.81042654028436	66.14173228346458	66.14173228346458	-2.3622047244094486	-2.3622047244094486	66.14173228346458	66.14173228346458	
	10	3	21	500	1.0	0.66	00:07:02.00	00:07:02.00	00:07:02.00	00:04:05.00	00:07:02.00	00:07:02.00	00:04:14.00	0.0	0.0	-41.943127962085306	0.0	0.0	-39.81042654028436	0.0	0.0	-41.943127962085306	0.0	0.0	-39.81042654028436	0.0	0.0	-41.943127962085306	0.0	0.0	-39.81042654028436	72.24489795918367	72.24489795918367	72.24489795918367	72.24489795918367	72.24489795918367	3.6734693877551026	0.0	0.0	0.0	-41.943127962085306	0.0	-39.81042654028436	0.0	0.0	0.0	-41.943127962085306	0.0	-39.81042654028436	66.14173228346458	66.14173228346458	66.14173228346458	-3.543307086614173	66.14173228346458	66.14173228346458	
	10	3	21	400	1.0	0.66	00:07:02.00	00:07:02.00	00:07:02.00	00:02:58.00	00:07:02.00	00:07:02.00	00:04:14.00	0.0	0.0	-57.81990521327014	0.0	0.0	-39.81042654028436	0.0	0.0	-57.81990521327014	0.0	0.0	-39.81042654028436	0.0	0.0	-57.81990521327014	0.0	0.0	-39.81042654028436	137.07865168539325	137.07865168539325	137.07865168539325	137.07865168539325	137.07865168539325	42.69662921348314	0.0	0.0	0.0	-57.81990521327014	0.0	-39.81042654028436	0.0	0.0	0.0	-57.81990521327014	0.0	-39.81042654028436	66.14173228346458	66.14173228346458	66.14173228346458	-29.92125984251969	66.14173228346458	66.14173228346458	
	10	3	21	300	1.0	0.66	00:07:02.00	00:07:02.00	00:07:02.00	00:04:08.00	00:07:02.00	00:07:02.00	00:04:14.00	0.0	0.0	-41.23222748815166	0.0	0.0	-39.81042654028436	0.0	0.0	-41.23222748815166	0.0	0.0	-39.81042654028436	0.0	0.0	-41.23222748815166	0.0	0.0	-39.81042654028436	70.16129032258065	70.16129032258065	70.16129032258065	70.16129032258065	70.16129032258065	2.4193548387096775	0.0	0.0	0.0	-41.23222748815166	0.0	-39.81042654028436	0.0	0.0	0.0	-41.23222748815166	0.0	-39.81042654028436	66.14173228346458	66.14173228346458	66.14173228346458	-2.3622047244094486	66.14173228346458	66.14173228346458	
	10	2	21	100	0.5	0.33	00:17:12.00	00:18:07.00	00:18:40.00	00:18:40.00	00:17:12.00	00:18:07.00	00:18:35.00	5.329457364341085	8.527131782945736	8.527131782945736	0.0	5.329457364341085	8.04263565891473	-5.059797608095677	3.035878564857406	3.035878564857406	-5.059797608095677	0.0	2.5758969641214353	-7.857142857142857	-2.946428571428571	0.0	-7.857142857142857	-2.946428571428571	-0.4464285714285714	-7.857142857142857	-2.946428571428571	0.0	-7.857142857142857	-2.946428571428571	-0.4464285714285714	0.0	5.329457364341085	8.527131782945736	8.527131782945736	5.329457364341085	8.04263565891473	-5.059797608095677	0.0	3.035878564857406	3.035878564857406	-5.059797608095677	2.5758969641214353	-7.4439461883408065	-2.5112107623318383	0.4484304932735426	0.4484304932735426	-7.4439461883408065	-2.5112107623318383	
	10	2	21	200	0.5	0.33	00:18:07.00	00:18:07.00	00:18:40.00	00:18:40.00	00:18:07.00	00:18:07.00	00:18:35.00	0.0	3.035878564857406	3.035878564857406	0.0	0.0	2.5758969641214353	0.0	3.035878564857406	3.035878564857406	0.0	0.0	2.5758969641214353	-2.946428571428571	-2.946428571428571	0.0	-2.946428571428571	-2.946428571428571	-0.4464285714285714	-2.946428571428571	-2.946428571428571	0.0	-2.946428571428571	-2.946428571428571	-0.4464285714285714	0.0	0.0	3.035878564857406	3.035878564857406	0.0	2.5758969641214353	0.0	0.0	3.035878564857406	3.035878564857406	0.0	2.5758969641214353	-2.5112107623318383	-2.5112107623318383	0.4484304932735426	0.4484304932735426	-2.5112107623318383	-2.5112107623318383	
	10	2	21	500	0.5	0.33	00:18:01.00	00:18:01.00	00:18:40.00	00:18:40.00	00:18:01.00	00:18:01.00	00:18:35.00	0.0	3.6077705827937097	3.6077705827937097	0.0	0.0	3.145235892691952	0.0	3.6077705827937097	3.6077705827937097	0.0	0.0	3.145235892691952	-3.482142857142857	-3.482142857142857	0.0	-3.482142857142857	-3.482142857142857	-0.4464285714285714	-3.482142857142857	-3.482142857142857	0.0	-3.482142857142857	-3.482142857142857	-0.4464285714285714	0.0	0.0	3.6077705827937097	3.6077705827937097	0.0	3.145235892691952	0.0	0.0	3.6077705827937097	3.6077705827937097	0.0	3.145235892691952	-3.0493273542600896	-3.0493273542600896	0.4484304932735426	0.4484304932735426	-3.0493273542600896	-3.0493273542600896	
	10	2	21	400	0.5	0.33	00:17:09.00	00:17:51.00	00:18:40.00	00:18:12.00	00:17:09.00	00:17:51.00	00:18:35.00	4.081632653061225	8.843537414965986	6.122448979591836	0.0	4.081632653061225	8.35762876579203	-3.9215686274509802	4.57516339869281	1.9607843137254901	-3.9215686274509802	0.0	4.1083099906629315	-8.125	-4.375	-2.5	-8.125	-4.375	-0.4464285714285714	-5.769230769230769	-1.9230769230769231	2.564102564102564	-5.769230769230769	-1.9230769230769231	2.1062271062271063	0.0	4.081632653061225	8.843537414965986	6.122448979591836	4.081632653061225	8.35762876579203	-3.9215686274509802	0.0	4.57516339869281	1.9607843137254901	-3.9215686274509802	4.1083099906629315	-7.713004484304934	-3.9461883408071747	0.4484304932735426	-2.062780269058296	-7.713004484304934	-3.9461883408071747	
	10	2	21	300	0.5	0.33	00:16:00.00	00:18:30.00	00:31:45.00	00:18:12.00	00:16:00.00	00:18:30.00	00:18:35.00	15.625	98.4375	13.750000000000002	0.0	15.625	16.145833333333336	-13.513513513513514	71.62162162162163	-1.6216216216216217	-13.513513513513514	0.0	0.45045045045045046	-49.60629921259843	-41.732283464566926	-42.67716535433071	-49.60629921259843	-41.732283464566926	-41.46981627296588	-12.087912087912088	1.6483516483516485	74.45054945054946	-12.087912087912088	1.6483516483516485	2.1062271062271063	0.0	15.625	98.4375	13.750000000000002	15.625	16.145833333333336	-13.513513513513514	0.0	71.62162162162163	-1.6216216216216217	-13.513513513513514	0.45045045045045046	-13.901345291479823	-0.4484304932735426	70.85201793721974	-2.062780269058296	-13.901345291479823	-0.4484304932735426	
	10	2	21	100	0.0	0.0	00:17:12.00	00:18:01.00	00:18:40.00	00:18:40.00	00:17:12.00	00:18:01.00	00:18:31.00	4.748062015503876	8.527131782945736	8.527131782945736	0.0	4.748062015503876	7.655038759689922	-4.532839962997224	3.6077705827937097	3.6077705827937097	-4.532839962997224	0.0	2.7752081406105455	-7.857142857142857	-3.482142857142857	0.0	-7.857142857142857	-3.482142857142857	-0.8035714285714285	-7.857142857142857	-3.482142857142857	0.0	-7.857142857142857	-3.482142857142857	-0.8035714285714285	0.0	4.748062015503876	8.527131782945736	8.527131782945736	4.748062015503876	7.655038759689922	-4.532839962997224	0.0	3.6077705827937097	3.6077705827937097	-4.532839962997224	2.7752081406105455	-7.110711071107111	-2.7002700270027002	0.8100810081008101	0.8100810081008101	-7.110711071107111	-2.7002700270027002	
	10	2	21	200	0.0	0.0	00:31:55.00	00:18:07.00	00:30:52.00	00:18:40.00	00:31:55.00	00:18:07.00	00:18:31.00	-43.237597911227155	-3.289817232375979	-41.514360313315926	0.0	-43.237597911227155	-41.98433420365536	76.17295308187673	70.3771849126035	3.035878564857406	76.17295308187673	0.0	2.2079116835326587	3.4017278617710582	-41.30669546436285	-39.524838012958966	3.4017278617710582	-41.30669546436285	-40.01079913606912	70.98214285714286	-2.946428571428571	65.35714285714286	70.98214285714286	-2.946428571428571	-0.8035714285714285	0.0	-43.237597911227155	-3.289817232375979	-41.514360313315926	-43.237597911227155	-41.98433420365536	76.17295308187673	0.0	70.3771849126035	3.035878564857406	76.17295308187673	2.2079116835326587	72.36723672367236	-2.16021602160216	66.6966696669667	0.8100810081008101	72.36723672367236	-2.16021602160216	
	10	2	21	500	0.0	0.0	00:30:52.00	00:18:01.00	00:18:12.00	00:18:40.00	00:30:52.00	00:18:01.00	00:18:31.00	-41.63066954643628	-41.03671706263499	-39.524838012958966	0.0	-41.63066954643628	-40.01079913606912	71.32284921369103	1.0175763182238668	3.6077705827937097	71.32284921369103	0.0	2.7752081406105455	69.59706959706959	-1.0073260073260073	2.564102564102564	69.59706959706959	-1.0073260073260073	1.73992673992674	65.35714285714286	-3.482142857142857	-2.5	65.35714285714286	-3.482142857142857	-0.8035714285714285	0.0	-41.63066954643628	-41.03671706263499	-39.524838012958966	-41.63066954643628	-40.01079913606912	71.32284921369103	0.0	1.0175763182238668	3.6077705827937097	71.32284921369103	2.7752081406105455	66.6966696669667	-2.7002700270027002	-1.7101710171017102	0.8100810081008101	66.6966696669667	-2.7002700270027002	
	10	2	21	400	0.0	0.0	00:17:09.00	00:18:35.00	00:18:40.00	00:18:06.00	00:17:09.00	00:18:35.00	00:18:31.00	8.35762876579203	8.843537414965986	5.539358600583091	0.0	8.35762876579203	7.968901846452867	-7.713004484304934	0.4484304932735426	-2.600896860986547	-7.713004484304934	0.0	-0.35874439461883406	-8.125	-0.4464285714285714	-3.0357142857142856	-8.125	-0.4464285714285714	-0.8035714285714285	-5.248618784530387	2.6703499079189688	3.1307550644567224	-5.248618784530387	2.6703499079189688	2.3020257826887662	0.0	8.35762876579203	8.843537414965986	5.539358600583091	8.35762876579203	7.968901846452867	-7.713004484304934	0.0	0.4484304932735426	-2.600896860986547	-7.713004484304934	-0.35874439461883406	-7.380738073807381	0.36003600360036003	0.8100810081008101	-2.25022502250225	-7.380738073807381	0.36003600360036003	
	10	2	21	300	0.0	0.0	00:17:09.00	00:16:00.00	00:18:42.00	00:18:40.00	00:17:09.00	00:16:00.00	00:18:31.00	-6.705539358600583	9.037900874635568	8.843537414965986	0.0	-6.705539358600583	7.968901846452867	7.187499999999999	16.875	16.666666666666664	7.187499999999999	0.0	15.729166666666666	-8.288770053475936	-14.43850267379679	-0.17825311942959002	-8.288770053475936	-14.43850267379679	-0.9803921568627451	-8.125	-14.285714285714285	0.17857142857142858	-8.125	-14.285714285714285	-0.8035714285714285	0.0	-6.705539358600583	9.037900874635568	8.843537414965986	-6.705539358600583	7.968901846452867	7.187499999999999	0.0	16.875	16.666666666666664	7.187499999999999	15.729166666666666	-7.380738073807381	-13.591359135913592	0.9900990099009901	0.8100810081008101	-7.380738073807381	-13.591359135913592	
	10	2	21	100	0.5	1.0	00:30:23.00	00:22:40.00	00:18:43.00	00:23:35.00	00:30:23.00	00:22:40.00	00:20:48.00	-25.3976961053209	-38.39824465167307	-22.38069116840373	0.0	-25.3976961053209	-31.54141524958859	34.044117647058826	-17.426470588235293	4.044117647058823	34.044117647058826	0.0	-8.235294117647058	62.33303650934996	21.10418521816563	26.001780943900265	62.33303650934996	21.10418521816563	11.130899376669635	28.833922261484098	-3.8869257950530036	-20.636042402826853	28.833922261484098	-3.8869257950530036	-11.802120141342757	0.0	-25.3976961053209	-38.39824465167307	-22.38069116840373	-25.3976961053209	-31.54141524958859	34.044117647058826	0.0	-17.426470588235293	4.044117647058823	34.044117647058826	-8.235294117647058	46.07371794871795	8.974358974358974	-10.016025641025642	13.381410256410255	46.07371794871795	8.974358974358974	
	10	2	21	200	0.5	1.0	00:16:46.00	00:22:40.00	00:18:43.00	00:23:35.00	00:16:46.00	00:22:40.00	00:20:48.00	35.188866799204774	11.630218687872764	40.656063618290254	0.0	35.188866799204774	24.055666003976143	-26.029411764705884	-17.426470588235293	4.044117647058823	-26.029411764705884	0.0	-8.235294117647058	-10.418521816562778	21.10418521816563	26.001780943900265	-10.418521816562778	21.10418521816563	11.130899376669635	-28.90459363957597	-3.8869257950530036	-20.636042402826853	-28.90459363957597	-3.8869257950530036	-11.802120141342757	0.0	35.188866799204774	11.630218687872764	40.656063618290254	35.188866799204774	24.055666003976143	-26.029411764705884	0.0	-17.426470588235293	4.044117647058823	-26.029411764705884	-8.235294117647058	-19.391025641025642	8.974358974358974	-10.016025641025642	13.381410256410255	-19.391025641025642	8.974358974358974	
	10	2	21	500	0.5	1.0	00:16:46.00	00:22:40.00	00:23:35.00	00:23:35.00	00:16:46.00	00:22:40.00	00:20:48.00	35.188866799204774	40.656063618290254	40.656063618290254	0.0	35.188866799204774	24.055666003976143	-26.029411764705884	4.044117647058823	4.044117647058823	-26.029411764705884	0.0	-8.235294117647058	-28.90459363957597	-3.8869257950530036	0.0	-28.90459363957597	-3.8869257950530036	-11.802120141342757	-28.90459363957597	-3.8869257950530036	0.0	-28.90459363957597	-3.8869257950530036	-11.802120141342757	0.0	35.188866799204774	40.656063618290254	40.656063618290254	35.188866799204774	24.055666003976143	-26.029411764705884	0.0	4.044117647058823	4.044117647058823	-26.029411764705884	-8.235294117647058	-19.391025641025642	8.974358974358974	13.381410256410255	13.381410256410255	-19.391025641025642	8.974358974358974	
	10	2	21	400	0.5	1.0	00:23:35.00	00:22:40.00	00:18:43.00	00:23:35.00	00:23:35.00	00:22:40.00	00:20:48.00	-3.8869257950530036	-20.636042402826853	0.0	0.0	-3.8869257950530036	-11.802120141342757	4.044117647058823	-17.426470588235293	4.044117647058823	4.044117647058823	0.0	-8.235294117647058	26.001780943900265	21.10418521816563	26.001780943900265	26.001780943900265	21.10418521816563	11.130899376669635	0.0	-3.8869257950530036	-20.636042402826853	0.0	-3.8869257950530036	-11.802120141342757	0.0	-3.8869257950530036	-20.636042402826853	0.0	-3.8869257950530036	-11.802120141342757	4.044117647058823	0.0	-17.426470588235293	4.044117647058823	4.044117647058823	-8.235294117647058	13.381410256410255	8.974358974358974	-10.016025641025642	13.381410256410255	13.381410256410255	8.974358974358974	
	10	2	21	300	0.5	1.0	00:23:35.00	00:22:40.00	00:23:35.00	00:23:35.00	00:23:35.00	00:22:40.00	00:20:48.00	-3.8869257950530036	0.0	0.0	0.0	-3.8869257950530036	-11.802120141342757	4.044117647058823	4.044117647058823	4.044117647058823	4.044117647058823	0.0	-8.235294117647058	0.0	-3.8869257950530036	0.0	0.0	-3.8869257950530036	-11.802120141342757	0.0	-3.8869257950530036	0.0	0.0	-3.8869257950530036	-11.802120141342757	0.0	-3.8869257950530036	0.0	0.0	-3.8869257950530036	-11.802120141342757	4.044117647058823	0.0	4.044117647058823	4.044117647058823	4.044117647058823	-8.235294117647058	13.381410256410255	8.974358974358974	13.381410256410255	13.381410256410255	13.381410256410255	8.974358974358974	
	10	3	21	100	0.0	0.0	00:07:05.00	00:04:11.00	00:04:11.00	00:04:11.00	00:07:05.00	00:04:11.00	00:04:03.00	-40.94117647058824	-40.94117647058824	-40.94117647058824	0.0	-40.94117647058824	-42.8235294117647	69.32270916334662	0.0	0.0	69.32270916334662	0.0	-3.187250996015936	69.32270916334662	0.0	0.0	69.32270916334662	0.0	-3.187250996015936	69.32270916334662	0.0	0.0	69.32270916334662	0.0	-3.187250996015936	0.0	-40.94117647058824	-40.94117647058824	-40.94117647058824	-40.94117647058824	-42.8235294117647	69.32270916334662	0.0	0.0	0.0	69.32270916334662	-3.187250996015936	74.8971193415638	3.292181069958848	3.292181069958848	3.292181069958848	74.8971193415638	3.292181069958848	
	10	3	21	200	0.0	0.0	00:06:40.00	00:04:11.00	00:04:11.00	00:04:13.00	00:06:40.00	00:04:11.00	00:04:03.00	-37.25	-37.25	-36.75	0.0	-37.25	-39.25	59.36254980079681	0.0	0.796812749003984	59.36254980079681	0.0	-3.187250996015936	59.36254980079681	0.0	0.796812749003984	59.36254980079681	0.0	-3.187250996015936	58.10276679841897	-0.7905138339920948	-0.7905138339920948	58.10276679841897	-0.7905138339920948	-3.9525691699604746	0.0	-37.25	-37.25	-36.75	-37.25	-39.25	59.36254980079681	0.0	0.0	0.796812749003984	59.36254980079681	-3.187250996015936	64.60905349794238	3.292181069958848	3.292181069958848	4.11522633744856	64.60905349794238	3.292181069958848	
	10	3	21	500	0.0	0.0	00:04:11.00	00:04:15.00	00:04:15.00	00:04:11.00	00:04:11.00	00:04:15.00	00:04:03.00	1.593625498007968	1.593625498007968	0.0	0.0	1.593625498007968	-3.187250996015936	-1.5686274509803921	0.0	-1.5686274509803921	-1.5686274509803921	0.0	-4.705882352941177	-1.5686274509803921	0.0	-1.5686274509803921	-1.5686274509803921	0.0	-4.705882352941177	0.0	1.593625498007968	1.593625498007968	0.0	1.593625498007968	-3.187250996015936	0.0	1.593625498007968	1.593625498007968	0.0	1.593625498007968	-3.187250996015936	-1.5686274509803921	0.0	0.0	-1.5686274509803921	-1.5686274509803921	-4.705882352941177	3.292181069958848	4.938271604938271	4.938271604938271	3.292181069958848	3.292181069958848	4.938271604938271	
	10	3	21	400	0.0	0.0	00:06:37.00	00:04:11.00	00:04:13.00	00:04:11.00	00:06:37.00	00:04:11.00	00:04:03.00	-36.775818639798494	-36.272040302267	-36.775818639798494	0.0	-36.775818639798494	-38.79093198992443	58.16733067729084	0.796812749003984	0.0	58.16733067729084	0.0	-3.187250996015936	56.916996047430835	-0.7905138339920948	-0.7905138339920948	56.916996047430835	-0.7905138339920948	-3.9525691699604746	58.16733067729084	0.0	0.796812749003984	58.16733067729084	0.0	-3.187250996015936	0.0	-36.775818639798494	-36.272040302267	-36.775818639798494	-36.775818639798494	-38.79093198992443	58.16733067729084	0.0	0.796812749003984	0.0	58.16733067729084	-3.187250996015936	63.37448559670782	3.292181069958848	4.11522633744856	3.292181069958848	63.37448559670782	3.292181069958848	
