							bb					
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	
	10	4	33	100	0.0	0.0	10554.553	00:00:00.00	0	02:33:43.66	02:34:11.43	

DISTANCES
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	bb	
	10	4	33	100	0.0	0.0	10554.553	

AVG DISTANCES
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	bb	
	10	4	33		0.0	0.0	10554.553	

OVERSPENT TIME
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	bb	
	10	4	33	100	0.0	0.0	00:00:00.00	

AVG OVERSPENT TIME
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	bb	
	10	4	33		0.0	0.0	00:00:00.00	

TIME WINDOWS OVERRUN
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	bb	
	10	4	33	100	0.0	0.0	0	

AVG TIME WINDOWS OVERRUN
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	bb	
	10	4	33		0.0	0.0	0.0	

MISSION SCHEDULER COMPUTING TIME
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	bb	
	10	4	33	100	0.0	0.0	02:33:43.66	

AVG MISSION SCHEDULER COMPUTING TIME
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	bb	
	10	4	33		0.0	0.0	02:33:43.66	

OVERALL EXECUTION TIME
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	bb	
	10	4	33	100	0.0	0.0	02:34:11.43	

AVG OVERALL EXECUTION TIME
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	bb	
	10	4	33		0.0	0.0	02:34:11.43	
