							ACO_F1=0_F2=1_Sync=100					ACO_F1=0_F2=1_Sync=1000					ACO_F1=1_F2=0_Sync=100					ACO_F1=1_F2=0_Sync=1000					ACO_F1=1_F2=50_Sync=100					ACO_F1=1_F2=50_Sync=1000					ACO_F1=1_F2=5_Sync=100					ACO_F1=1_F2=5_Sync=1000					ACO_F1=50_F2=1_Sync=100					ACO_F1=50_F2=1_Sync=1000					ACO_F1=5_F2=1_Sync=100					ACO_F1=5_F2=1_Sync=1000					ACO_F1=F2=1_Sync=100					ACO_F1=F2=1_Sync=1000					Greedy					Linear					
	Jobs	Machines	GSeed	ESeed	DOD	EDOD	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	DISTANCE	OVERSPENT TIME	TW OVERRUN	MS CPT TIME	EXEC TIME	
	10	2	42	100	1.0	0.66	13429.012	00:52:28.00	10	00:00:05.77	00:00:29.68	13334.033	00:26:11.00	8	00:00:44.66	00:01:13.35	11852.348	00:13:59.00	4	00:00:08.08	00:00:34.62	11852.348	00:13:59.00	4	00:02:27.59	00:02:52.85	13522.695	00:24:19.00	8	00:00:04.86	00:00:31.20	13374.459	00:25:55.00	8	00:00:47.69	00:01:12.67	13522.695	00:24:19.00	8	00:00:05.55	00:00:34.93	13374.459	00:25:55.00	8	00:00:47.74	00:01:15.16	11852.348	00:13:59.00	4	00:00:08.12	00:00:34.83	11852.348	00:13:59.00	4	00:02:27.34	00:02:52.85	11852.348	00:13:59.00	4	00:00:06.51	00:00:28.86	11852.348	00:13:59.00	4	00:00:07.98	00:00:34.43	13533.488	00:24:44.00	8	00:00:05.50	00:00:34.23	13660.59	00:25:02.00	8	00:01:04.35	00:01:32.77	12305.542	00:09:01.00	4	00:00:29.36	00:00:54.61	13563.662	00:08:07.00	6	00:00:00.00	00:00:27.61	
	10	2	42	100	0.5	1.0	12720.769	00:19:03.00	6	00:00:16.14	00:00:39.37	12798.736	00:25:38.00	6	00:12:08.56	00:12:35.92	11458.486	01:03:27.00	10	00:00:13.60	00:00:37.66	11681.996	01:08:02.00	10	00:07:58.88	00:08:24.80	11136.518	01:55:17.00	12	00:00:11.18	00:00:32.47	11136.518	01:55:17.00	12	00:06:26.64	00:06:49.62	11482.507	01:54:11.00	12	00:00:13.71	00:00:38.17	11482.507	01:35:19.00	12	00:06:18.66	00:06:43.57	11644.645	01:17:16.00	11	00:00:15.34	00:00:41.02	11127.14	01:33:19.00	8	00:03:27.14	00:03:51.83	11334.091	01:10:27.00	11	00:00:12.85	00:00:37.44	11644.645	01:17:16.00	11	00:00:14.93	00:00:39.99	11164.356	01:20:46.00	12	00:00:14.63	00:00:39.50	11164.356	01:20:46.00	12	00:06:51.87	00:07:16.72	11654.511	00:58:00.00	10	00:00:56.60	00:01:23.54	13146.606	00:25:51.00	7	00:00:00.00	00:00:25.76	
	10	4	42	100	1.0	0.33	12322.394	02:24:25.00	12	00:00:14.11	00:00:38.16	12651.856	00:00:00.00	0	00:14:13.63	00:14:42.53	12987.81	00:00:14.00	1	00:00:22.16	00:00:47.34	12897.936	00:00:16.00	1	00:14:31.46	00:15:01.83	13521.474	00:00:00.00	0	00:00:22.53	00:00:55.10	13512.046	00:00:00.00	0	00:09:38.16	00:10:09.35	13586.884	00:00:00.00	0	00:00:29.84	00:01:01.12	13151.737	00:00:00.00	0	00:10:16.58	00:10:42.34	13033.575	00:00:14.00	1	00:00:21.80	00:00:48.22	11846.742	00:09:13.00	2	00:17:09.31	00:17:34.73	13086.13	00:00:00.00	0	00:00:21.55	00:00:48.34	13033.575	00:00:14.00	1	00:00:24.90	00:00:54.96	13638.78	00:00:00.00	0	00:00:20.21	00:00:51.45	13797.893	00:00:00.00	0	00:23:38.18	00:24:08.80	13277.948	00:00:00.00	0	00:00:33.19	00:01:01.64	14409.902	00:00:00.00	0	00:00:00.00	00:00:31.68	
	10	4	42	100	0.5	0.66	12370.63	00:15:43.00	5	00:00:27.81	00:00:56.30	12648.437	00:00:14.00	1	00:26:30.72	00:27:00.03	11497.805	00:55:51.00	10	00:00:21.28	00:00:47.69	10758.897	01:09:23.00	8	00:09:34.88	00:09:58.36	12946.582	00:00:00.00	0	00:00:18.71	00:00:46.87	12945.943	00:00:00.00	0	00:11:13.74	00:11:42.29	12946.582	00:00:00.00	0	00:00:19.25	00:00:48.24	12945.943	00:00:00.00	0	00:11:08.85	00:11:38.43	10850.241	01:09:27.00	8	00:00:16.46	00:00:38.11	10758.897	01:09:23.00	8	00:09:39.99	00:10:04.17	12351.777	00:00:00.00	0	00:00:16.75	00:00:40.39	10850.241	01:09:27.00	8	00:00:19.22	00:00:44.03	12925.59	00:00:00.00	0	00:00:19.96	00:00:48.80	12594.893	00:00:00.00	0	00:12:20.21	00:12:48.53	13265.38	00:00:48.00	1	00:00:42.69	00:01:09.75	14051.268	00:04:21.00	2	00:00:00.00	00:00:33.24	
	10	2	42	100	0.5	0.33	12847.81	00:08:26.00	6	00:00:20.62	00:00:48.53	12879.762	00:09:10.00	6	00:11:51.12	00:12:18.52	12168.429	00:06:53.00	4	00:00:21.95	00:00:48.84	11666.139	00:18:29.00	4	00:21:17.47	00:21:44.19	13330.57	00:31:04.00	6	00:00:17.95	00:00:42.64	12988.953	00:32:13.00	7	00:17:30.95	00:17:56.84	12991.768	00:32:16.00	7	00:00:24.03	00:00:52.00	12988.953	00:32:13.00	7	00:17:27.15	00:17:54.93	11602.793	00:14:03.00	4	00:00:22.15	00:00:45.50	12095.673	00:18:31.00	4	00:22:14.50	00:22:39.98	11602.793	00:14:03.00	4	00:00:22.09	00:00:44.92	11602.793	00:14:03.00	4	00:00:24.76	00:00:50.71	12212.253	00:14:44.00	4	00:00:22.49	00:00:50.01	12311.425	00:15:23.00	4	00:16:36.21	00:17:03.65	11539.635	00:09:07.00	4	00:00:49.74	00:01:13.08	13822.975	00:24:42.00	8	00:00:00.00	00:00:32.03	
	10	4	42	100	1.0	1.0	14159.407	00:00:02.00	1	00:00:03.97	00:00:34.27	14159.407	00:00:02.00	1	00:00:04.61	00:00:34.26	13246.598	00:01:23.00	2	00:00:03.89	00:00:32.80	13246.598	00:01:23.00	2	00:00:04.85	00:00:32.58	14159.407	00:00:02.00	1	00:00:03.77	00:00:32.76	14159.407	00:00:02.00	1	00:00:04.61	00:00:33.94	14159.407	00:00:02.00	1	00:00:03.71	00:00:32.02	14159.407	00:00:02.00	1	00:00:04.44	00:00:32.84	13246.598	00:01:23.00	2	00:00:03.84	00:00:32.26	13246.598	00:01:23.00	2	00:00:04.64	00:00:27.49	13669.539	00:00:02.00	1	00:00:03.83	00:00:33.22	13246.598	00:01:23.00	2	00:00:03.70	00:00:31.16	14159.407	00:00:02.00	1	00:00:03.94	00:00:34.21	14159.407	00:00:02.00	1	00:00:04.50	00:00:33.33	13638.895	00:00:00.00	0	00:00:29.62	00:01:01.17	14409.902	00:00:02.00	1	00:00:00.00	00:00:34.11	
	10	3	42	100	0.0	0.0	12843.522	00:08:25.00	6	00:00:16.95	00:00:44.51	12950.434	00:00:59.00	2	00:09:25.91	00:09:58.67	12224.55	00:00:16.00	1	00:00:23.46	00:00:48.30	12320.003	00:00:16.00	1	00:37:38.06	00:38:10.17	13033.832	00:00:55.00	1	00:00:22.96	00:00:51.52	12905.673	00:00:59.00	2	00:28:23.53	00:28:55.57	12887.429	00:00:14.00	1	00:00:23.75	00:00:54.63	12974.849	00:01:31.00	2	00:24:21.92	00:24:48.94	12204.388	00:00:16.00	1	00:00:22.97	00:00:50.19	12483.846	00:00:00.00	0	00:36:34.43	00:37:08.84	12774.897	00:00:00.00	0	00:00:22.24	00:00:49.11	12204.388	00:00:16.00	1	00:00:24.50	00:00:53.16	13393.279	00:00:00.00	0	00:00:26.11	00:00:57.52	13410.291	00:00:00.00	0	00:26:35.11	00:27:06.76	12053.166	00:00:48.00	1	00:01:13.24	00:01:47.18	14106.123	00:00:00.00	0	00:00:00.00	00:00:32.05	
	10	4	42	100	0.5	1.0	13563.901	00:00:00.00	0	00:00:38.38	00:01:07.97	13436.423	00:00:00.00	0	00:54:53.72	00:55:24.46	11474.797	00:55:48.00	10	00:00:19.10	00:00:43.00	10758.897	01:09:23.00	8	00:09:03.36	00:09:28.71	12573.386	00:00:04.00	1	00:00:16.70	00:00:44.86	12584.337	00:00:02.00	1	00:10:07.69	00:10:36.63	12573.386	00:00:04.00	1	00:00:15.58	00:00:42.36	12642.957	00:00:02.00	1	00:10:42.82	00:11:11.00	10783.332	01:09:27.00	8	00:00:19.24	00:00:44.21	10758.897	01:09:23.00	8	00:08:58.83	00:09:23.03	11935.157	00:00:00.00	0	00:00:16.25	00:00:40.48	10783.332	01:09:27.00	8	00:00:18.81	00:00:43.31	12573.386	00:00:04.00	1	00:00:16.47	00:00:44.35	12585.27	00:00:02.00	1	00:09:02.51	00:09:31.16	12644.996	00:01:23.00	2	00:00:39.30	00:01:05.46	13527.782	00:10:57.00	5	00:00:00.00	00:00:33.05	
	10	3	42	100	0.5	1.0	13423.101	00:18:40.00	6	00:00:38.20	00:01:07.42	13455.436	00:06:03.00	2	00:38:40.23	00:39:09.51	10970.317	02:34:43.00	8	00:00:15.61	00:00:40.91	11474.598	00:55:44.00	10	00:12:08.95	00:12:38.60	11945.904	00:06:03.00	2	00:00:15.32	00:00:42.90	11923.085	00:00:02.00	1	00:06:17.90	00:06:44.01	11945.904	00:06:03.00	2	00:00:17.23	00:00:49.63	11923.085	00:00:02.00	1	00:06:55.54	00:07:27.82	11339.946	01:19:53.00	8	00:00:13.10	00:00:36.52	10774.912	02:02:07.00	8	00:06:36.49	00:07:01.38	11977.657	00:00:11.00	1	00:00:17.95	00:00:49.51	11339.946	01:19:53.00	8	00:00:17.40	00:00:48.82	11938.083	00:00:02.00	1	00:00:15.98	00:00:45.95	11919.085	00:06:03.00	2	00:06:50.04	00:07:20.79	11918.573	00:21:10.00	4	00:01:00.39	00:01:36.39	14159.98	00:05:52.00	2	00:00:00.00	00:00:36.78	
