#Algo	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0
"AVG ACO_{0,1}"	00:07:23.24	00:08:08.35	00:06:59.97	00:02:44.53	00:07:11.01	00:02:13.41	00:00:04.28	00:07:49.83	00:08:34.60	00:07:25.86	00:03:14.34	00:07:37.91	00:02:41.59	00:00:32.62	12922.91	13335.19	12953.83	13908.53	12487.13	12957.52	14159.41	00:21:14.00	00:04:05.50	00:48:14.00	00:01:28.50	01:12:12.50	01:09:05.50	00:00:02.00	5.5	3	6	1.5	6	6	1
"AVG ACO_{1,0}"	00:26:14.33	00:08:58.00	00:06:15.67	00:07:31.46	00:07:28.68	00:05:04.01	00:00:04.39	00:26:41.71	00:09:28.35	00:06:46.19	00:08:01.40	00:07:57.33	00:05:28.72	00:00:33.77	12932.81	13052.09	13170.54	13608.61	12942.87	12332.38	13246.60	00:00:16.00	00:00:07.00	00:46:37.50	00:05:57.00	00:00:15.00	00:09:04.00	00:01:23.00	1	0.5	8	2	1	2	2
"AVG ACO_{1,1}"	00:22:57.57	00:06:06.70	00:03:27.33	00:01:32.96	00:07:01.88	00:02:34.49	00:00:04.12	00:23:25.40	00:06:33.80	00:03:54.95	00:02:00.48	00:07:29.94	00:03:02.93	00:00:33.26	13386.75	13269.89	13481.03	13444.81	13585.31	13732.88	14159.41	00:00:00.00	00:00:00.00	00:00:00.00	00:00:43.80	00:00:00.00	00:00:00.00	00:00:02.00	0	0	0	0.6	0	0	1
"AVG ACO_{1,5}"	00:29:27.87	00:10:18.71	00:03:59.38	00:01:43.08	00:05:12.13	00:01:58.25	00:00:04.26	00:29:57.18	00:10:48.64	00:04:29.49	00:02:13.22	00:05:42.06	00:02:29.03	00:00:34.04	13674.83	13573.73	13653.72	13831.24	13369.31	13880.87	14159.41	00:00:00.00	00:00:00.00	00:00:00.00	00:00:06.00	00:00:00.00	00:00:00.00	00:00:02.00	0	0	0	1	0	0	1
"AVG ACO_{1,50}"	00:17:53.30	00:05:43.93	00:02:24.89	00:01:27.33	00:05:07.23	00:00:28.09	00:00:04.27	00:18:20.43	00:06:10.63	00:02:53.21	00:01:53.86	00:05:34.30	00:00:56.49	00:00:34.05	13437.32	13335.35	13628.23	13427.09	13444.78	13890.05	14159.41	00:00:00.00	00:00:00.00	00:00:00.00	00:00:29.20	00:00:00.00	00:00:00.00	00:00:02.00	0	0	0	0.4	0	0	1
"AVG ACO_{5,1}"	00:00:29.85	00:00:23.42	00:00:18.63	00:00:11.16	00:00:23.15	00:00:10.61	00:00:03.67	00:00:56.01	00:00:51.41	00:00:46.61	00:00:38.92	00:00:50.78	00:00:38.71	00:00:31.61	12535.39	12659.75	12827.17	12771.56	12891.38	12887.26	13458.07	00:03:41.00	00:02:47.50	00:01:48.80	00:02:33.40	00:01:52.00	00:02:44.10	00:00:42.50	0.9	0.7	0.4	1.9	0.5	0.6	1.5
"AVG ACO_{50,1}"	00:26:49.29	00:12:12.54	00:06:34.85	00:01:45.59	00:09:17.83	00:02:46.95	00:00:04.36	00:27:15.22	00:12:39.78	00:07:01.32	00:02:11.26	00:09:43.83	00:03:14.79	00:00:33.35	12936.65	13142.18	13008.48	12886.88	13133.01	13223.35	13703.00	00:01:58.50	00:00:08.00	00:02:44.10	00:04:18.00	00:01:55.20	00:01:48.80	00:00:42.50	0.6	0.5	0.6	2.3	0.7	0.4	1.5
"Greedy"	00:00:53.26	00:00:42.30	00:00:41.27	00:00:37.50	00:00:38.40	00:00:35.96	00:00:28.77	00:01:20.88	00:01:08.51	00:01:09.68	00:01:05.89	00:01:09.04	00:01:06.56	00:00:59.74	12569.508	12170.424	12724.045	12884.469	13277.948	12731.424	13638.895	00:00:00.00	00:00:00.00	00:00:00.00	00:08:00.00	00:00:00.00	00:00:00.00	00:00:00.00	0	0	0	3	0	0	0
"Linear"	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:00:29.42	00:00:31.33	00:00:27.12	00:00:30.80	00:00:30.59	00:00:32.46	00:00:34.43	14388.683	13961.573	13803.457	13852.972	14409.902	14409.902	14409.902	00:00:00.00	00:04:21.00	00:00:14.00	00:06:41.00	00:00:00.00	00:00:00.00	00:00:02.00	0	2	1	5	0	0	1
