#Algo	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0
"AVG ACO_{0,1}"	00:02:10.47	00:04:11.06	00:02:03.70	00:00:57.09	00:03:19.66	00:00:56.64	00:00:19.01	00:02:29.37	00:04:29.51	00:02:21.92	00:01:17.03	00:03:37.93	00:01:14.91	00:00:39.26	6937.93	6577.50	6602.70	7507.99	7314.73	6794.48	7663.80	00:16:16.50	00:41:05.00	00:33:47.50	00:30:22.50	00:21:39.50	00:30:53.50	00:29:12.00	6.5	9.5	9	8.5	8.5	9	7.5
"AVG ACO_{1,0}"	00:01:59.56	00:02:55.81	00:00:55.16	00:00:48.43	00:02:05.03	00:00:51.43	00:00:12.74	00:02:37.92	00:03:14.13	00:01:10.85	00:01:03.93	00:02:23.27	00:01:09.69	00:00:31.37	6334.82	6334.82	5911.37	6710.15	6334.82	6417.13	6927.08	00:18:06.00	00:18:06.00	00:28:22.00	00:18:31.50	00:18:06.00	00:17:38.00	00:25:09.00	9	9	7	6	9	9	11
"AVG ACO_{1,1}"	00:01:53.90	00:02:27.78	00:01:36.50	00:01:06.33	00:01:56.38	00:01:17.39	00:00:18.13	00:02:11.53	00:02:46.14	00:01:53.78	00:01:23.71	00:02:14.17	00:01:35.24	00:00:36.63	6780.10	6819.92	6495.80	6937.81	6777.09	6806.00	7526.25	00:20:18.10	00:17:42.50	00:29:18.60	00:22:26.50	00:17:20.10	00:21:44.40	00:31:29.60	7.2	7.2	8.4	5.8	7.3	7.1	8.1
"AVG ACO_{1,5}"	00:01:32.69	00:01:49.76	00:02:02.13	00:01:35.68	00:01:50.26	00:01:16.10	00:00:18.41	00:01:50.82	00:02:07.89	00:02:20.83	00:01:54.60	00:02:08.41	00:01:34.72	00:00:37.85	6638.15	6809.64	6845.37	7091.26	6846.25	6861.11	7760.37	00:23:26.00	00:18:15.50	00:22:09.50	01:24:24.00	00:17:30.00	00:22:23.00	00:30:12.50	6.5	7	7.5	12	6.5	7.5	7
"AVG ACO_{1,50}"	00:01:41.19	00:02:29.28	00:02:55.72	00:01:01.25	00:01:53.84	00:01:19.58	00:00:18.26	00:01:56.68	00:02:49.26	00:03:13.54	00:01:18.81	00:02:10.98	00:01:36.87	00:00:36.97	6783.63	6801.91	6859.97	7747.77	6832.16	6827.41	7750.41	00:21:53.50	00:24:14.90	00:22:50.90	00:26:06.90	00:17:29.70	00:22:19.70	00:28:50.60	6.6	7.2	7.6	7.8	6.8	8	7.1
"AVG ACO_{5,1}"	00:02:08.65	00:02:53.13	00:01:35.96	00:01:06.21	00:02:10.84	00:01:20.50	00:00:14.08	00:02:25.50	00:03:10.99	00:01:52.59	00:01:23.69	00:02:27.45	00:01:37.32	00:00:33.29	6436.35	6473.05	5911.37	6708.56	6400.62	6426.67	7239.43	00:19:47.20	00:19:52.90	00:28:22.00	00:22:07.40	00:18:04.80	00:20:38.20	00:21:52.70	8.9	8.7	7	5.3	8.7	6.2	7.7
"AVG ACO_{50,1}"	00:02:32.25	00:02:55.67	00:03:09.10	00:01:11.25	00:02:42.56	00:01:12.20	00:00:12.74	00:02:52.35	00:03:12.02	00:03:26.28	00:01:27.88	00:02:59.23	00:01:28.42	00:00:30.29	6438.89	6471.49	6532.72	6800.48	6497.32	6545.22	6932.42	00:18:37.20	00:18:40.00	00:18:20.50	00:19:41.10	00:19:44.60	00:18:12.00	00:24:57.80	9.1	9	8.1	10.5	8.8	9	10.6
"Greedy"	00:01:55.57	00:01:02.11	00:00:51.74	00:00:48.66	00:00:53.69	00:00:35.72	00:00:28.40	00:02:22.19	00:01:21.25	00:01:10.32	00:01:09.06	00:01:12.45	00:00:54.52	00:00:48.80	6656.98	7453.52	6997.12	7658.11	6607.84	6855.70	7707.13	00:18:31.00	00:18:35.00	00:21:17.00	00:20:48.00	00:18:47.00	00:18:31.00	00:23:02.00	6	7	6	8	6	6	7
"Linear"	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:01:07.12	00:00:20.07	00:00:20.33	00:00:19.97	00:00:19.96	00:00:20.46	00:00:19.99	8104.40	7562.84	7543.25	7848.32	8112.83	8112.83	8112.83	00:24:58.00	00:17:04.00	00:23:13.00	00:27:59.00	00:24:46.00	00:24:46.00	00:26:47.00	8	7	8	9	8	8	8
