stockMission_A[3]	SOURCE	stockMission_A[4]	stockMission_A[0]	stockMission_A[2]	stockMission_A[1]	stockMission_A[6]	stockMission_A[9]	stockMission_A[5]	stockMission_A[7]	stockMission_A[8]	
stockMission_A[3]	00:01:58.33	00:01:58.33	00:01:58.33	00:01:58.33	00:01:11.47	00:01:13.01	00:01:13.96	00:01:12.38	00:01:26.99	00:01:26.99	00:01:26.99	00:01:26.99	00:01:19.41	00:01:19.41	00:01:19.41	00:01:19.41	00:01:28.91	00:01:28.91	00:01:28.91	00:01:28.91	00:01:51.48	00:01:51.48	00:01:51.48	00:01:51.48	00:03:23.61	00:03:23.61	00:03:23.61	00:03:23.61	00:02:21.21	00:02:21.21	00:02:21.21	00:02:21.21	00:01:09.32	00:01:09.32	00:01:09.32	00:01:09.32	00:02:54.90	00:02:54.90	00:02:54.90	00:02:54.90	00:00:54.21	00:00:54.21	00:00:54.21	00:00:54.21	
SOURCE	00:01:57.18	00:01:58.72	00:02:00.25	00:02:01.79	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:01:21.00	00:01:22.54	00:01:22.23	00:01:20.64	00:02:02.79	00:02:01.20	00:01:59.61	00:01:58.02	00:01:16.50	00:01:18.03	00:01:19.57	00:01:21.11	00:01:44.67	00:01:46.20	00:01:47.74	00:01:49.28	00:02:51.58	00:02:53.11	00:02:54.65	00:02:56.19	00:01:49.17	00:01:50.71	00:01:52.25	00:01:53.79	00:02:02.57	00:02:04.10	00:02:05.64	00:02:07.18	00:02:12.73	00:02:14.27	00:02:15.80	00:02:17.34	00:01:35.28	00:01:36.82	00:01:38.35	00:01:39.89	
stockMission_A[4]	00:01:48.44	00:01:48.44	00:01:48.44	00:01:48.44	00:00:39.27	00:00:40.80	00:00:42.34	00:00:43.88	00:01:27.11	00:01:27.11	00:01:27.11	00:01:27.11	00:02:12.49	00:02:12.49	00:02:12.49	00:02:12.49	00:01:07.76	00:01:07.76	00:01:07.76	00:01:07.76	00:01:35.92	00:01:35.92	00:01:35.92	00:01:35.92	00:02:28.42	00:02:28.42	00:02:28.42	00:02:28.42	00:01:26.02	00:01:26.02	00:01:26.02	00:01:26.02	00:02:02.40	00:02:02.40	00:02:02.40	00:02:02.40	00:01:59.71	00:01:59.71	00:01:59.71	00:01:59.71	00:01:35.11	00:01:35.11	00:01:35.11	00:01:35.11	
stockMission_A[0]	00:01:48.75	00:01:48.75	00:01:48.75	00:01:48.75	00:01:35.74	00:01:37.28	00:01:38.82	00:01:40.36	00:02:23.59	00:02:23.59	00:02:23.59	00:02:23.59	00:03:07.36	00:03:07.36	00:03:07.36	00:03:07.36	00:02:02.63	00:02:02.63	00:02:02.63	00:02:02.63	00:01:49.38	00:01:49.38	00:01:49.38	00:01:49.38	00:01:59.02	00:01:59.02	00:01:59.02	00:01:59.02	00:01:24.74	00:01:24.74	00:01:24.74	00:01:24.74	00:02:57.27	00:02:57.27	00:02:57.27	00:02:57.27	00:02:42.87	00:02:42.87	00:02:42.87	00:02:42.87	00:02:29.98	00:02:29.98	00:02:29.98	00:02:29.98	
stockMission_A[2]	00:01:23.74	00:01:23.74	00:01:23.74	00:01:23.74	00:01:49.88	00:01:51.42	00:01:52.96	00:01:54.50	00:02:22.32	00:02:22.32	00:02:22.32	00:02:22.32	00:02:31.78	00:02:31.78	00:02:31.78	00:02:31.78	00:02:14.59	00:02:14.59	00:02:14.59	00:02:14.59	00:01:56.94	00:01:56.94	00:01:56.94	00:01:56.94	00:02:23.11	00:02:23.11	00:02:23.11	00:02:23.11	00:02:08.12	00:02:08.12	00:02:08.12	00:02:08.12	00:02:19.60	00:02:19.60	00:02:19.60	00:02:19.60	00:03:24.74	00:03:24.74	00:03:24.74	00:03:24.74	00:01:54.41	00:01:54.41	00:01:54.41	00:01:54.41	
stockMission_A[1]	00:02:32.61	00:02:32.61	00:02:32.61	00:02:32.61	00:01:11.51	00:01:09.92	00:01:08.32	00:01:06.74	00:01:38.48	00:01:38.48	00:01:38.48	00:01:38.48	00:01:23.38	00:01:23.38	00:01:23.38	00:01:23.38	00:02:03.19	00:02:03.19	00:02:03.19	00:02:03.19	00:02:25.76	00:02:25.76	00:02:25.76	00:02:25.76	00:03:44.26	00:03:44.26	00:03:44.26	00:03:44.26	00:02:41.85	00:02:41.85	00:02:41.85	00:02:41.85	00:01:42.34	00:01:42.34	00:01:42.34	00:01:42.34	00:03:12.81	00:03:12.81	00:03:12.81	00:03:12.81	00:01:28.48	00:01:28.48	00:01:28.48	00:01:28.48	
stockMission_A[6]	00:01:25.57	00:01:25.57	00:01:25.57	00:01:25.57	00:01:12.56	00:01:14.10	00:01:15.64	00:01:17.18	00:02:00.41	00:02:00.41	00:02:00.41	00:02:00.41	00:02:44.18	00:02:44.18	00:02:44.18	00:02:44.18	00:01:39.45	00:01:39.45	00:01:39.45	00:01:39.45	00:01:26.20	00:01:26.20	00:01:26.20	00:01:26.20	00:02:22.87	00:02:22.87	00:02:22.87	00:02:22.87	00:01:20.78	00:01:20.78	00:01:20.78	00:01:20.78	00:02:34.09	00:02:34.09	00:02:34.09	00:02:34.09	00:02:38.91	00:02:38.91	00:02:38.91	00:02:38.91	00:02:06.80	00:02:06.80	00:02:06.80	00:02:06.80	
stockMission_A[9]	00:01:29.94	00:01:29.94	00:01:29.94	00:01:29.94	00:01:20.72	00:01:22.26	00:01:23.80	00:01:25.34	00:01:53.86	00:01:53.86	00:01:53.86	00:01:53.86	00:02:03.33	00:02:03.33	00:02:03.33	00:02:03.33	00:01:38.16	00:01:38.16	00:01:38.16	00:01:38.16	00:01:42.23	00:01:42.23	00:01:42.23	00:01:42.23	00:03:12.42	00:03:12.42	00:03:12.42	00:03:12.42	00:02:10.33	00:02:10.33	00:02:10.33	00:02:10.33	00:01:53.24	00:01:53.24	00:01:53.24	00:01:53.24	00:03:04.15	00:03:04.15	00:03:04.15	00:03:04.15	00:01:25.95	00:01:25.95	00:01:25.95	00:01:25.95	
stockMission_A[5]	00:01:00.82	00:01:00.82	00:01:00.82	00:01:00.82	00:01:22.98	00:01:24.52	00:01:26.05	00:01:27.59	00:02:08.37	00:02:08.37	00:02:08.37	00:02:08.37	00:02:17.84	00:02:17.84	00:02:17.84	00:02:17.84	00:01:41.37	00:01:41.37	00:01:41.37	00:01:41.37	00:01:13.12	00:01:13.12	00:01:13.12	00:01:13.12	00:02:43.31	00:02:43.31	00:02:43.31	00:02:43.31	00:01:41.22	00:01:41.22	00:01:41.22	00:01:41.22	00:02:07.75	00:02:07.75	00:02:07.75	00:02:07.75	00:02:57.84	00:02:57.84	00:02:57.84	00:02:57.84	00:01:40.46	00:01:40.46	00:01:40.46	00:01:40.46	
stockMission_A[7]	00:01:32.94	00:01:32.94	00:01:32.94	00:01:32.94	00:00:59.00	00:01:00.54	00:01:02.07	00:01:03.61	00:01:42.63	00:01:42.63	00:01:42.63	00:01:42.63	00:02:03.27	00:02:03.27	00:02:03.27	00:02:03.27	00:01:07.86	00:01:07.86	00:01:07.86	00:01:07.86	00:01:30.44	00:01:30.44	00:01:30.44	00:01:30.44	00:03:02.57	00:03:02.57	00:03:02.57	00:03:02.57	00:02:00.17	00:02:00.17	00:02:00.17	00:02:00.17	00:01:53.18	00:01:53.18	00:01:53.18	00:01:53.18	00:02:33.86	00:02:33.86	00:02:33.86	00:02:33.86	00:01:25.90	00:01:25.90	00:01:25.90	00:01:25.90	
stockMission_A[8]	00:01:45.68	00:01:45.68	00:01:45.68	00:01:45.68	00:01:37.96	00:01:39.49	00:01:41.03	00:01:42.57	00:02:03.12	00:02:03.12	00:02:03.12	00:02:03.12	00:01:56.00	00:01:56.00	00:01:56.00	00:01:56.00	00:01:55.39	00:01:55.39	00:01:55.39	00:01:55.39	00:01:57.98	00:01:57.98	00:01:57.98	00:01:57.98	00:03:09.46	00:03:09.46	00:03:09.46	00:03:09.46	00:02:26.08	00:02:26.08	00:02:26.08	00:02:26.08	00:01:33.25	00:01:33.25	00:01:33.25	00:01:33.25	00:03:21.39	00:03:21.39	00:03:21.39	00:03:21.39	00:01:35.21	00:01:35.21	00:01:35.21	00:01:35.21	
