DEPOT	stockMission_A[0]	stockMission_A[1]	stockMission_A[2]	stockMission_A[3]	stockMission_A[4]	stockMission_A[5]	stockMission_A[6]	stockMission_A[7]	stockMission_A[8]	stockMission_A[9]
DEPOT	0	0	0	0	0	172,7093941364	179,6043822837	186,4975104481	188,1272770659	181,1260498197	334,4856556572	341,3806438045	348,2737719689	355,181105818	362,0740947075	328,3518989615	335,2468871087	342,1400152732	349,0473491223	355,9403380118	296,8788999987	289,8822763724	282,8810726512	275,8855880784	268,8843608322	531,1472425799	524,1506189536	517,1494152324	510,1539306596	503,1527034133	274,0609506281	280,9559387753	287,8490669398	294,7564007888	301,6493896784	351,883987156	358,7789753032	365,6721034677	372,5794373168	379,4724262063	540,1398353789	533,1432117525	526,1420080313	519,1465234585	512,1452962123	401,9982237844	408,8932119316	415,7863400961	422,6936739451	429,5866628346	317,3543913256	310,3577676993	303,3565639781	296,3610794052	289,359852159
stockMission_A[0]	346,5803057533	339,583682127	332,5824784058	325,5869938329	318,5857665867	306	306	306	306	306	642,1028682233	642,1028682233	642,1028682233	642,1028682233	642,1028682233	635,9691115276	635,9691115276	635,9691115276	635,9691115276	635,9691115276	97,9105654956	97,9105654956	97,9105654956	97,9105654956	97,9105654956	184,9634090158	184,9634090158	184,9634090158	184,9634090158	184,9634090158	574,5505262001	574,5505262001	574,5505262001	574,5505262001	574,5505262001	399,1335065974	399,1335065974	399,1335065974	399,1335065974	399,1335065974	193,9560018147	193,9560018147	193,9560018147	193,9560018147	193,9560018147	709,6154363505	709,6154363505	709,6154363505	709,6154363505	709,6154363505	139,2425353994	139,2425353994	139,2425353994	139,2425353994	139,2425353994
stockMission_A[1]	344,4139014275	351,3088895748	358,2020177392	365,1093515883	372,0023404778	317,1658817166	317,1658817166	317,1658817166	317,1658817166	317,1658817166	413	413	413	413	413	406,6151724295	406,6151724295	406,6151724295	406,6151724295	406,6151724295	471,3954865418	471,3954865418	471,3954865418	471,3954865418	471,3954865418	623,1712457335	623,1712457335	623,1712457335	623,1712457335	623,1712457335	181,1340302041	181,1340302041	181,1340302041	181,1340302041	181,1340302041	132,4271250154	132,4271250154	132,4271250154	132,4271250154	132,4271250154	632,1638385325	632,1638385325	632,1638385325	632,1638385325	632,1638385325	480,2614972524	480,2614972524	480,2614972524	480,2614972524	480,2614972524	377,98905382	377,98905382	377,98905382	377,98905382	377,98905382
stockMission_A[2]	347,7136349081	354,6086230553	361,5017512198	368,4090850688	375,3020739583	398,6354662795	398,6354662795	398,6354662795	398,6354662795	398,6354662795	399,441438857	399,441438857	399,441438857	399,441438857	399,441438857	393	393	393	393	393	612,1672335476	612,1672335476	612,1672335476	612,1672335476	612,1672335476	789,8086849887	789,8086849887	789,8086849887	789,8086849887	789,8086849887	103,9933440785	103,9933440785	103,9933440785	103,9933440785	103,9933440785	296,0497601471	296,0497601471	296,0497601471	296,0497601471	296,0497601471	798,8012777876	798,8012777876	798,8012777876	798,8012777876	798,8012777876	466,9540069842	466,9540069842	466,9540069842	466,9540069842	466,9540069842	544,6264930751	544,6264930751	544,6264930751	544,6264930751	544,6264930751
stockMission_A[3]	462,5348681152	455,5382444889	448,5370407677	441,5415561949	434,5403289486	463,2042614113	463,2042614113	463,2042614113	463,2042614113	463,2042614113	764,5952224132	764,5952224132	764,5952224132	764,5952224132	764,5952224132	758,4614657175	758,4614657175	758,4614657175	758,4614657175	758,4614657175	301	301	301	301	301	85,5317736566	85,5317736566	85,5317736566	85,5317736566	85,5317736566	704,1705173841	704,1705173841	704,1705173841	704,1705173841	704,1705173841	597,4994324462	597,4994324462	597,4994324462	597,4994324462	597,4994324462	89,7420542282	89,7420542282	89,7420542282	89,7420542282	89,7420542282	832,1077905403	832,1077905403	832,1077905403	832,1077905403	832,1077905403	337,6084612482	337,6084612482	337,6084612482	337,6084612482	337,6084612482
stockMission_A[4]	168,5392674322	175,4342555795	182,3273837439	189,234717593	196,1277064825	219,4610988037	219,4610988037	219,4610988037	219,4610988037	219,4610988037	298,5446055181	298,5446055181	298,5446055181	298,5446055181	298,5446055181	292,4108488224	292,4108488224	292,4108488224	292,4108488224	292,4108488224	432,9928660717	432,9928660717	432,9928660717	432,9928660717	432,9928660717	616	616	616	616	616	99,9214102443	99,9214102443	99,9214102443	99,9214102443	99,9214102443	264,0668766954	264,0668766954	264,0668766954	264,0668766954	264,0668766954	624,9253629959	624,9253629959	624,9253629959	624,9253629959	624,9253629959	366,0571736452	366,0571736452	366,0571736452	366,0571736452	366,0571736452	370,7505782834	370,7505782834	370,7505782834	370,7505782834	370,7505782834
stockMission_A[5]	532,835371026	525,8387473997	518,8375436785	511,8420591056	504,8408318594	449,0765210361	449,0765210361	449,0765210361	449,0765210361	449,0765210361	785,396471178	785,396471178	785,396471178	785,396471178	785,396471178	779,2627144823	779,2627144823	779,2627144823	779,2627144823	779,2627144823	236,4014167224	236,4014167224	236,4014167224	236,4014167224	236,4014167224	34,0892096526	34,0892096526	34,0892096526	34,0892096526	34,0892096526	718	718	718	718	718	542,4271095521	542,4271095521	542,4271095521	542,4271095521	542,4271095521	43,0818024516	43,0818024516	43,0818024516	43,0818024516	43,0818024516	852,9090393052	852,9090393052	852,9090393052	852,9090393052	852,9090393052	282,5361383541	282,5361383541	282,5361383541	282,5361383541	282,5361383541
stockMission_A[6]	348,646858966	355,5418471132	362,4349752777	369,3423091267	376,2352980162	288,1920464062	288,1920464062	288,1920464062	288,1920464062	288,1920464062	416,9818866637	416,9818866637	416,9818866637	416,9818866637	416,9818866637	410,848129968	410,848129968	410,848129968	410,848129968	410,848129968	442,4216512314	442,4216512314	442,4216512314	442,4216512314	442,4216512314	594,1974104231	594,1974104231	594,1974104231	594,1974104231	594,1974104231	185,3669877426	185,3669877426	185,3669877426	185,3669877426	185,3669877426	103	103	103	103	103	603,1900032221	603,1900032221	603,1900032221	603,1900032221	603,1900032221	484,4944547908	484,4944547908	484,4944547908	484,4944547908	484,4944547908	349,0152185096	349,0152185096	349,0152185096	349,0152185096	349,0152185096
stockMission_A[7]	474,3844301292	481,2794182764	488,1725464409	495,0798802899	501,9728691795	381,2266483509	381,2266483509	381,2266483509	381,2266483509	381,2266483509	540,3243028888	540,3243028888	540,3243028888	540,3243028888	540,3243028888	534,1905461931	534,1905461931	534,1905461931	534,1905461931	534,1905461931	535,4562531762	535,4562531762	535,4562531762	535,4562531762	535,4562531762	687,2320123679	687,2320123679	687,2320123679	687,2320123679	687,2320123679	244,8762081103	244,8762081103	244,8762081103	244,8762081103	244,8762081103	176,6424417103	176,6424417103	176,6424417103	176,6424417103	176,6424417103	696	696	696	696	696	607,8368710159	607,8368710159	607,8368710159	607,8368710159	607,8368710159	442,0498204544	442,0498204544	442,0498204544	442,0498204544	442,0498204544
stockMission_A[8]	479,3804057616	472,3837821352	465,382578414	458,3870938412	451,385866595	395,6215557716	395,6215557716	395,6215557716	395,6215557716	395,6215557716	731,9415059136	731,9415059136	731,9415059136	731,9415059136	731,9415059136	725,8077492178	725,8077492178	725,8077492178	725,8077492178	725,8077492178	182,946451458	182,946451458	182,946451458	182,946451458	182,946451458	101,7518374103	101,7518374103	101,7518374103	101,7518374103	101,7518374103	664,3891638903	664,3891638903	664,3891638903	664,3891638903	664,3891638903	488,9721442876	488,9721442876	488,9721442876	488,9721442876	488,9721442876	110,7444302093	110,7444302093	110,7444302093	110,7444302093	110,7444302093	799	799	799	799	799	229,0811730897	229,0811730897	229,0811730897	229,0811730897	229,0811730897
