#Algo	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0	0 – 0	0.5 – 0.33	0.5 – 0.66	0.5 – 1.0	1.0 – 0.33	1.0 – 0.66	1.0 – 1.0
"AVG ACO_{0,1}"	00:04:18.90	00:02:13.34	00:02:31.70	00:01:31.71	00:03:46.09	00:00:24.59	00:00:03.45	00:04:45.94	00:02:38.95	00:02:56.47	00:01:58.94	00:04:12.26	00:00:50.29	00:00:32.16	12863.79	12083.68	13011.84	12996.16	12037.08	13381.52	13466.48	00:08:48.00	01:15:58.00	00:17:38.00	00:50:19.00	01:19:14.00	00:39:19.50	00:25:20.50	6	8	7.5	10	8	9	9
"AVG ACO_{1,0}"	00:08:35.74	00:04:20.90	00:02:06.70	00:02:10.86	00:03:34.43	00:01:17.91	00:00:03.25	00:09:00.35	00:04:44.63	00:02:31.69	00:02:34.96	00:04:01.23	00:01:41.56	00:00:29.53	11946.83	11762.86	12518.18	11767.34	11955.26	11852.35	12922.86	00:10:30.00	00:16:36.00	01:16:00.50	01:41:29.50	00:10:34.00	00:13:59.00	00:15:43.00	4	4	11.5	10	4	4	8
"AVG ACO_{1,1}"	00:08:37.43	00:02:34.78	00:01:13.28	00:00:32.32	00:02:32.41	00:00:33.66	00:00:08.63	00:09:07.85	00:03:00.58	00:01:39.18	00:00:58.28	00:02:57.14	00:00:59.93	00:00:35.81	12361.33	12375.33	13140.09	13218.85	12320.02	13442.42	13450.16	00:15:16.30	00:15:42.20	00:21:52.60	00:24:30.50	00:15:13.80	00:22:19.30	00:25:01.50	4.2	4.3	6.6	8	4.1	6.8	8
"AVG ACO_{1,5}"	00:09:17.62	00:03:59.11	00:02:00.00	00:01:00.23	00:02:40.31	00:00:26.46	00:00:03.27	00:09:43.44	00:04:25.56	00:02:27.94	00:01:26.78	00:03:08.32	00:00:55.30	00:00:30.39	13159.76	12990.36	12970.26	12498.62	13038.25	13448.58	13533.87	00:31:38.50	00:32:14.50	00:21:33.50	00:37:05.00	00:31:57.00	00:25:07.00	00:24:17.50	6.5	7	6	7	6.5	8	8
"AVG ACO_{1,50}"	00:09:31.79	00:02:55.78	00:01:05.95	00:00:32.47	00:02:41.92	00:00:26.04	00:00:03.38	00:09:58.71	00:03:21.29	00:01:32.02	00:00:58.51	00:03:07.77	00:00:52.53	00:00:29.05	13118.00	13031.25	13123.41	13149.70	13065.44	13448.58	13457.57	00:29:44.00	00:31:44.60	00:28:49.00	00:25:23.60	00:31:21.50	00:25:07.00	00:26:31.50	7.1	6.6	6.8	8	6.9	8	9.4
"AVG ACO_{5,1}"	00:00:20.05	00:00:12.66	00:00:12.35	00:00:08.69	00:00:13.42	00:00:07.69	00:00:02.26	00:00:45.08	00:00:37.70	00:00:37.15	00:00:34.70	00:00:38.02	00:00:32.43	00:00:28.55	11765.18	11672.99	11618.08	12815.42	11601.40	11821.36	12908.16	00:13:34.10	00:14:44.20	00:16:27.40	00:18:36.50	00:15:49.40	00:16:38.60	00:15:31.50	4	4.1	4	7	4	4	8
"AVG ACO_{50,1}"	00:11:37.42	00:03:57.11	00:02:08.09	00:00:58.00	00:03:32.69	00:01:06.23	00:00:03.20	00:12:02.35	00:04:21.61	00:02:33.36	00:01:23.69	00:03:58.25	00:01:30.91	00:00:28.09	12095.62	12051.33	12703.32	13021.61	12047.70	12728.97	13166.40	00:15:30.10	00:15:29.00	00:16:52.00	00:18:44.50	00:15:57.50	00:17:50.40	00:19:47.00	4.2	4.3	5.6	7	4.1	5.6	8
"Greedy"	00:01:43.29	00:00:45.34	00:00:50.36	00:00:33.10	00:00:40.51	00:00:27.83	00:00:29.83	00:02:19.77	00:01:12.54	00:01:13.83	00:00:59.10	00:01:01.15	00:00:53.85	00:00:55.73	12071.177	12723.649	10596.919	11410.716	10148.424	11501.365	11487.622	00:11:37.00	00:14:39.00	00:09:59.00	00:05:53.00	00:14:27.00	00:00:00.00	00:30:39.00	4	4	4	6	6	0	10
"Linear"	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:00:00.00	00:01:24.35	00:00:31.79	00:00:26.73	00:00:30.35	00:00:23.05	00:00:26.51	00:00:27.71	13572.761	13814.495	11723.722	12628.42	11324.845	12605.23	11470.334	00:08:14.00	00:24:39.00	00:30:29.00	00:03:19.00	00:21:11.00	00:00:00.00	00:25:58.00	6	8	7	3	6	0	7
